Value,Year,ProviderType,Purpose
577779,2016,COMPANY,EDUCATION
1708,2016,COMPANY,EDUCATION
854925,2016,COMPANY,EDUCATION
1182704,2016,COLLEGE,EDUCATION
995059,2016,COLLEGE,EDUCATION
30247,2016,COLLEGE,EDUCATION
500795,2016,COLLEGE,EDUCATION
9009,2016,COMPANY,EDUCATION
70541,2016,COMPANY,EDUCATION
1535,2016,COMPANY,EDUCATION
3074,2016,COMPANY,EDUCATION
526928,2016,COMPANY,EDUCATION
107385,2016,COMPANY,EDUCATION
96486,2016,COMPANY,EDUCATION
75840,2016,COMPANY,EDUCATION
1414571,2016,COLLEGE,EDUCATION
110056,2016,COLLEGE,EDUCATION
1067337,2016,COLLEGE,EDUCATION
15320,2016,COMPANY,EDUCATION
88417,2016,COMPANY,EDUCATION
215959,2016,COMPANY,EDUCATION
3912314,2016,COMPANY,EDUCATION
47799,2016,COMPANY,EDUCATION
3877224,2016,COMPANY,EDUCATION
417823,2016,COMPANY,EDUCATION
8183,2016,COMPANY,EDUCATION
999142,2016,COMPANY,EDUCATION
104700,2016,COMPANY,EDUCATION
313464,2016,COMPANY,EDUCATION
335001,2016,COMPANY,EDUCATION
1538121,2016,COMPANY,EDUCATION
14647,2016,COMPANY,EDUCATION
947157,2016,COMPANY,EDUCATION
69979,2016,COLLEGE,EDUCATION
514653,2016,COLLEGE,EDUCATION
25946,2016,COLLEGE,EDUCATION
136363,2016,COLLEGE,EDUCATION
563,2016,COLLEGE,EDUCATION
684911,2016,COMPANY,EDUCATION
53435,2016,COMPANY,EDUCATION
46989,2016,COLLEGE,EDUCATION
353029,2016,COLLEGE,EDUCATION
8060,2016,COLLEGE,EDUCATION
24408,2016,COLLEGE,EDUCATION
55237,2016,COMPANY,EDUCATION
351160,2016,COMPANY,EDUCATION
16618,2016,COMPANY,EDUCATION
166121,2016,COMPANY,EDUCATION
686353,2016,COLLEGE,EDUCATION
1042696,2016,COLLEGE,EDUCATION
88047,2016,COLLEGE,EDUCATION
608291,2016,COLLEGE,EDUCATION
303415,2016,COMPANY,EDUCATION
2506660,2016,COMPANY,EDUCATION
37612,2016,COMPANY,EDUCATION
20971,2016,COMPANY,EDUCATION
2440594,2016,COLLEGE,EDUCATION
8200785,2016,COLLEGE,EDUCATION
330368,2016,COLLEGE,EDUCATION
5870558,2016,COLLEGE,EDUCATION
962963,2016,COMPANY,EDUCATION
1744590,2016,COMPANY,EDUCATION
27949,2016,COMPANY,EDUCATION
770492,2016,COMPANY,EDUCATION
601362,2016,COMPANY,EDUCATION
94669,2016,COLLEGE,EDUCATION
23643,2016,COLLEGE,EDUCATION
3415006,2016,COMPANY,EDUCATION
9507,2016,COMPANY,EDUCATION
942882,2016,COMPANY,EDUCATION
349861,2016,COMPANY,EDUCATION
42781,2016,COMPANY,EDUCATION
56,2016,COMPANY,EDUCATION
301273,2016,COMPANY,EDUCATION
181191,2016,COMPANY,EDUCATION
690122,2016,COMPANY,EDUCATION
2351777,2016,COLLEGE,EDUCATION
4028421,2016,COLLEGE,EDUCATION
355951,2016,COLLEGE,EDUCATION
1021773,2016,COLLEGE,EDUCATION
944847,2016,COMPANY,EDUCATION
161827,2016,COMPANY,EDUCATION
30300,2016,COMPANY,EDUCATION
243471,2016,COMPANY,EDUCATION
120452,2016,COMPANY,EDUCATION
2709625,2016,COMPANY,EDUCATION
386367,2016,COMPANY,EDUCATION
16777228,2016,COMPANY,EDUCATION
572791,2016,COLLEGE,EDUCATION
949491,2016,COLLEGE,EDUCATION
126975,2016,COLLEGE,EDUCATION
106603,2016,COLLEGE,EDUCATION
395492,2016,COLLEGE,EDUCATION
34282,2016,COMPANY,EDUCATION
417190,2016,COMPANY,EDUCATION
17608,2016,COMPANY,EDUCATION
254022,2016,COMPANY,EDUCATION
4859,2016,COMPANY,EDUCATION
2687,2016,COMPANY,EDUCATION
118364,2016,COMPANY,EDUCATION
4472,2016,COMPANY,EDUCATION
79705,2016,COMPANY,EDUCATION
1412941,2016,COMPANY,EDUCATION
5556567,2016,COMPANY,EDUCATION
320775,2016,COMPANY,EDUCATION
110780,2016,COMPANY,EDUCATION
1118809,2016,COMPANY,EDUCATION
852169,2016,COLLEGE,EDUCATION
2237142,2016,COLLEGE,EDUCATION
71576,2016,COLLEGE,EDUCATION
143278,2016,COLLEGE,EDUCATION
336117,2016,COLLEGE,EDUCATION
2092482,2016,COMPANY,EDUCATION
1377255,2016,COMPANY,EDUCATION
1507327,2016,COMPANY,EDUCATION
15736,2016,COMPANY,EDUCATION
610917,2016,COMPANY,EDUCATION
813369,2016,COMPANY,EDUCATION
67431,2016,COMPANY,EDUCATION
268633,2016,COMPANY,EDUCATION
254902,2016,COMPANY,EDUCATION
320967,2016,COLLEGE,EDUCATION
1094574,2016,COLLEGE,EDUCATION
125427,2016,COLLEGE,EDUCATION
195305,2016,COMPANY,EDUCATION
264341,2016,COMPANY,EDUCATION
657255,2016,COMPANY,EDUCATION
4680,2016,COMPANY,EDUCATION
380949,2016,COMPANY,EDUCATION
2792875,2016,COMPANY,EDUCATION
96000,2016,COMPANY,EDUCATION
1684202,2016,COMPANY,EDUCATION
61363,2016,COMPANY,EDUCATION
1824139,2016,COMPANY,EDUCATION
1108,2016,COMPANY,EDUCATION
1819723,2016,COMPANY,EDUCATION
46375,2016,COMPANY,EDUCATION
1792852,2016,COMPANY,EDUCATION
4464,2016,COMPANY,EDUCATION
1142846,2016,COMPANY,EDUCATION
1201590,2016,COLLEGE,EDUCATION
4232184,2016,COLLEGE,EDUCATION
28410,2016,COLLEGE,EDUCATION
457921,2016,COLLEGE,EDUCATION
151320,2016,COLLEGE,EDUCATION
4216229,2016,COLLEGE,EDUCATION
117959,2016,COLLEGE,EDUCATION
139182,2016,COLLEGE,EDUCATION
665436,2016,COMPANY,EDUCATION
444946,2016,COMPANY,EDUCATION
20548,2016,COMPANY,EDUCATION
684388,2016,COMPANY,EDUCATION
421932,2016,COMPANY,EDUCATION
29724,2016,COMPANY,EDUCATION
1794173,2016,COLLEGE,EDUCATION
1776152,2016,COLLEGE,EDUCATION
148407,2016,COLLEGE,EDUCATION
124191,2016,COLLEGE,EDUCATION
572432,2016,COLLEGE,EDUCATION
24568,2016,COLLEGE,EDUCATION
3894,2016,COLLEGE,EDUCATION
3170,2016,COLLEGE,EDUCATION
314900,2016,COLLEGE,EDUCATION
737178,2016,COLLEGE,EDUCATION
6331,2016,COLLEGE,EDUCATION
3236,2016,COLLEGE,EDUCATION
32563,2016,COLLEGE,EDUCATION
232357,2016,COLLEGE,EDUCATION
3924,2016,COLLEGE,EDUCATION
77477,2016,COLLEGE,EDUCATION
1161358,2016,COLLEGE,EDUCATION
2726152,2016,COLLEGE,EDUCATION
69286,2016,COLLEGE,EDUCATION
390230,2016,COLLEGE,EDUCATION
1211100,2016,COMPANY,EDUCATION
2812,2016,COMPANY,EDUCATION
599088,2016,COMPANY,EDUCATION
2104919,2016,COMPANY,EDUCATION
1215,2016,COMPANY,EDUCATION
4055897,2016,COMPANY,EDUCATION
518518,2016,COMPANY,EDUCATION
111830,2016,COMPANY,EDUCATION
3903,2016,COMPANY,EDUCATION
636426,2016,COMPANY,EDUCATION
7479,2016,COMPANY,EDUCATION
795137,2016,COMPANY,EDUCATION
26945,2016,COMPANY,EDUCATION
207784,2016,COMPANY,EDUCATION
2109294,2016,COMPANY,EDUCATION
37329,2016,COMPANY,EDUCATION
1471983,2016,COMPANY,EDUCATION
2940355,2016,COLLEGE,EDUCATION
3961520,2016,COLLEGE,EDUCATION
173320,2016,COLLEGE,EDUCATION
502160,2016,COLLEGE,EDUCATION
3412069,2016,COLLEGE,EDUCATION
344170,2016,COMPANY,EDUCATION
16346,2016,COMPANY,EDUCATION
401900,2016,COMPANY,EDUCATION
414069,2016,COLLEGE,EDUCATION
2217791,2016,COLLEGE,EDUCATION
174244,2016,COLLEGE,EDUCATION
295964,2016,COLLEGE,EDUCATION
88655,2016,COLLEGE,EDUCATION
17342,2016,COLLEGE,EDUCATION
16591,2016,COLLEGE,EDUCATION
1620718,2016,COLLEGE,EDUCATION
2931363,2016,COLLEGE,EDUCATION
189394,2016,COLLEGE,EDUCATION
472808,2016,COLLEGE,EDUCATION
955512,2016,COLLEGE,EDUCATION
509945,2016,COMPANY,EDUCATION
340972,2016,COMPANY,EDUCATION
1078277,2016,COMPANY,EDUCATION
359658,2016,COMPANY,EDUCATION
3811,2016,COLLEGE,EDUCATION
151964,2016,COLLEGE,EDUCATION
506,2016,COLLEGE,EDUCATION
28508,2016,COLLEGE,EDUCATION
1431978,2016,COLLEGE,EDUCATION
2212191,2016,COLLEGE,EDUCATION
103190,2016,COLLEGE,EDUCATION
491416,2016,COLLEGE,EDUCATION
2687423,2016,COMPANY,EDUCATION
8068,2016,COMPANY,EDUCATION
2127240,2016,COMPANY,EDUCATION
48086,2016,COMPANY,EDUCATION
2033980,2016,COLLEGE,EDUCATION
3061524,2016,COLLEGE,EDUCATION
286761,2016,COLLEGE,EDUCATION
907283,2016,COLLEGE,EDUCATION
1647963,2016,COLLEGE,EDUCATION
142716,2016,COLLEGE,EDUCATION
970507,2016,COLLEGE,EDUCATION
18278,2016,COMPANY,EDUCATION
1489357,2016,COMPANY,EDUCATION
8948,2016,COMPANY,EDUCATION
728296,2016,COMPANY,EDUCATION
8018,2016,COMPANY,EDUCATION
409560,2016,COMPANY,EDUCATION
372272,2016,COMPANY,EDUCATION
31561,2016,COLLEGE,EDUCATION
25103,2016,COLLEGE,EDUCATION
3012536,2016,COMPANY,EDUCATION
3372511,2016,COMPANY,EDUCATION
18842561,2016,COMPANY,EDUCATION
470007,2016,COMPANY,EDUCATION
71556,2016,COMPANY,EDUCATION
10518,2016,COMPANY,EDUCATION
7383,2016,COMPANY,EDUCATION
414349,2016,COMPANY,EDUCATION
207682,2016,COMPANY,EDUCATION
181287,2016,COMPANY,EDUCATION
62178,2016,COMPANY,EDUCATION
473462,2016,COMPANY,EDUCATION
511699,2016,COLLEGE,EDUCATION
5105726,2016,COLLEGE,EDUCATION
375432,2016,COLLEGE,EDUCATION
1349377,2016,COLLEGE,EDUCATION
391125,2016,COLLEGE,EDUCATION
2480176,2016,COMPANY,EDUCATION
179978,2016,COMPANY,EDUCATION
1119737,2016,COMPANY,EDUCATION
7758,2016,COMPANY,EDUCATION
2230951,2016,COMPANY,EDUCATION
652336,2016,COMPANY,EDUCATION
293303,2016,COMPANY,EDUCATION
458514,2016,COMPANY,EDUCATION
1006100,2016,COLLEGE,EDUCATION
28490,2016,COLLEGE,EDUCATION
1275823,2016,COLLEGE,EDUCATION
159015,2016,COMPANY,EDUCATION
29427,2016,COMPANY,EDUCATION
37810,2016,COMPANY,EDUCATION
33571,2016,COMPANY,EDUCATION
135618,2016,COMPANY,EDUCATION
239113,2016,COMPANY,EDUCATION
514090,2016,COLLEGE,EDUCATION
2412972,2016,COLLEGE,EDUCATION
360030,2016,COLLEGE,EDUCATION
113422,2016,COLLEGE,EDUCATION
694900,2016,COLLEGE,EDUCATION
603348,2016,COMPANY,EDUCATION
233918,2016,COMPANY,EDUCATION
3687296,2016,COLLEGE,EDUCATION
7909461,2016,COLLEGE,EDUCATION
678384,2016,COLLEGE,EDUCATION
32787,2016,COLLEGE,EDUCATION
7487247,2016,COLLEGE,EDUCATION
518779,2016,COMPANY,EDUCATION
448780,2016,COMPANY,EDUCATION
11615,2016,COMPANY,EDUCATION
247311,2016,COMPANY,EDUCATION
184542,2016,COMPANY,EDUCATION
3066207,2016,COMPANY,EDUCATION
4163,2016,COMPANY,EDUCATION
99301,2016,COMPANY,EDUCATION
1187126,2016,COLLEGE,EDUCATION
1997788,2016,COLLEGE,EDUCATION
55241,2016,COLLEGE,EDUCATION
1779222,2016,COLLEGE,EDUCATION
14891,2016,COMPANY,EDUCATION
778197,2016,COMPANY,EDUCATION
71830,2016,COMPANY,EDUCATION
1514218,2016,COMPANY,EDUCATION
36142,2016,COMPANY,EDUCATION
3134688,2016,COMPANY,EDUCATION
746820,2016,COMPANY,EDUCATION
383089,2016,COMPANY,EDUCATION
566695,2016,COMPANY,EDUCATION
388,2016,COMPANY,EDUCATION
1097681,2016,COMPANY,EDUCATION
377970,2016,COMPANY,EDUCATION
1078764,2016,COMPANY,EDUCATION
17102,2016,COMPANY,EDUCATION
1745886,2016,COMPANY,EDUCATION
79638,2016,COMPANY,EDUCATION
356563,2016,COMPANY,EDUCATION
9297,2016,COMPANY,EDUCATION
483847,2016,COMPANY,EDUCATION
665807,2016,COLLEGE,EDUCATION
538445,2016,COLLEGE,EDUCATION
2099459,2016,COLLEGE,EDUCATION
355753,2016,COMPANY,EDUCATION
45060,2016,COMPANY,EDUCATION
58034,2016,COMPANY,EDUCATION
128971,2016,COMPANY,EDUCATION
724965,2016,COMPANY,EDUCATION
1212204,2016,COMPANY,EDUCATION
20509,2016,COMPANY,EDUCATION
569036,2016,COMPANY,EDUCATION
647783,2016,COMPANY,EDUCATION
79686,2016,COMPANY,EDUCATION
163857,2016,COMPANY,EDUCATION
1037174,2016,COMPANY,EDUCATION
267235,2016,COMPANY,EDUCATION
676741,2016,COMPANY,EDUCATION
758625,2016,COLLEGE,EDUCATION
2010156,2016,COLLEGE,EDUCATION
124375,2016,COLLEGE,EDUCATION
331399,2016,COLLEGE,EDUCATION
324309,2016,COMPANY,EDUCATION
223802,2016,COMPANY,EDUCATION
1055580,2016,COMPANY,EDUCATION
633457,2016,COMPANY,EDUCATION
132766,2016,COLLEGE,EDUCATION
501310,2016,COMPANY,EDUCATION
441578,2016,COMPANY,EDUCATION
337392,2016,COMPANY,EDUCATION
119776,2016,COMPANY,EDUCATION
8879,2016,COMPANY,EDUCATION
86088,2016,COMPANY,EDUCATION
30288,2016,COMPANY,EDUCATION
160270,2016,COMPANY,EDUCATION
1040546,2016,COMPANY,EDUCATION
211560,2016,COMPANY,EDUCATION
463333,2016,COMPANY,EDUCATION
27915,2016,COMPANY,EDUCATION
202022,2016,COMPANY,EDUCATION
1181747,2016,COMPANY,EDUCATION
1009990,2016,COMPANY,EDUCATION
2245915,2016,COMPANY,EDUCATION
246834,2016,COMPANY,EDUCATION
113260,2016,COMPANY,EDUCATION
596724,2016,COMPANY,EDUCATION
7217,2016,COMPANY,EDUCATION
2173889,2016,COMPANY,EDUCATION
414364,2016,COMPANY,EDUCATION
1083,2016,COMPANY,EDUCATION
774,2016,COMPANY,EDUCATION
822818,2016,COMPANY,EDUCATION
255026,2016,COMPANY,EDUCATION
272701,2016,COMPANY,EDUCATION
31484,2016,COLLEGE,EDUCATION
68937,2016,COLLEGE,EDUCATION
2358,2016,COLLEGE,EDUCATION
13457,2016,COLLEGE,EDUCATION
769042,2016,COLLEGE,EDUCATION
463825,2016,COLLEGE,EDUCATION
100831,2016,COLLEGE,EDUCATION
945508,2016,COLLEGE,EDUCATION
174069,2016,COMPANY,EDUCATION
285799,2016,COMPANY,EDUCATION
498961,2016,COMPANY,EDUCATION
2143888,2016,COLLEGE,EDUCATION
105781,2016,COLLEGE,EDUCATION
20741395,2016,COMPANY,EDUCATION
1715,2016,COMPANY,EDUCATION
3985750,2016,COMPANY,EDUCATION
475190,2016,COMPANY,EDUCATION
63007,2016,COMPANY,EDUCATION
4450765,2016,COMPANY,EDUCATION
1048510,2016,COMPANY,EDUCATION
3781042,2016,COMPANY,EDUCATION
2499366,2016,COMPANY,EDUCATION
312967,2016,COMPANY,EDUCATION
1003473,2016,COMPANY,EDUCATION
1067691,2016,COLLEGE,EDUCATION
758657,2016,COLLEGE,EDUCATION
41364,2016,COLLEGE,EDUCATION
994907,2016,COLLEGE,EDUCATION
72308,2016,COLLEGE,EDUCATION
3523664,2016,COLLEGE,EDUCATION
311473,2016,COLLEGE,EDUCATION
63884,2016,COLLEGE,EDUCATION
666245,2016,COMPANY,EDUCATION
8406622,2016,COMPANY,EDUCATION
39873,2016,COMPANY,EDUCATION
6199560,2016,COMPANY,EDUCATION
419795,2016,COMPANY,EDUCATION
168698,2016,COMPANY,EDUCATION
275353,2016,COMPANY,EDUCATION
3340853,2016,COMPANY,EDUCATION
22863,2016,COMPANY,EDUCATION
1632818,2016,COMPANY,EDUCATION
1341,2016,COLLEGE,EDUCATION
671412,2016,COLLEGE,EDUCATION
1624230,2016,COLLEGE,EDUCATION
81189,2016,COLLEGE,EDUCATION
281806,2016,COLLEGE,EDUCATION
664168,2016,COLLEGE,EDUCATION
504694,2016,COLLEGE,EDUCATION
72532,2016,COLLEGE,EDUCATION
322167,2016,COLLEGE,EDUCATION
6897,2016,UNIVERSITY,EDUCATION
283667,2016,UNIVERSITY,EDUCATION
1615018,2016,COMPANY,EDUCATION
2439104,2016,COMPANY,EDUCATION
90504,2016,COMPANY,EDUCATION
1235988,2016,COMPANY,EDUCATION
501996,2016,COMPANY,EDUCATION
1122168,2016,COMPANY,EDUCATION
203895,2016,COMPANY,EDUCATION
3243928,2016,COLLEGE,EDUCATION
6903879,2016,COLLEGE,EDUCATION
617462,2016,COLLEGE,EDUCATION
689472,2016,COLLEGE,EDUCATION
2010160,2016,COLLEGE,EDUCATION
275851,2016,COMPANY,EDUCATION
257058,2016,COMPANY,EDUCATION
348525,2016,COLLEGE,EDUCATION
2137089,2016,COLLEGE,EDUCATION
173322,2016,COLLEGE,EDUCATION
293518,2016,COLLEGE,EDUCATION
1124955,2016,COLLEGE,EDUCATION
969237,2016,COMPANY,EDUCATION
2284,2016,COMPANY,EDUCATION
614360,2016,COMPANY,EDUCATION
1197249,2016,COMPANY,EDUCATION
92521,2016,COMPANY,EDUCATION
54947,2016,COMPANY,EDUCATION
491363,2016,COMPANY,EDUCATION
97607,2016,COMPANY,EDUCATION
139526,2016,COMPANY,EDUCATION
1002496,2016,COLLEGE,EDUCATION
1091145,2016,COLLEGE,EDUCATION
20896,2016,COLLEGE,EDUCATION
1136317,2016,COLLEGE,EDUCATION
786649,2016,COLLEGE,EDUCATION
9485566,2016,COLLEGE,EDUCATION
794230,2016,COLLEGE,EDUCATION
1398336,2016,COLLEGE,EDUCATION
2185114,2016,COMPANY,EDUCATION
1404383,2016,COMPANY,EDUCATION
849309,2016,COLLEGE,EDUCATION
1591872,2016,COLLEGE,EDUCATION
150886,2016,COLLEGE,EDUCATION
501406,2016,COLLEGE,EDUCATION
340163,2016,COMPANY,EDUCATION
45954,2016,COMPANY,EDUCATION
522487,2016,COMPANY,EDUCATION
11681,2016,COMPANY,EDUCATION
7503597,2016,COMPANY,EDUCATION
14102333,2016,COMPANY,EDUCATION
59173821,2016,COMPANY,EDUCATION
56928,2016,COMPANY,EDUCATION
24557775,2016,COMPANY,EDUCATION
2503637,2016,COMPANY,EDUCATION
1029693,2016,COMPANY,EDUCATION
6345876,2016,COMPANY,EDUCATION
844963,2016,COMPANY,EDUCATION
201798,2016,COMPANY,EDUCATION
1526533,2016,COLLEGE,EDUCATION
14868594,2016,COLLEGE,EDUCATION
1691181,2016,COLLEGE,EDUCATION
379159,2016,COLLEGE,EDUCATION
2204520,2016,COLLEGE,EDUCATION
2165954,2016,COMPANY,EDUCATION
2149978,2016,COMPANY,EDUCATION
114665,2016,UNIVERSITY,EDUCATION
3015544,2016,COLLEGE,EDUCATION
1913340,2016,COLLEGE,EDUCATION
49665,2016,COLLEGE,EDUCATION
1439176,2016,COLLEGE,EDUCATION
4525115,2016,COMPANY,EDUCATION
36084,2016,COMPANY,EDUCATION
3054203,2016,COMPANY,EDUCATION
2200392,2016,COLLEGE,EDUCATION
10043756,2016,COLLEGE,EDUCATION
864020,2016,COLLEGE,EDUCATION
200036,2016,COLLEGE,EDUCATION
1044678,2016,COLLEGE,EDUCATION
77784,2016,COMPANY,EDUCATION
4179803,2016,COMPANY,EDUCATION
52538,2016,COMPANY,EDUCATION
2945343,2016,COMPANY,EDUCATION
250572,2016,COMPANY,EDUCATION
473051,2016,COMPANY,EDUCATION
62414,2016,COMPANY,EDUCATION
3257101,2016,COMPANY,EDUCATION
20065,2016,COMPANY,EDUCATION
1881081,2016,COMPANY,EDUCATION
262160,2016,COLLEGE,EDUCATION
10544284,2016,COLLEGE,EDUCATION
845419,2016,COLLEGE,EDUCATION
1281479,2016,COLLEGE,EDUCATION
5213,2016,COLLEGE,EDUCATION
5213,2016,COLLEGE,EDUCATION
495685,2016,COMPANY,EDUCATION
87720,2016,COMPANY,EDUCATION
91029,2016,COMPANY,EDUCATION
9958514,2016,COMPANY,EDUCATION
59760,2016,COMPANY,EDUCATION
40286951,2016,COMPANY,EDUCATION
457018,2016,COMPANY,EDUCATION
279963,2016,COMPANY,EDUCATION
2147724,2016,COLLEGE,EDUCATION
3242454,2016,COLLEGE,EDUCATION
249726,2016,COLLEGE,EDUCATION
117419,2016,COLLEGE,EDUCATION
3062631,2016,COLLEGE,EDUCATION
1689250,2016,COMPANY,EDUCATION
1337930,2016,COMPANY,EDUCATION
49199,2016,COMPANY,EDUCATION
202305,2016,COMPANY,EDUCATION
691,2016,COMPANY,EDUCATION
168907,2016,COMPANY,EDUCATION
408269,2016,COMPANY,EDUCATION
356889,2016,COMPANY,EDUCATION
4797259,2016,COMPANY,EDUCATION
39796,2016,COMPANY,EDUCATION
3290072,2016,COMPANY,EDUCATION
21600,2016,UNIVERSITY,EDUCATION
171600,2016,UNIVERSITY,EDUCATION
282580,2016,COMPANY,EDUCATION
9514,2016,COMPANY,EDUCATION
1634524,2016,COMPANY,EDUCATION
354145,2016,COMPANY,EDUCATION
1866959,2016,COMPANY,EDUCATION
3870,2016,COMPANY,EDUCATION
301104,2016,COMPANY,EDUCATION
888523,2016,COMPANY,EDUCATION
26654,2016,COMPANY,EDUCATION
772002,2016,COMPANY,EDUCATION
9008,2016,COMPANY,EDUCATION
157893,2016,COMPANY,EDUCATION
177600,2016,UNIVERSITY,EDUCATION
221150,2016,UNIVERSITY,EDUCATION
157182,2016,COLLEGE,EDUCATION
18543,2016,COLLEGE,EDUCATION
71249,2016,COLLEGE,EDUCATION
35486,2016,COLLEGE,EDUCATION
529503,2016,COMPANY,EDUCATION
187790,2016,COMPANY,EDUCATION
326979,2016,COMPANY,EDUCATION
3015823,2016,COLLEGE,EDUCATION
1490620,2016,COLLEGE,EDUCATION
166995,2016,COLLEGE,EDUCATION
566407,2016,COLLEGE,EDUCATION
8241,2016,UNIVERSITY,EDUCATION
298372,2016,COMPANY,EDUCATION
1513167,2016,COMPANY,EDUCATION
22069,2016,COMPANY,EDUCATION
918344,2016,COMPANY,EDUCATION
108277,2016,COMPANY,EDUCATION
1693509,2016,COMPANY,EDUCATION
193101,2016,COMPANY,EDUCATION
2373566,2016,COMPANY,EDUCATION
548138,2016,COLLEGE,EDUCATION
939466,2016,COLLEGE,EDUCATION
58116,2016,COLLEGE,EDUCATION
76760,2016,COLLEGE,EDUCATION
378307,2016,COLLEGE,EDUCATION
76656,2016,COMPANY,EDUCATION
1460061,2016,COMPANY,EDUCATION
28953,2016,COMPANY,EDUCATION
76048,2016,COMPANY,EDUCATION
7663713,2016,COMPANY,EDUCATION
313415,2016,COMPANY,EDUCATION
3827601,2016,COMPANY,EDUCATION
1314380,2016,COMPANY,EDUCATION
16539012,2016,COMPANY,EDUCATION
3553193,2016,COMPANY,EDUCATION
1885340,2016,COMPANY,EDUCATION
677543,2016,UNIVERSITY,EDUCATION
623709,2016,UNIVERSITY,EDUCATION
23767,2016,COMPANY,EDUCATION
373001,2016,COMPANY,EDUCATION
556509,2016,COMPANY,EDUCATION
987922,2016,COMPANY,EDUCATION
53508,2016,COMPANY,EDUCATION
498298,2016,COMPANY,EDUCATION
1005087,2016,COLLEGE,EDUCATION
25777,2016,COLLEGE,EDUCATION
118077,2016,COLLEGE,EDUCATION
1053235,2016,COMPANY,EDUCATION
54153,2016,COMPANY,EDUCATION
10438604,2016,COMPANY,EDUCATION
2214760,2016,COMPANY,EDUCATION
1782696,2016,COMPANY,EDUCATION
211690,2016,COMPANY,EDUCATION
164117,2016,COMPANY,EDUCATION
61060,2016,COMPANY,EDUCATION
710642,2016,COMPANY,EDUCATION
75987,2016,COMPANY,EDUCATION
273778,2016,COMPANY,EDUCATION
2646,2016,COMPANY,EDUCATION
810515,2016,COMPANY,EDUCATION
21205,2016,COMPANY,EDUCATION
827456,2016,COMPANY,EDUCATION
23687,2016,COMPANY,EDUCATION
1662541,2016,COMPANY,EDUCATION
10614,2016,COMPANY,EDUCATION
996262,2016,COMPANY,EDUCATION
15160,2016,COMPANY,EDUCATION
2361838,2016,COMPANY,EDUCATION
298630,2016,COMPANY,EDUCATION
154042,2016,COMPANY,EDUCATION
127681,2016,COMPANY,EDUCATION
1233,2016,COMPANY,EDUCATION
485312,2016,COMPANY,EDUCATION
997518,2016,COMPANY,EDUCATION
10343,2016,COMPANY,EDUCATION
532346,2016,COMPANY,EDUCATION
2525,2016,COMPANY,EDUCATION
1747019,2016,COMPANY,EDUCATION
744294,2016,COMPANY,EDUCATION
48856,2016,COMPANY,EDUCATION
731391,2016,COMPANY,EDUCATION
10163,2016,COMPANY,EDUCATION
210543,2016,COMPANY,EDUCATION
487848,2016,COMPANY,EDUCATION
41521,2016,COMPANY,EDUCATION
484905,2016,COMPANY,EDUCATION
714900,2016,COMPANY,EDUCATION
471005,2016,COMPANY,EDUCATION
1873608,2016,COMPANY,EDUCATION
679243,2016,COMPANY,EDUCATION
351640,2016,COMPANY,EDUCATION
612797,2016,COLLEGE,EDUCATION
885852,2016,COLLEGE,EDUCATION
72933,2016,COLLEGE,EDUCATION
173362,2016,COLLEGE,EDUCATION
504237,2016,COLLEGE,EDUCATION
2911061,2016,COLLEGE,EDUCATION
4819838,2016,COLLEGE,EDUCATION
483364,2016,COLLEGE,EDUCATION
194933,2016,COLLEGE,EDUCATION
2250502,2016,COLLEGE,EDUCATION
241111,2016,COMPANY,EDUCATION
1530812,2016,COMPANY,EDUCATION
7114,2016,COMPANY,EDUCATION
659688,2016,COMPANY,EDUCATION
132958,2016,COMPANY,EDUCATION
9000,2016,UNIVERSITY,EDUCATION
1360285,2016,COLLEGE,EDUCATION
1926321,2016,COLLEGE,EDUCATION
150377,2016,COLLEGE,EDUCATION
373397,2016,COLLEGE,EDUCATION
1368032,2016,COMPANY,EDUCATION
422,2016,COMPANY,EDUCATION
455480,2016,COMPANY,EDUCATION
391273,2016,COMPANY,EDUCATION
614,2016,COMPANY,EDUCATION
381670,2016,COMPANY,EDUCATION
912715,2016,COLLEGE,EDUCATION
3670907,2016,COLLEGE,EDUCATION
306120,2016,COLLEGE,EDUCATION
359401,2016,COLLEGE,EDUCATION
18598,2016,COMPANY,EDUCATION
1064848,2016,COMPANY,EDUCATION
1617,2016,COMPANY,EDUCATION
715955,2016,COMPANY,EDUCATION
27580,2016,COMPANY,EDUCATION
40414,2016,COMPANY,EDUCATION
59653,2016,COMPANY,EDUCATION
27586,2016,COMPANY,EDUCATION
9512,2016,COMPANY,EDUCATION
1561277,2016,COMPANY,EDUCATION
466325,2016,COMPANY,EDUCATION
60384,2016,COMPANY,EDUCATION
1043919,2016,COMPANY,EDUCATION
499611,2016,COMPANY,EDUCATION
68130,2016,COMPANY,EDUCATION
244525,2016,COMPANY,EDUCATION
5606596,2016,COLLEGE,EDUCATION
93154,2016,COLLEGE,EDUCATION
4053820,2016,COLLEGE,EDUCATION
6195,2016,COLLEGE,EDUCATION
1071289,2016,COLLEGE,EDUCATION
942556,2016,COLLEGE,EDUCATION
73828,2016,COLLEGE,EDUCATION
12221,2016,COLLEGE,EDUCATION
550616,2016,COLLEGE,EDUCATION
65691,2016,COMPANY,EDUCATION
245003,2016,COMPANY,EDUCATION
880893,2016,COLLEGE,EDUCATION
1150571,2016,COLLEGE,EDUCATION
123038,2016,COLLEGE,EDUCATION
930670,2016,COLLEGE,EDUCATION
