,Institution,Year,Purpose,Region,Value
4391,PRESTONCOLLEGE,2015,EDUCATION,UNKNOWN,10655413
4392,PRESTONCOLLEGE,2016,EDUCATION,UNKNOWN,9660491
4393,PRETAMANGEREUROPE,2013,EDUCATION,UNKNOWN,27440
4394,PRETAMANGEREUROPE,2014,EDUCATION,UNKNOWN,25342
4395,PREVISTA,2012,EDUCATION,UNKNOWN,765248
4396,PREVISTA,2013,EDUCATION,UNKNOWN,598968
4397,PREVISTA,2014,EDUCATION,UNKNOWN,623266
4398,PREVISTA,2015,EDUCATION,UNKNOWN,1595016
4399,PREVISTA,2016,EDUCATION,UNKNOWN,2681201
4400,PRIESTLEYCOLLEGE,2012,EDUCATION,UNKNOWN,140727
4401,PRIESTLEYCOLLEGE,2013,EDUCATION,UNKNOWN,125813
4402,PRIESTLEYCOLLEGE,2014,EDUCATION,UNKNOWN,150955
4403,PRIESTLEYCOLLEGE,2015,EDUCATION,UNKNOWN,143467
4404,PRIESTLEYCOLLEGE,2016,EDUCATION,UNKNOWN,111690
4405,PRIMROSE,2012,BUSINESS,UNKNOWN,4000000
4406,PRINTEDELECTRONICS,2016,EDUCATION,EAST OF ENGLAND,52060
4407,PRIORPURSGLOVEANDSTOCKTONSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,301909
4408,PRIORPURSGLOVECOLLEGE,2012,EDUCATION,UNKNOWN,556554
4409,PRIORPURSGLOVECOLLEGE,2013,EDUCATION,UNKNOWN,597736
4410,PRIORPURSGLOVECOLLEGE,2014,EDUCATION,UNKNOWN,470992
4411,PRIORPURSGLOVECOLLEGE,2015,EDUCATION,UNKNOWN,334345
4412,PRIORYCENTRALSERVICES,2012,EDUCATION,UNKNOWN,102658
4413,PRIORYCENTRALSERVICES,2013,EDUCATION,UNKNOWN,352161
4414,PRIORYCENTRALSERVICES,2014,EDUCATION,UNKNOWN,551790
4415,PRIORYCENTRALSERVICES,2015,EDUCATION,UNKNOWN,188222
4416,PRISMAELECTRONICSUK,2016,RESEARCH,LONDON,504417
4417,PROCESSORSGROWERSRESEARCHORGANISATION,2014,RESEARCH,EAST OF ENGLAND,280849
4418,PROCONW,2012,EDUCATION,UNKNOWN,1186085
4419,PROCONW,2013,EDUCATION,UNKNOWN,1718160
4420,PROCONW,2014,EDUCATION,UNKNOWN,1441687
4421,PROCONW,2015,EDUCATION,UNKNOWN,1575712
4422,PROCONW,2016,EDUCATION,UNKNOWN,929466
4423,PRODRIVECOMPOSITES,2015,BUSINESS,UNKNOWN,7199999
4424,PROFESSIONALBUSINESSANDTRAININGSOLUTIONS,2012,EDUCATION,UNKNOWN,261193
4425,PROFESSIONALBUSINESSTRAININGSOLUTIONS,2013,EDUCATION,UNKNOWN,110896
4426,PROFESSIONALBUSINESSTRAININGSOLUTIONS,2014,EDUCATION,UNKNOWN,98480
4427,PROFESSIONALBUSINESSTRAININGSOLUTIONS,2015,EDUCATION,UNKNOWN,70380
4428,PROFESSIONALTRAININGSOLUTIONS,2016,EDUCATION,UNKNOWN,5016
4429,PROFOUNDSERVICES,2012,EDUCATION,UNKNOWN,2453081
4430,PROFOUNDSERVICES,2013,EDUCATION,UNKNOWN,2644611
4431,PROFOUNDSERVICES,2014,EDUCATION,UNKNOWN,4170395
4432,PROFOUNDSERVICES,2015,EDUCATION,UNKNOWN,4234795
4433,PROFOUNDSERVICES,2016,EDUCATION,UNKNOWN,3981307
4434,PROGRESSTOEXCELLENCE,2012,EDUCATION,UNKNOWN,2451616
4435,PROGRESSTOEXCELLENCE,2013,EDUCATION,UNKNOWN,4055367
4436,PROGRESSTOEXCELLENCE,2014,EDUCATION,UNKNOWN,6304233
4437,PROGRESSTOEXCELLENCE,2015,EDUCATION,UNKNOWN,9057193
4438,PROGRESSTOEXCELLENCE,2016,EDUCATION,UNKNOWN,7206946
4439,PROJECTMANAGEMENTSTAFFORDSHIRE,2012,EDUCATION,UNKNOWN,2127146
4440,PROJECTMANAGEMENTSTAFFORDSHIRE,2013,EDUCATION,UNKNOWN,2913873
4441,PROJECTMANAGEMENTSTAFFORDSHIRE,2014,EDUCATION,UNKNOWN,3039766
4442,PROJECTMANAGEMENTSTAFFORDSHIRE,2015,EDUCATION,UNKNOWN,2964861
4443,PROJECTMANAGEMENTSTAFFORDSHIRE,2016,EDUCATION,UNKNOWN,2087135
4444,PROKARIUM,2016,BUSINESS,WEST MIDLANDS,1035557
4445,PROKARIUM,2016,RESEARCH,WEST MIDLANDS,374331
4446,PROSPECTSCOLLEGEOFADVANCEDTECHNOLOGY,2014,EDUCATION,UNKNOWN,3990610
4447,PROSPECTSCOLLEGEOFADVANCEDTECHNOLOGY,2015,EDUCATION,UNKNOWN,4640278
4448,PROSPECTSCOLLEGEOFADVANCEDTECHNOLOGY,2016,EDUCATION,UNKNOWN,4282110
4449,PROSPECTSLEARNINGFOUNDATION,2012,EDUCATION,UNKNOWN,2202780
4450,PROSPECTSLEARNINGFOUNDATION,2014,EDUCATION,UNKNOWN,199736
4451,PROSPECTSSERVICES,2012,EDUCATION,UNKNOWN,1017800
4452,PROSPECTSSERVICES,2013,EDUCATION,UNKNOWN,1589019
4453,PROSPECTSTRAININGINTERNATIONAL,2014,EDUCATION,UNKNOWN,12
4454,PROSPECTSTRAININGINTERNATIONAL,2016,EDUCATION,UNKNOWN,85046
4455,PROSPECTTRAININGSERVICES,2012,EDUCATION,UNKNOWN,196510
4456,PROSPECTTRAININGSERVICESGLOUCESTER,2013,EDUCATION,UNKNOWN,214352
4457,PROSPECTTRAININGSERVICESGLOUCESTER,2014,EDUCATION,UNKNOWN,132224
4458,PROSPECTTRAININGSERVICESGLOUCESTER,2015,EDUCATION,UNKNOWN,98835
4459,PROSPECTTRAININGSERVICESGLOUCESTER,2016,EDUCATION,UNKNOWN,101949
4460,PROTEINTECHNOLOGIES,2016,RESEARCH,NORTH WEST,341695
4461,PROVENANCEPARTNERS,2016,RESEARCH,LONDON,550482
4462,PROVQ,2012,EDUCATION,UNKNOWN,516581
4463,PROVQ,2013,EDUCATION,UNKNOWN,847271
4464,PROVQ,2014,EDUCATION,UNKNOWN,1163031
4465,PROVQ,2015,EDUCATION,UNKNOWN,1559521
4466,PROVQ,2016,EDUCATION,UNKNOWN,1645995
4467,PSCTRAININGANDDEVELOPMENT,2012,EDUCATION,UNKNOWN,6353534
4468,PTPTRAINING,2012,EDUCATION,UNKNOWN,3211956
4469,PTPTRAINING,2013,EDUCATION,UNKNOWN,5869896
4470,PTPTRAINING,2014,EDUCATION,UNKNOWN,5431816
4471,PTPTRAINING,2015,EDUCATION,UNKNOWN,5675142
4472,PTPTRAINING,2016,EDUCATION,UNKNOWN,3760151
4473,PTSCONSULTING,2013,BUSINESS,UNKNOWN,8699999
4474,PUBLICHEALTHFOUNDATIONOFINDIA,2015,RESEARCH,OUTSIDE UK,121403
4475,PUREPRINT,2014,BUSINESS,UNKNOWN,5300000
4476,ProspectsTrainingInternationalLimited,2015,EDUCATION,UNKNOWN,72
4477,QA,2012,EDUCATION,UNKNOWN,5839126
4478,QA,2013,EDUCATION,UNKNOWN,10698530
4479,QA,2014,EDUCATION,UNKNOWN,15926598
4480,QA,2015,EDUCATION,UNKNOWN,20724000
4481,QA,2016,EDUCATION,UNKNOWN,20523855
4482,QDOSTRAINING,2012,EDUCATION,UNKNOWN,832066
4483,QDOSTRAINING,2013,EDUCATION,UNKNOWN,843379
4484,QDOSTRAINING,2014,EDUCATION,UNKNOWN,741759
4485,QDOSTRAINING,2015,EDUCATION,UNKNOWN,646212
4486,QDOSTRAINING,2016,EDUCATION,UNKNOWN,1123903
4487,QINETIQ,2012,EDUCATION,SOUTH EAST,269070
4488,QINETIQ,2013,EDUCATION,SOUTH EAST,307574
4489,QINETIQ,2014,EDUCATION,SOUTH EAST,361633
4490,QINETIQ,2015,EDUCATION,SOUTH EAST,404943
4491,QINETIQ,2016,EDUCATION,SOUTH EAST,275957
4492,QINETIQGROUPPLC,2016,RESEARCH,SOUTH EAST,1188880
4493,QMCINSTRUMENTS,2015,EDUCATION,SOUTH EAST,119461
4494,QUANTEMOL,2015,EDUCATION,LONDON,197503
4495,QUAYPHARMACEUTICALS,2015,EDUCATION,UNKNOWN,221093
4496,QUBEQUALIFICATIONSANDDEVELOPMENT,2012,EDUCATION,UNKNOWN,7129056
4497,QUBEQUALIFICATIONSANDDEVELOPMENT,2013,EDUCATION,UNKNOWN,12700402
4498,QUBEQUALIFICATIONSANDDEVELOPMENT,2014,EDUCATION,UNKNOWN,14800605
4499,QUBEQUALIFICATIONSANDDEVELOPMENT,2015,EDUCATION,UNKNOWN,16772788
4500,QUBEQUALIFICATIONSANDDEVELOPMENT,2016,EDUCATION,UNKNOWN,11690181
4501,QUEENELIZABETHSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,160363
4502,QUEENELIZABETHSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,83343
4503,QUEENELIZABETHSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,121483
4504,QUEENELIZABETHSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,99845
4505,QUEENELIZABETHSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,109430
4506,QUEENMARGARETUNIVERSITYEDINBURGH,2016,RESEARCH,SCOTLAND,197099
4507,QUEENMARYSCOLLEGE,2012,EDUCATION,UNKNOWN,263514
4508,QUEENMARYSCOLLEGE,2013,EDUCATION,UNKNOWN,232108
4509,QUEENMARYSCOLLEGE,2014,EDUCATION,UNKNOWN,233272
4510,QUEENMARYSCOLLEGE,2015,EDUCATION,UNKNOWN,180656
4511,QUEENMARYSCOLLEGE,2016,EDUCATION,UNKNOWN,200970
4512,QUEENMARYUNIVERSITYOFLONDON,2012,EDUCATION,LONDON,45467446
4513,QUEENMARYUNIVERSITYOFLONDON,2012,KNOWLEDGE EXCHANGE,LONDON,80056926
4514,QUEENMARYUNIVERSITYOFLONDON,2012,RESEARCH,LONDON,31739480
4515,QUEENMARYUNIVERSITYOFLONDON,2013,EDUCATION,LONDON,38153493
4516,QUEENMARYUNIVERSITYOFLONDON,2013,KNOWLEDGE EXCHANGE,LONDON,2850000
4517,QUEENMARYUNIVERSITYOFLONDON,2013,RESEARCH,LONDON,38153493
4518,QUEENMARYUNIVERSITYOFLONDON,2014,EDUCATION,LONDON,30011874
4519,QUEENMARYUNIVERSITYOFLONDON,2014,KNOWLEDGE EXCHANGE,LONDON,2850000
4520,QUEENMARYUNIVERSITYOFLONDON,2014,RESEARCH,LONDON,49018070
4521,QUEENMARYUNIVERSITYOFLONDON,2015,EDUCATION,LONDON,29700111
4522,QUEENMARYUNIVERSITYOFLONDON,2015,KNOWLEDGE EXCHANGE,LONDON,2850000
4523,QUEENMARYUNIVERSITYOFLONDON,2015,RESEARCH,LONDON,48006368
4524,QUEENMARYUNIVERSITYOFLONDON,2016,EDUCATION,LONDON,28640211
4525,QUEENMARYUNIVERSITYOFLONDON,2016,KNOWLEDGE EXCHANGE,LONDON,2850000
4526,QUEENMARYUNIVERSITYOFLONDON,2016,RESEARCH,LONDON,41160657
4527,QUEENSUNIVERSITYOFBELFAST,2013,RESEARCH,NORTHERN IRELAND,13516542
4528,QUEENSUNIVERSITYOFBELFAST,2014,RESEARCH,NORTHERN IRELAND,8058101
4529,QUEENSUNIVERSITYOFBELFAST,2015,BUSINESS,NORTHERN IRELAND,221352
4530,QUEENSUNIVERSITYOFBELFAST,2015,EDUCATION,NORTHERN IRELAND,675702
4531,QUEENSUNIVERSITYOFBELFAST,2015,RESEARCH,NORTHERN IRELAND,15354161
4532,QUEENSUNIVERSITYOFBELFAST,2016,BUSINESS,NORTHERN IRELAND,5273444
4533,QUEENSUNIVERSITYOFBELFAST,2016,RESEARCH,NORTHERN IRELAND,11429214
4534,QUESTTRAININGSOUTHEAST,2016,EDUCATION,UNKNOWN,19824
4535,RACMOTORINGSERVICES,2012,EDUCATION,UNKNOWN,7324
4536,RAPITASYSTEMS,2016,EDUCATION,YORKSHIRE AND THE HUMBER,122320
4537,RATHBONETRAINING,2012,EDUCATION,UNKNOWN,4910987
4538,RATHBONETRAINING,2013,EDUCATION,UNKNOWN,5610462
4539,RATHBONETRAINING,2014,EDUCATION,UNKNOWN,5648982
4540,RATHBONETRAINING,2015,EDUCATION,UNKNOWN,5376951
4541,RATHBONETRAINING,2016,EDUCATION,UNKNOWN,4491590
4542,RAVENSBOURNE,2012,EDUCATION,UNKNOWN,5166988
4543,RAVENSBOURNE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,5166988
4544,RAVENSBOURNE,2013,EDUCATION,UNKNOWN,4007229
4545,RAVENSBOURNE,2013,RESEARCH,UNKNOWN,3781986
4546,RAVENSBOURNE,2014,EDUCATION,UNKNOWN,2638482
4547,RAVENSBOURNE,2015,EDUCATION,UNKNOWN,2916196
4548,RAVENSBOURNE,2016,EDUCATION,UNKNOWN,2428422
4549,RAVENSBOURNECOLLEGEOFDESIGNANDCOMMUNICATION,2012,EDUCATION,UNKNOWN,192387
4550,RAYTHEONSYSTEMS,2012,EDUCATION,UNKNOWN,1321901
4551,RAYTHEONSYSTEMS,2013,EDUCATION,UNKNOWN,1506174
4552,RAYTHEONSYSTEMS,2014,EDUCATION,UNKNOWN,1314637
4553,RAYTHEONSYSTEMS,2015,EDUCATION,UNKNOWN,1481944
4554,RAYTHEONSYSTEMS,2016,EDUCATION,UNKNOWN,1245670
4555,READINGBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,1513397
4556,READINGBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,1417986
4557,READINGBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,1354608
4558,READINGBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,1211858
4559,READINGBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,1893712
4560,READINGSCIENTIFICSERVICESENTITYOFMONDELEZINTERNATIONAL,2016,RESEARCH,LONDON,790765
4561,REAPSYSTEMS,2016,RESEARCH,SOUTH EAST,1004645
4562,REASEHEATHCOLLEGE,2012,EDUCATION,UNKNOWN,3094862
4563,REASEHEATHCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,211665
4564,REASEHEATHCOLLEGE,2013,EDUCATION,UNKNOWN,2723387
4565,REASEHEATHCOLLEGE,2013,RESEARCH,UNKNOWN,462081
4566,REASEHEATHCOLLEGE,2014,EDUCATION,UNKNOWN,3071879
4567,REASEHEATHCOLLEGE,2015,EDUCATION,UNKNOWN,2826132
4568,REASEHEATHCOLLEGE,2016,EDUCATION,UNKNOWN,2759700
4569,RECORDSURE,2014,BUSINESS,UNKNOWN,7699999
4570,RECYCLINGTECHNOLOGIES,2016,RESEARCH,SOUTH WEST,687890
4571,REDBRIDGECOLLEGE,2012,EDUCATION,UNKNOWN,5993988
4572,REDBRIDGECOLLEGE,2013,EDUCATION,UNKNOWN,7617251
4573,REDBRIDGECOLLEGE,2014,EDUCATION,UNKNOWN,7157879
4574,REDBRIDGECOLLEGE,2015,EDUCATION,UNKNOWN,6154534
4575,REDBRIDGECOLLEGE,2016,EDUCATION,UNKNOWN,5386490
4576,REDBRIDGELONDONBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,2679087
4577,REDBRIDGELONDONBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,2561641
4578,REDBRIDGELONDONBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2402155
4579,REDBRIDGELONDONBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2252222
4580,REDBRIDGELONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,3414294
4581,REDCARANDCLEVELANDBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,1432975
4582,REDCARANDCLEVELANDBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,1498558
4583,REDCARANDCLEVELANDBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,1388233
4584,REDCARANDCLEVELANDBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,1280627
4585,REDCARANDCLEVELANDBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,2030016
4586,REDCARANDCLEVELANDCOLLEGE,2012,EDUCATION,UNKNOWN,2255966
4587,REDCARCLEVELANDCOLLEGE,2013,EDUCATION,UNKNOWN,2383001
4588,REDCARCLEVELANDCOLLEGE,2014,EDUCATION,UNKNOWN,2500128
4589,REDCARCLEVELANDCOLLEGE,2015,EDUCATION,UNKNOWN,2882069
4590,REDCARCLEVELANDCOLLEGE,2016,EDUCATION,UNKNOWN,1982947
4591,REDCROSSREDCRESCENTCLIMATECENTRE,2015,RESEARCH,OUTSIDE UK,193121
4592,REDWOODEDUCATIONANDSKILLS,2012,EDUCATION,UNKNOWN,3831728
4593,REDWOODEDUCATIONANDSKILLS,2013,EDUCATION,UNKNOWN,5351168
4594,REDWOODEDUCATIONANDSKILLS,2014,EDUCATION,UNKNOWN,5038509
4595,REDWOODEDUCATIONANDSKILLS,2015,EDUCATION,UNKNOWN,4062968
4596,REEDINPARTNERSHIP,2012,EDUCATION,UNKNOWN,3734
4597,REEDINPARTNERSHIP,2013,EDUCATION,UNKNOWN,7799
4598,REFLEXVANS,2015,BUSINESS,UNKNOWN,7900000
4599,REGENTCOLLEGE,2012,EDUCATION,UNKNOWN,448496
4600,REGENTCOLLEGE,2013,EDUCATION,UNKNOWN,408118
4601,REGENTCOLLEGE,2014,EDUCATION,UNKNOWN,311850
4602,REGENTCOLLEGE,2015,EDUCATION,UNKNOWN,341040
4603,REGENTCOLLEGE,2016,EDUCATION,UNKNOWN,238540
4604,REIGATECOLLEGE,2012,EDUCATION,UNKNOWN,10297
4605,REIGATECOLLEGE,2013,EDUCATION,UNKNOWN,773
4606,RELEASEPOTENTIAL,2012,EDUCATION,UNKNOWN,1161679
4607,RELEASEPOTENTIAL,2013,EDUCATION,UNKNOWN,1825650
4608,RELEASEPOTENTIAL,2014,EDUCATION,UNKNOWN,2570794
4609,RELEASEPOTENTIAL,2015,EDUCATION,UNKNOWN,3059156
4610,RELEASEPOTENTIAL,2016,EDUCATION,UNKNOWN,2143655
4611,REMITGROUP,2016,EDUCATION,UNKNOWN,14513329
4612,RENALSERVICES,2014,BUSINESS,UNKNOWN,3099999
4613,RENEURON,2016,RESEARCH,UNKNOWN,2104240
4614,RENISHAWPLC,2015,RESEARCH,SOUTH WEST,778802
4615,RESEARCHCOMPLEXATHARWELL,2013,RESEARCH,SOUTH EAST,1847559
4616,RESOURCES,2012,EDUCATION,UNKNOWN,1372439
4617,RESOURCESNE,2013,EDUCATION,UNKNOWN,1417548
4618,RESOURCESNE,2014,EDUCATION,UNKNOWN,1663860
4619,RESOURCESNE,2015,EDUCATION,UNKNOWN,1573613
4620,RESOURCESNE,2016,EDUCATION,UNKNOWN,1754721
4621,RETAILMOTORINDUSTRYTRAINING,2012,EDUCATION,UNKNOWN,11718730
4622,RETAILMOTORINDUSTRYTRAINING,2013,EDUCATION,UNKNOWN,13163706
4623,RETAILMOTORINDUSTRYTRAINING,2014,EDUCATION,UNKNOWN,13298098
4624,RETAILMOTORINDUSTRYTRAINING,2015,EDUCATION,UNKNOWN,21569387
4625,RETHINKGROUP,2015,BUSINESS,UNKNOWN,3900000
4626,REWARDSTRAININGRECRUITMENTCONSULTANCY,2012,EDUCATION,UNKNOWN,1402100
4627,REWARDSTRAININGRECRUITMENTCONSULTANCY,2013,EDUCATION,UNKNOWN,2310386
4628,REWARDSTRAININGRECRUITMENTCONSULTANCY,2014,EDUCATION,UNKNOWN,2809042
4629,REWARDSTRAININGRECRUITMENTCONSULTANCY,2015,EDUCATION,UNKNOWN,2863968
4630,REWARDSTRAININGRECRUITMENTCONSULTANCY,2016,EDUCATION,UNKNOWN,2213503
4631,RICHARDHUISHCOLLEGE,2012,EDUCATION,UNKNOWN,12890
4632,RICHARDHUISHCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,12890
4633,RICHARDHUISHCOLLEGE,2013,EDUCATION,UNKNOWN,894624
4634,RICHARDHUISHCOLLEGE,2013,RESEARCH,UNKNOWN,12122
4635,RICHARDHUISHCOLLEGE,2014,EDUCATION,UNKNOWN,786799
4636,RICHARDHUISHCOLLEGE,2015,EDUCATION,UNKNOWN,872578
4637,RICHARDHUISHCOLLEGE,2016,EDUCATION,UNKNOWN,613965
4638,RICHARDHUISHCOLLEGETAUNTON,2012,EDUCATION,UNKNOWN,715338
4639,RICHARDTAUNTONSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,94573
4640,RICHARDTAUNTONSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,100106
4641,RICHARDTAUNTONSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,123438
4642,RICHARDTAUNTONSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,117699
4643,RICHARDTAUNTONSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,120532
4644,RICHMONDADULTCOMMUNITYCOLLEGE,2012,EDUCATION,UNKNOWN,4739789
4645,RICHMONDADULTCOMMUNITYCOLLEGERACC,2013,EDUCATION,UNKNOWN,3938453
4646,RICHMONDADULTCOMMUNITYCOLLEGERACC,2014,EDUCATION,UNKNOWN,2776000
4647,RICHMONDADULTCOMMUNITYCOLLEGERACC,2015,EDUCATION,UNKNOWN,2770748
4648,RICHMONDADULTCOMMUNITYCOLLEGERACC,2016,EDUCATION,UNKNOWN,3015895
4649,RICHMONDANDHILLCROFTADULTANDCOMMUNITYCOLLEGE,2016,EDUCATION,UNKNOWN,2761186
4650,RICHMONDDESIGNMARKETING,2016,RESEARCH,WEST MIDLANDS,856767
4651,RICHMONDUPONTHAMESBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,555684
4652,RICHMONDUPONTHAMESBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,537891
4653,RICHMONDUPONTHAMESBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,524581
4654,RICHMONDUPONTHAMESCOLLEGE,2012,EDUCATION,UNKNOWN,2410217
4655,RICHMONDUPONTHAMESCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,32592
4656,RICHMONDUPONTHAMESCOLLEGE,2013,EDUCATION,UNKNOWN,2251183
4657,RICHMONDUPONTHAMESCOLLEGE,2013,RESEARCH,UNKNOWN,57213
4658,RICHMONDUPONTHAMESCOLLEGE,2014,EDUCATION,UNKNOWN,2186236
4659,RICHMONDUPONTHAMESCOLLEGE,2015,EDUCATION,UNKNOWN,1866549
4660,RICHMONDUPONTHAMESCOLLEGE,2016,EDUCATION,UNKNOWN,1958924
4661,RICHMONDUPONTHAMESLONDONBOROUGH,2012,EDUCATION,UNKNOWN,504373
4662,RICHMONDUPONTHAMESLONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,752025
4663,RIDGEWAYBIOLOGICALS,2015,RESEARCH,SOUTH EAST,316891
4664,RINICOM,2016,EDUCATION,SOUTH EAST,178730
4665,RIVERRIDGE,2016,BUSINESS,UNKNOWN,14500000
4666,RIVERSIDECOLLEGE,2012,EDUCATION,UNKNOWN,876955
4667,RIVERSIDECOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,876955
4668,RIVERSIDECOLLEGE,2013,EDUCATION,UNKNOWN,6251197
4669,RIVERSIDECOLLEGE,2013,RESEARCH,UNKNOWN,379003
4670,RIVERSIDECOLLEGE,2014,EDUCATION,UNKNOWN,5170399
4671,RIVERSIDECOLLEGE,2015,EDUCATION,UNKNOWN,4518267
4672,RIVERSIDECOLLEGE,2016,EDUCATION,UNKNOWN,4614053
4673,RIVERSIDECOLLEGEHALTON,2012,EDUCATION,UNKNOWN,5324812
4674,RIVERSIDETRAINING,2012,EDUCATION,UNKNOWN,1246018
4675,RIVERSIDETRAINING,2013,EDUCATION,UNKNOWN,1810974
4676,RIVERSIDETRAINING,2014,EDUCATION,UNKNOWN,2605714
4677,RIVERSIDETRAINING,2015,EDUCATION,UNKNOWN,2660942
4678,RIVERSIDETRAINING,2016,EDUCATION,UNKNOWN,1438277
4679,RMSINTERNATIONAL,2016,BUSINESS,UNKNOWN,10000000
4680,RNNGROUP,2014,EDUCATION,UNKNOWN,421916
4681,RNNGROUP,2015,EDUCATION,UNKNOWN,430088
4682,RNNGROUP,2016,EDUCATION,UNKNOWN,14908595
4683,ROBERTBOSCH,2016,RESEARCH,SCOTLAND,3374499
4684,ROCHDALETRAININGASSOCIATION,2012,EDUCATION,UNKNOWN,2625214
4685,ROCHDALETRAININGASSOCIATION,2013,EDUCATION,UNKNOWN,3309503
4686,ROCHDALETRAININGASSOCIATION,2014,EDUCATION,UNKNOWN,4230779
4687,ROCHDALETRAININGASSOCIATION,2015,EDUCATION,UNKNOWN,5342119
4688,ROCHDALETRAININGASSOCIATION,2016,EDUCATION,UNKNOWN,4276291
4689,ROCKETTRAINING,2012,EDUCATION,UNKNOWN,641978
4690,ROCKETTRAINING,2013,EDUCATION,UNKNOWN,546007
4691,ROCKETTRAINING,2014,EDUCATION,UNKNOWN,340344
4692,ROCKETTRAINING,2015,EDUCATION,UNKNOWN,213089
4693,ROCKETTRAINING,2016,EDUCATION,UNKNOWN,194978
4694,ROEHAMPTONUNIVERSITY,2012,EDUCATION,LONDON,13707588
4695,ROEHAMPTONUNIVERSITY,2012,KNOWLEDGE EXCHANGE,LONDON,16487544
4696,ROEHAMPTONUNIVERSITY,2012,RESEARCH,LONDON,2318756
4697,ROEHAMPTONUNIVERSITY,2013,EDUCATION,LONDON,9145167
4698,ROEHAMPTONUNIVERSITY,2013,KNOWLEDGE EXCHANGE,LONDON,461200
4699,ROEHAMPTONUNIVERSITY,2013,RESEARCH,LONDON,9145167
4700,ROEHAMPTONUNIVERSITY,2014,EDUCATION,LONDON,5025066
4701,ROEHAMPTONUNIVERSITY,2014,KNOWLEDGE EXCHANGE,LONDON,461200
4702,ROEHAMPTONUNIVERSITY,2014,RESEARCH,LONDON,2483888
4703,ROEHAMPTONUNIVERSITY,2015,EDUCATION,LONDON,5166481
4704,ROEHAMPTONUNIVERSITY,2015,KNOWLEDGE EXCHANGE,LONDON,290239
4705,ROEHAMPTONUNIVERSITY,2015,RESEARCH,LONDON,3484857
4706,ROEHAMPTONUNIVERSITY,2016,EDUCATION,LONDON,5688856
4707,ROEHAMPTONUNIVERSITY,2016,KNOWLEDGE EXCHANGE,LONDON,339605
4708,ROEHAMPTONUNIVERSITY,2016,RESEARCH,LONDON,4317058
4709,ROLLSROYCECONTROLSANDDATASERVICES,2014,BUSINESS,EAST MIDLANDS,4471361
4710,ROLLSROYCECONTROLSANDDATASERVICES,2016,BUSINESS,EAST MIDLANDS,4485119
4711,ROLLSROYCEPLC,2012,BUSINESS,LONDON,10355245
4712,ROLLSROYCEPLC,2012,EDUCATION,LONDON,1654914
4713,ROLLSROYCEPLC,2013,EDUCATION,LONDON,1720759
4714,ROLLSROYCEPLC,2014,BUSINESS,LONDON,6874358
4715,ROLLSROYCEPLC,2014,EDUCATION,LONDON,1632765
4716,ROLLSROYCEPLC,2015,EDUCATION,LONDON,1491502
4717,ROLLSROYCEPLC,2015,RESEARCH,LONDON,747302
4718,ROLLSROYCEPLC,2016,BUSINESS,LONDON,126611874
4719,ROLLSROYCEPLC,2016,EDUCATION,LONDON,1205574
4720,ROLLSROYCEPLC,2016,RESEARCH,LONDON,3561383
4721,ROLLSROYCEPOWERENGINEERING,2012,EDUCATION,UNKNOWN,1095186
4722,ROLLSROYCEPOWERENGINEERINGPLC,2013,EDUCATION,UNKNOWN,1163528
4723,ROLLSROYCEPOWERENGINEERINGPLC,2014,EDUCATION,UNKNOWN,1199136
