,Institution,Year,Purpose,Region,Value
4068,NORTHYORKSHIRECOUNTYCOUNCIL,2013,EDUCATION,UNKNOWN,3773913
4069,NORTHYORKSHIRECOUNTYCOUNCIL,2014,EDUCATION,UNKNOWN,3649107
4070,NORTHYORKSHIRECOUNTYCOUNCIL,2015,EDUCATION,UNKNOWN,3518319
4071,NORTHYORKSHIRECOUNTYCOUNCIL,2016,EDUCATION,UNKNOWN,5106022
4072,NORTONMOTORCYCLESUK,2016,RESEARCH,EAST MIDLANDS,2724995
4073,NORTONRADSTOCKCOLLEGE,2012,EDUCATION,UNKNOWN,3105312
4074,NORTONRADSTOCKCOLLEGE,2013,EDUCATION,UNKNOWN,2882216
4075,NORTONRADSTOCKCOLLEGE,2014,EDUCATION,UNKNOWN,2383023
4076,NORWICHUNIVERSITYOFTHEARTS,2012,EDUCATION,UNKNOWN,4447126
4077,NORWICHUNIVERSITYOFTHEARTS,2012,KNOWLEDGE EXCHANGE,UNKNOWN,4562977
4078,NORWICHUNIVERSITYOFTHEARTS,2012,RESEARCH,UNKNOWN,115851
4079,NORWICHUNIVERSITYOFTHEARTS,2013,EDUCATION,UNKNOWN,2890174
4080,NORWICHUNIVERSITYOFTHEARTS,2013,RESEARCH,UNKNOWN,2890174
4081,NORWICHUNIVERSITYOFTHEARTS,2014,EDUCATION,UNKNOWN,1448101
4082,NORWICHUNIVERSITYOFTHEARTS,2014,RESEARCH,UNKNOWN,103953
4083,NORWICHUNIVERSITYOFTHEARTS,2015,EDUCATION,UNKNOWN,1358140
4084,NORWICHUNIVERSITYOFTHEARTS,2015,RESEARCH,UNKNOWN,121942
4085,NORWICHUNIVERSITYOFTHEARTS,2016,EDUCATION,UNKNOWN,1403241
4086,NORWICHUNIVERSITYOFTHEARTS,2016,RESEARCH,UNKNOWN,122825
4087,NOTREDAMECATHOLICSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,2703
4088,NOTTINGHAMANDNOTTINGHAMSHIREVOLUNTARYANDCOMMUNITYSECTORLEARNINGANDSKILLSCONSORTIUM,2012,EDUCATION,UNKNOWN,1173249
4089,NOTTINGHAMCITYCOUNCIL,2012,EDUCATION,UNKNOWN,300949
4090,NOTTINGHAMCITYCOUNCIL,2013,EDUCATION,UNKNOWN,301056
4091,NOTTINGHAMCITYCOUNCIL,2014,EDUCATION,UNKNOWN,301056
4092,NOTTINGHAMCITYCOUNCIL,2015,EDUCATION,UNKNOWN,301056
4093,NOTTINGHAMCITYCOUNCIL,2016,EDUCATION,UNKNOWN,602112
4094,NOTTINGHAMCITYTRANSPORT,2014,EDUCATION,UNKNOWN,63735
4095,NOTTINGHAMCITYTRANSPORT,2015,EDUCATION,UNKNOWN,244619
4096,NOTTINGHAMCITYTRANSPORT,2016,EDUCATION,UNKNOWN,152990
4097,NOTTINGHAMSHIRECOUNTYCOUNCIL,2012,EDUCATION,UNKNOWN,2145428
4098,NOTTINGHAMSHIRECOUNTYCOUNCIL,2013,EDUCATION,UNKNOWN,2146171
4099,NOTTINGHAMSHIRECOUNTYCOUNCIL,2014,EDUCATION,UNKNOWN,2146172
4100,NOTTINGHAMSHIRECOUNTYCOUNCIL,2015,EDUCATION,UNKNOWN,2146173
4101,NOTTINGHAMSHIRECOUNTYCOUNCIL,2016,EDUCATION,UNKNOWN,4292346
4102,NOTTINGHAMSHIRETRAININGNETWORK,2012,EDUCATION,UNKNOWN,1618471
4103,NOTTINGHAMSHIRETRAININGNETWORK,2013,EDUCATION,UNKNOWN,2644687
4104,NOTTINGHAMSHIRETRAININGNETWORK,2014,EDUCATION,UNKNOWN,1977576
4105,NOTTINGHAMSHIRETRAININGNETWORK,2015,EDUCATION,UNKNOWN,2449278
4106,NOTTINGHAMSHIRETRAININGNETWORK,2016,EDUCATION,UNKNOWN,1437726
4107,NOTTINGHAMTRENTUNIVERSITY,2012,EDUCATION,EAST MIDLANDS,41010093
4108,NOTTINGHAMTRENTUNIVERSITY,2012,KNOWLEDGE EXCHANGE,EAST MIDLANDS,45451126
4109,NOTTINGHAMTRENTUNIVERSITY,2012,RESEARCH,EAST MIDLANDS,3931048
4110,NOTTINGHAMTRENTUNIVERSITY,2013,EDUCATION,EAST MIDLANDS,29057272
4111,NOTTINGHAMTRENTUNIVERSITY,2013,KNOWLEDGE EXCHANGE,EAST MIDLANDS,846630
4112,NOTTINGHAMTRENTUNIVERSITY,2013,RESEARCH,EAST MIDLANDS,28811891
4113,NOTTINGHAMTRENTUNIVERSITY,2014,EDUCATION,EAST MIDLANDS,15016775
4114,NOTTINGHAMTRENTUNIVERSITY,2014,KNOWLEDGE EXCHANGE,EAST MIDLANDS,846630
4115,NOTTINGHAMTRENTUNIVERSITY,2014,RESEARCH,EAST MIDLANDS,3710965
4116,NOTTINGHAMTRENTUNIVERSITY,2015,EDUCATION,EAST MIDLANDS,12696249
4117,NOTTINGHAMTRENTUNIVERSITY,2015,KNOWLEDGE EXCHANGE,EAST MIDLANDS,1269945
4118,NOTTINGHAMTRENTUNIVERSITY,2015,RESEARCH,EAST MIDLANDS,4114988
4119,NOTTINGHAMTRENTUNIVERSITY,2016,EDUCATION,EAST MIDLANDS,12488687
4120,NOTTINGHAMTRENTUNIVERSITY,2016,KNOWLEDGE EXCHANGE,EAST MIDLANDS,1284138
4121,NOTTINGHAMTRENTUNIVERSITY,2016,RESEARCH,EAST MIDLANDS,4627925
4122,NOVARECRUITMENTSERVICES,2012,EDUCATION,UNKNOWN,230842
4123,NOVARECRUITMENTSERVICES,2013,EDUCATION,UNKNOWN,157600
4124,NOVARECRUITMENTSERVICES,2014,EDUCATION,UNKNOWN,49830
4125,NPLMANAGEMENT,2016,RESEARCH,LONDON,245095
4126,NUMERIONSOFTWARE,2016,RESEARCH,SOUTH EAST,593356
4127,NWC,2014,BUSINESS,UNKNOWN,4500000
4128,OAKLANDSCOLLEGE,2012,EDUCATION,UNKNOWN,7793391
4129,OAKLANDSCOLLEGE,2013,EDUCATION,UNKNOWN,180297
4130,OAKLANDSCOLLEGE,2013,RESEARCH,UNKNOWN,83093
4131,OAKLANDSCOLLEGE,2014,EDUCATION,UNKNOWN,6349866
4132,OAKLANDSCOLLEGE,2015,EDUCATION,UNKNOWN,100782
4133,OAKLANDSCOLLEGE,2016,EDUCATION,UNKNOWN,5252385
4134,OAKLANDSCOLLEGEOFFURTHEREDUCATION,2013,EDUCATION,UNKNOWN,7998447
4135,OAKLANDSCOLLEGEOFFURTHEREDUCATION,2015,EDUCATION,UNKNOWN,5485985
4136,OCEEINTERNATIONAL,2016,BUSINESS,UNKNOWN,10000000
4137,OHMEDICS,2015,RESEARCH,SCOTLAND,659311
4138,OLDHAMENGINEERINGGROUPTRAININGASSOCIATION,2012,EDUCATION,UNKNOWN,730262
4139,OLDHAMENGINEERINGGROUPTRAININGASSOCIATIONTHE,2013,EDUCATION,UNKNOWN,820209
4140,OLDHAMENGINEERINGGROUPTRAININGASSOCIATIONTHE,2014,EDUCATION,UNKNOWN,788641
4141,OLDHAMENGINEERINGGROUPTRAININGASSOCIATIONTHE,2015,EDUCATION,UNKNOWN,744223
4142,OLDHAMENGINEERINGGROUPTRAININGASSOCIATIONTHE,2016,EDUCATION,UNKNOWN,525499
4143,OLDHAMMETROPOLITANBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,3518056
4144,OLDHAMMETROPOLITANBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,3573807
4145,OLDHAMMETROPOLITANBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,3310255
4146,OLDHAMMETROPOLITANBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2859336
4147,OLDHAMMETROPOLITANBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,4390337
4148,OLIVECOMMUNICATIONS,2016,BUSINESS,UNKNOWN,10000000
4149,OLIVERSWEENEY,2014,BUSINESS,UNKNOWN,3849999
4150,OMEGATRAININGSERVICES,2012,EDUCATION,UNKNOWN,1208991
4151,OMEGATRAININGSERVICES,2013,EDUCATION,UNKNOWN,2965876
4152,OMEGATRAININGSERVICES,2014,EDUCATION,UNKNOWN,3366810
4153,OMEGATRAININGSERVICES,2015,EDUCATION,UNKNOWN,3570713
4154,OMEGATRAININGSERVICES,2016,EDUCATION,UNKNOWN,1928346
4155,ONFIDO,2016,EDUCATION,LONDON,257227
4156,OPALCOLLEGE,2012,EDUCATION,UNKNOWN,12731
4157,OPENDOORADULTLEARNINGCENTRE,2012,EDUCATION,UNKNOWN,766901
4158,OPENDOORADULTLEARNINGCENTRE,2013,EDUCATION,UNKNOWN,703733
4159,OPENDOORADULTLEARNINGCENTRE,2014,EDUCATION,UNKNOWN,595810
4160,OPENDOORADULTLEARNINGCENTRE,2015,EDUCATION,UNKNOWN,504657
4161,OPENDOORADULTLEARNINGCENTRE,2016,EDUCATION,UNKNOWN,601596
4162,OPENUNIVERSITY,2014,BUSINESS,SOUTH EAST,150605
4163,OPENUNIVERSITY,2014,EDUCATION,SOUTH EAST,404876
4164,OPENUNIVERSITY,2014,RESEARCH,SOUTH EAST,1208430
4165,OPENUNIVERSITY,2015,RESEARCH,SOUTH EAST,2157270
4166,OPENUNIVERSITY,2016,RESEARCH,SOUTH EAST,2577123
4167,OPENUNIVERSITYTHE,2015,EDUCATION,UNKNOWN,37820
4168,OPPORTUNITIESWORKSHOP,2014,EDUCATION,UNKNOWN,28676
4169,OPPORTUNITIESWORKSHOP,2015,EDUCATION,UNKNOWN,17065
4170,OPTIMASTRAINING,2012,EDUCATION,UNKNOWN,38141
4171,OPTIONS2WORKPLACELEARNING,2012,EDUCATION,UNKNOWN,6503
4172,OPTIONS2WORKPLACELEARNING,2013,EDUCATION,UNKNOWN,143538
4173,OPTIONS2WORKPLACELEARNING,2014,EDUCATION,UNKNOWN,336132
4174,OPTIONS2WORKPLACELEARNING,2015,EDUCATION,UNKNOWN,842542
4175,OPTIONS2WORKPLACELEARNING,2016,EDUCATION,UNKNOWN,44317
4176,OPTISENSE,2014,RESEARCH,SOUTH EAST,437251
4177,OPTISENSE,2015,RESEARCH,SOUTH EAST,483276
4178,ORACLETRAININGCONSULTANTS,2012,EDUCATION,UNKNOWN,749375
4179,ORACLETRAININGCONSULTANTS,2013,EDUCATION,UNKNOWN,830817
4180,ORACLETRAININGCONSULTANTS,2014,EDUCATION,UNKNOWN,822328
4181,ORACLETRAININGCONSULTANTS,2015,EDUCATION,UNKNOWN,672191
4182,ORACLETRAININGCONSULTANTS,2016,EDUCATION,UNKNOWN,473557
4183,ORCHARDHILL,2012,EDUCATION,UNKNOWN,1845026
4184,ORCHARDHILLCOLLEGE,2016,EDUCATION,UNKNOWN,1281948
4185,ORECATAPULTDEVELOPMENTSERVICES,2015,EDUCATION,NORTH EAST,74088
4186,ORTHOX,2015,RESEARCH,SOUTH EAST,1493192
4187,OUTSOURCEVOCATIONALLEARNING,2012,EDUCATION,UNKNOWN,2745396
4188,OUTSOURCEVOCATIONALLEARNING,2013,EDUCATION,UNKNOWN,3964280
4189,OUTSOURCEVOCATIONALLEARNING,2014,EDUCATION,UNKNOWN,4528630
4190,OUTSOURCEVOCATIONALLEARNING,2015,EDUCATION,UNKNOWN,3585136
4191,OUTSOURCEVOCATIONALLEARNING,2016,EDUCATION,UNKNOWN,2625585
4192,OVEARUPPARTNERS,2015,RESEARCH,LONDON,9167177
4193,OVERSEASDEVELOPMENTINSTODIINTERNAT,2012,RESEARCH,OUTSIDE UK,299792
4194,OVERSEASDEVELOPMENTINSTODIINTERNAT,2015,RESEARCH,OUTSIDE UK,70913
4195,OVERSEASDEVELOPMENTINSTODIINTERNAT,2016,RESEARCH,OUTSIDE UK,258630
4196,OXFORDANDCHERWELLVALLEYCOLLEGE,2012,EDUCATION,UNKNOWN,15526613
4197,OXFORDBIOMATERIALS,2016,EDUCATION,SOUTH EAST,159888
4198,OXFORDBROOKESUNIVERSITY,2012,EDUCATION,SOUTH EAST,23610213
4199,OXFORDBROOKESUNIVERSITY,2012,KNOWLEDGE EXCHANGE,SOUTH EAST,28729792
4200,OXFORDBROOKESUNIVERSITY,2012,RESEARCH,SOUTH EAST,3506112
4201,OXFORDBROOKESUNIVERSITY,2013,EDUCATION,SOUTH EAST,15968971
4202,OXFORDBROOKESUNIVERSITY,2013,KNOWLEDGE EXCHANGE,SOUTH EAST,1637663
4203,OXFORDBROOKESUNIVERSITY,2013,RESEARCH,SOUTH EAST,15945769
4204,OXFORDBROOKESUNIVERSITY,2014,EDUCATION,SOUTH EAST,9336787
4205,OXFORDBROOKESUNIVERSITY,2014,KNOWLEDGE EXCHANGE,SOUTH EAST,1637663
4206,OXFORDBROOKESUNIVERSITY,2014,RESEARCH,SOUTH EAST,3436436
4207,OXFORDBROOKESUNIVERSITY,2015,EDUCATION,SOUTH EAST,7066927
4208,OXFORDBROOKESUNIVERSITY,2015,KNOWLEDGE EXCHANGE,SOUTH EAST,1048603
4209,OXFORDBROOKESUNIVERSITY,2015,RESEARCH,SOUTH EAST,5341105
4210,OXFORDBROOKESUNIVERSITY,2016,EDUCATION,SOUTH EAST,7077862
4211,OXFORDBROOKESUNIVERSITY,2016,KNOWLEDGE EXCHANGE,SOUTH EAST,963879
4212,OXFORDBROOKESUNIVERSITY,2016,RESEARCH,SOUTH EAST,5629785
4213,OXFORDEXPRESSIONTECHNOLOGIES,2016,RESEARCH,SOUTH EAST,275526
4214,OXFORDSHIRECOUNTYCOUNCIL,2012,EDUCATION,UNKNOWN,3662149
4215,OXFORDSHIRECOUNTYCOUNCIL,2013,EDUCATION,UNKNOWN,3732134
4216,OXFORDSHIRECOUNTYCOUNCIL,2014,EDUCATION,UNKNOWN,3607564
4217,OXITEC,2016,RESEARCH,SOUTH EAST,218599
4218,OXSENSIS,2014,BUSINESS,SOUTH EAST,1223880
4219,PAINTBOX,2016,BUSINESS,UNKNOWN,8000000
4220,PALMERHARGREAVES,2013,BUSINESS,UNKNOWN,4000000
4221,PALMERSCOLLEGE,2012,EDUCATION,UNKNOWN,38989
4222,PALMERSCOLLEGE,2013,EDUCATION,UNKNOWN,31671
4223,PALMERSCOLLEGE,2014,EDUCATION,UNKNOWN,7262
4224,PALMERSCOLLEGE,2016,EDUCATION,UNKNOWN,2106
4225,PAPUANEWGUINEAINSTOFMEDRESEARCH,2016,RESEARCH,OUTSIDE UK,3346448
4226,PARAGONEDUCATIONANDSKILLS,2012,EDUCATION,UNKNOWN,12419754
4227,PARAGONEDUCATIONSKILLS,2013,EDUCATION,UNKNOWN,26838728
4228,PARAGONEDUCATIONSKILLS,2014,EDUCATION,UNKNOWN,22668618
4229,PARAGONEDUCATIONSKILLS,2015,EDUCATION,UNKNOWN,15729267
4230,PARAGONEDUCATIONSKILLS,2016,EDUCATION,UNKNOWN,11576369
4231,PARTNERSHIPDEVELOPMENTSOLUTIONS,2014,EDUCATION,UNKNOWN,290521
4232,PARTNERSHIPDEVELOPMENTSOLUTIONS,2015,EDUCATION,UNKNOWN,718393
4233,PASTONSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,111816
4234,PASTONSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,43728
4235,PATHWAYFIRST,2012,EDUCATION,UNKNOWN,173913
4236,PATHWAYFIRST,2013,EDUCATION,UNKNOWN,638985
4237,PATHWAYFIRST,2014,EDUCATION,UNKNOWN,524395
4238,PATHWAYFIRST,2015,EDUCATION,UNKNOWN,1528072
4239,PATHWAYFIRST,2016,EDUCATION,UNKNOWN,2063883
4240,PDMTRAININGANDCONSULTANCY,2012,EDUCATION,UNKNOWN,4459185
4241,PDMTRAININGCONSULTANCY,2013,EDUCATION,UNKNOWN,7179334
4242,PDMTRAININGCONSULTANCY,2014,EDUCATION,UNKNOWN,6177494
4243,PDMTRAININGCONSULTANCY,2015,EDUCATION,UNKNOWN,6727561
4244,PDMTRAININGCONSULTANCY,2016,EDUCATION,UNKNOWN,3312764
4245,PEARSONCOLLEGE,2016,EDUCATION,UNKNOWN,132000
4246,PEARSONINPRACTICESKILLSBASEDLEARNING,2012,EDUCATION,UNKNOWN,6216703
4247,PEARSONINPRACTICETECHNOLOGY,2012,EDUCATION,UNKNOWN,1870556
4248,PEARSONPLC,2012,EDUCATION,UNKNOWN,104027
4249,PEARSONPLC,2013,EDUCATION,UNKNOWN,153838
4250,PEARSONPLC,2014,EDUCATION,UNKNOWN,189561
4251,PEARSONPLC,2015,EDUCATION,UNKNOWN,43829
4252,PEARSONPLC,2016,EDUCATION,UNKNOWN,5132
4253,PEOPLEANDBUSINESSDEVELOPMENT,2012,EDUCATION,UNKNOWN,986963
4254,PEOPLEANDBUSINESSDEVELOPMENT,2013,EDUCATION,UNKNOWN,1350928
4255,PEOPLEANDBUSINESSDEVELOPMENT,2014,EDUCATION,UNKNOWN,1345643
4256,PEOPLEANDBUSINESSDEVELOPMENT,2015,EDUCATION,UNKNOWN,1322806
4257,PEOPLEANDBUSINESSDEVELOPMENT,2016,EDUCATION,UNKNOWN,840195
4258,PEOPLEPLUSGROUP,2016,EDUCATION,UNKNOWN,8877972
4259,PEOPLEPLUSGROUPAVANTAENTERPRISE,2015,EDUCATION,UNKNOWN,10498448
4260,PEPSICOINTERNATIONAL,2015,RESEARCH,LONDON,1175227
4261,PERA,2012,EDUCATION,UNKNOWN,7834043
4262,PERATRAINING,2013,EDUCATION,UNKNOWN,8384292
4263,PERATRAINING,2014,EDUCATION,UNKNOWN,15229843
4264,PERATRAINING,2015,EDUCATION,UNKNOWN,10195086
4265,PERATRAINING,2016,EDUCATION,UNKNOWN,1280147
4266,PERKINSENGINESCOMPANY,2015,RESEARCH,EAST OF ENGLAND,15617112
4267,PERLEMAX,2016,EDUCATION,YORKSHIRE AND THE HUMBER,258261
4268,PERLEMAX,2016,RESEARCH,YORKSHIRE AND THE HUMBER,779194
4269,PERSPECTUMDIAGNOSTICS,2016,EDUCATION,SOUTH EAST,229251
4270,PERTEMPSPEOPLEDEVELOPMENTGROUP,2012,EDUCATION,UNKNOWN,1463140
4271,PERTEMPSPEOPLEDEVELOPMENTGROUP,2013,EDUCATION,UNKNOWN,1544108
4272,PERTEMPSPEOPLEDEVELOPMENTGROUP,2015,EDUCATION,UNKNOWN,1274077
4273,PETA,2012,EDUCATION,UNKNOWN,1307330
4274,PETA,2013,EDUCATION,UNKNOWN,1781503
4275,PETA,2014,EDUCATION,UNKNOWN,1675914
4276,PETA,2015,EDUCATION,UNKNOWN,1853123
4277,PETA,2016,EDUCATION,UNKNOWN,1378270
4278,PETERBOROUGHCITYCOUNCIL,2012,EDUCATION,UNKNOWN,2040934
4279,PETERBOROUGHCITYCOUNCIL,2013,EDUCATION,UNKNOWN,2307441
4280,PETERBOROUGHCITYCOUNCIL,2014,EDUCATION,UNKNOWN,2678874
4281,PETERBOROUGHCITYCOUNCIL,2015,EDUCATION,UNKNOWN,2394093
4282,PETERBOROUGHCITYCOUNCIL,2016,EDUCATION,UNKNOWN,2512709
4283,PETERBOROUGHREGIONALCOLLEGE,2012,EDUCATION,UNKNOWN,6435221
4284,PETERBOROUGHREGIONALCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,28066
4285,PETERBOROUGHREGIONALCOLLEGE,2013,EDUCATION,UNKNOWN,7298683
4286,PETERBOROUGHREGIONALCOLLEGE,2013,RESEARCH,UNKNOWN,85350
4287,PETERBOROUGHREGIONALCOLLEGE,2014,EDUCATION,UNKNOWN,6989890
4288,PETERBOROUGHREGIONALCOLLEGE,2015,EDUCATION,UNKNOWN,6483572
4289,PETERBOROUGHREGIONALCOLLEGE,2016,EDUCATION,UNKNOWN,5079442
4290,PETERPYNETRAININGSCHOOL,2012,EDUCATION,UNKNOWN,225947
4291,PETERSYMONDSCOLLEGE,2012,EDUCATION,UNKNOWN,739472
4292,PETERSYMONDSCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,32716
4293,PETERSYMONDSCOLLEGE,2013,EDUCATION,UNKNOWN,704772
4294,PETERSYMONDSCOLLEGE,2013,RESEARCH,UNKNOWN,31439
4295,PETERSYMONDSCOLLEGE,2014,EDUCATION,UNKNOWN,524240
4296,PETERSYMONDSCOLLEGE,2015,EDUCATION,UNKNOWN,487593
4297,PETERSYMONDSCOLLEGE,2016,EDUCATION,UNKNOWN,467602
4298,PETROC,2012,EDUCATION,UNKNOWN,8743976
4299,PETROC,2012,KNOWLEDGE EXCHANGE,UNKNOWN,12890
4300,PETROC,2013,EDUCATION,UNKNOWN,9240033
4301,PETROC,2013,RESEARCH,UNKNOWN,16492
4302,PETROC,2014,EDUCATION,UNKNOWN,7835977
4303,PETROC,2015,EDUCATION,UNKNOWN,6578452
4304,PETROC,2016,EDUCATION,UNKNOWN,6825884
4305,PETROTECHNICS,2013,BUSINESS,UNKNOWN,7500000
4306,PGLTRAININGPLUMBING,2012,EDUCATION,UNKNOWN,508794
4307,PGLTRAININGPLUMBING,2013,EDUCATION,UNKNOWN,625691
4308,PGLTRAININGPLUMBING,2014,EDUCATION,UNKNOWN,767458
4309,PGLTRAININGPLUMBING,2015,EDUCATION,UNKNOWN,1012627
4310,PGLTRAININGPLUMBING,2016,EDUCATION,UNKNOWN,1071198
4311,PHARMACY2U,2016,BUSINESS,UNKNOWN,17000000
4312,PHILIPSHAIRSALONS,2012,EDUCATION,UNKNOWN,541756
4313,PHILIPSHAIRSALONS,2013,EDUCATION,UNKNOWN,590358
4314,PHILIPSHAIRSALONS,2014,EDUCATION,UNKNOWN,628369
4315,PHILIPSHAIRSALONS,2015,EDUCATION,UNKNOWN,555586
4316,PHILIPSHAIRSALONS,2016,EDUCATION,UNKNOWN,619390
4317,PHONES4U,2012,EDUCATION,UNKNOWN,1958220
4318,PIGIMPROVEMENTCOMPANY,2015,RESEARCH,SOUTH EAST,475416
4319,PILOTIMS,2012,EDUCATION,UNKNOWN,1110104
4320,PILOTIMS,2013,EDUCATION,UNKNOWN,1310639
4321,PILOTIMS,2014,EDUCATION,UNKNOWN,1297203
4322,PILOTIMS,2015,EDUCATION,UNKNOWN,1207583
4323,PILOTIMS,2016,EDUCATION,UNKNOWN,920582
4324,PIZZAHUTUK,2014,EDUCATION,UNKNOWN,9722
4325,PIZZAHUTUK,2015,EDUCATION,UNKNOWN,194114
4326,PIZZAHUTUK,2016,EDUCATION,UNKNOWN,181031
4327,PLANTINTEGRITY,2016,RESEARCH,EAST OF ENGLAND,513703
4328,PLASTICELL,2015,RESEARCH,EAST MIDLANDS,1303198
4329,PLASTIQUE,2014,BUSINESS,UNKNOWN,5000000
4330,PLUMPTONCOLLEGE,2012,EDUCATION,UNKNOWN,2331251
4331,PLUMPTONCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,117616
4332,PLUMPTONCOLLEGE,2013,EDUCATION,UNKNOWN,2215992
4333,PLUMPTONCOLLEGE,2013,RESEARCH,UNKNOWN,86906
4334,PLUMPTONCOLLEGE,2014,EDUCATION,UNKNOWN,2157671
4335,PLUMPTONCOLLEGE,2015,EDUCATION,UNKNOWN,2154776
4336,PLUMPTONCOLLEGE,2016,EDUCATION,UNKNOWN,2344643
4337,PLYMOUTHCITYCOUNCIL,2012,EDUCATION,UNKNOWN,1722024
4338,PLYMOUTHCITYCOUNCIL,2013,EDUCATION,UNKNOWN,1666501
4339,PLYMOUTHCITYCOUNCIL,2014,EDUCATION,UNKNOWN,1671075
4340,PLYMOUTHCITYCOUNCIL,2015,EDUCATION,UNKNOWN,1507899
4341,PLYMOUTHCITYCOUNCIL,2016,EDUCATION,UNKNOWN,2323701
4342,PLYMOUTHCOLLEGEOFART,2012,EDUCATION,UNKNOWN,2800189
4343,PLYMOUTHCOLLEGEOFART,2012,KNOWLEDGE EXCHANGE,UNKNOWN,2250862
4344,PLYMOUTHCOLLEGEOFART,2013,EDUCATION,UNKNOWN,2080121
4345,PLYMOUTHCOLLEGEOFART,2013,RESEARCH,UNKNOWN,1536032
4346,PLYMOUTHCOLLEGEOFART,2014,EDUCATION,UNKNOWN,1204649
4347,PLYMOUTHCOLLEGEOFART,2015,EDUCATION,UNKNOWN,1085554
4348,PLYMOUTHCOLLEGEOFART,2016,EDUCATION,UNKNOWN,1268380
4349,PLYMOUTHMARINELABORATORY,2012,RESEARCH,SOUTH WEST,357254
4350,PLYMOUTHMARINELABORATORY,2014,RESEARCH,SOUTH WEST,2007263
4351,PLYMOUTHMARINELABORATORY,2015,RESEARCH,SOUTH WEST,599840
4352,PLYMOUTHMARINELABORATORY,2016,EDUCATION,SOUTH WEST,128268
4353,PLYMOUTHMARINELABORATORY,2016,RESEARCH,SOUTH WEST,1335127
4354,POOLEADULTLEARNING,2012,EDUCATION,UNKNOWN,2516339
4355,POOLEBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,4164993
4356,PORTSLADEALDRIDGECOMMUNITYACADEMY,2013,EDUCATION,UNKNOWN,289738
4357,PORTSLADEALDRIDGECOMMUNITYACADEMY,2014,EDUCATION,UNKNOWN,335163
4358,PORTSLADEALDRIDGECOMMUNITYACADEMY,2015,EDUCATION,UNKNOWN,348906
4359,PORTSLADEALDRIDGECOMMUNITYACADEMY,2016,EDUCATION,UNKNOWN,447342
4360,PORTSLADECOMMUNITYCOLLEGE,2012,EDUCATION,UNKNOWN,309136
4361,PORTSMOUTHCITYCOUNCIL,2012,EDUCATION,UNKNOWN,320945
4362,PORTSMOUTHCITYCOUNCIL,2013,EDUCATION,UNKNOWN,335446
4363,PORTSMOUTHCITYCOUNCIL,2014,EDUCATION,UNKNOWN,423720
4364,PORTSMOUTHCITYCOUNCIL,2015,EDUCATION,UNKNOWN,425717
4365,PORTSMOUTHCITYCOUNCIL,2016,EDUCATION,UNKNOWN,718576
4366,PORTSMOUTHCOLLEGE,2012,EDUCATION,UNKNOWN,1408606
4367,PORTSMOUTHCOLLEGE,2013,EDUCATION,UNKNOWN,1410554
4368,PORTSMOUTHCOLLEGE,2014,EDUCATION,UNKNOWN,1126017
4369,PORTSMOUTHCOLLEGE,2015,EDUCATION,UNKNOWN,1177249
4370,PORTSMOUTHCOLLEGE,2016,EDUCATION,UNKNOWN,1176567
4371,POSITIVEOUTCOMES,2013,EDUCATION,UNKNOWN,8168454
4372,POSITIVEOUTCOMES,2014,EDUCATION,UNKNOWN,9592450
4373,POSITIVEOUTCOMES,2015,EDUCATION,UNKNOWN,12413067
4374,POULTECTRAINING,2012,EDUCATION,UNKNOWN,1626031
4375,POULTECTRAINING,2013,EDUCATION,UNKNOWN,2793245
4376,POULTECTRAINING,2014,EDUCATION,UNKNOWN,2883181
4377,POULTECTRAINING,2015,EDUCATION,UNKNOWN,2912861
4378,POULTECTRAINING,2016,EDUCATION,UNKNOWN,1834201
4379,PPSEQUIPMENT,2015,BUSINESS,UNKNOWN,4900000
4380,PRECISIONVARIONICINTERNATIONAL,2016,RESEARCH,SOUTH WEST,1243871
4381,PRESCHOOLLEARNINGALLIANCE,2012,EDUCATION,UNKNOWN,1165467
4382,PRESCHOOLLEARNINGALLIANCE,2013,EDUCATION,UNKNOWN,682278
4383,PRESCHOOLLEARNINGALLIANCE,2014,EDUCATION,UNKNOWN,343328
4384,PRESCHOOLLEARNINGALLIANCE,2015,EDUCATION,UNKNOWN,273231
4385,PRESCHOOLLEARNINGALLIANCE,2016,EDUCATION,UNKNOWN,212455
4386,PRESTONCOLLEGE,2012,EDUCATION,UNKNOWN,12802438
4387,PRESTONCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,22295
4388,PRESTONCOLLEGE,2013,EDUCATION,UNKNOWN,13004890
4389,PRESTONCOLLEGE,2013,RESEARCH,UNKNOWN,46384
4390,PRESTONCOLLEGE,2014,EDUCATION,UNKNOWN,11426134
