,Value,Year,ProviderType,Purpose
11599,325988.43,2015,COMPANY,EDUCATION
11600,6797.0,2015,COMPANY,EDUCATION
11601,2131718.0,2015,COMPANY,EDUCATION
11602,83026.43,2015,COMPANY,EDUCATION
11603,629572.02,2015,COMPANY,EDUCATION
11604,165672.55,2015,COMPANY,EDUCATION
11605,165672.55,2015,COMPANY,EDUCATION
11606,250869.02,2015,COMPANY,EDUCATION
11607,3499936.93,2015,COMPANY,EDUCATION
11608,3058.28,2015,COMPANY,EDUCATION
11609,1282420.33,2015,COMPANY,EDUCATION
11610,1213044.19,2015,COLLEGE,EDUCATION
11611,3995976.55,2015,COLLEGE,EDUCATION
11612,217392.0,2015,COLLEGE,EDUCATION
11613,503553.0,2015,COLLEGE,EDUCATION
11614,1099566.08,2015,COLLEGE,EDUCATION
11615,89.0,2015,COMPANY,EDUCATION
11616,234367.98,2015,COMPANY,EDUCATION
11617,351836.15,2015,COMPANY,EDUCATION
11618,181786.52,2015,COMPANY,EDUCATION
11619,3538457.86,2015,COMPANY,EDUCATION
11620,1819812.13,2015,COMPANY,EDUCATION
11621,1424583.36,2015,COMPANY,EDUCATION
11622,229.58,2015,COMPANY,EDUCATION
11623,217.24,2015,COMPANY,EDUCATION
11624,23054.46,2015,COMPANY,EDUCATION
11625,939228.99,2015,COMPANY,EDUCATION
11626,914472.08,2015,COMPANY,EDUCATION
11627,750588.54,2015,COMPANY,EDUCATION
11628,335323.19,2015,COMPANY,EDUCATION
11629,327031.09,2015,COMPANY,EDUCATION
11630,1466251.54,2015,COMPANY,EDUCATION
11631,240539.89,2015,COMPANY,EDUCATION
11632,239269.89,2015,COMPANY,EDUCATION
11633,145944.95,2015,COMPANY,EDUCATION
11634,480784.03,2015,COMPANY,EDUCATION
11635,298326.35,2015,COMPANY,EDUCATION
11636,539870.38,2015,COMPANY,EDUCATION
11637,33280.51,2015,COMPANY,EDUCATION
11638,33280.51,2015,COMPANY,EDUCATION
11639,41340.34,2015,COMPANY,EDUCATION
11640,5562.09,2015,COMPANY,EDUCATION
11641,5562.09,2015,COMPANY,EDUCATION
11642,181767.15,2015,COMPANY,EDUCATION
11643,231144.87,2015,COMPANY,EDUCATION
11644,198048.54,2015,COMPANY,EDUCATION
11645,16442.99,2015,COMPANY,EDUCATION
11646,40724.53,2015,COMPANY,EDUCATION
11647,40724.53,2015,COMPANY,EDUCATION
11648,1211640.85,2015,COLLEGE,EDUCATION
11649,3039317.8,2015,COLLEGE,EDUCATION
11650,220400.44,2015,COLLEGE,EDUCATION
11651,48896.0,2015,COLLEGE,EDUCATION
11652,585985.8,2015,COLLEGE,EDUCATION
11653,47717.71,2015,COMPANY,EDUCATION
11654,1089279.09,2015,COMPANY,EDUCATION
11655,10687.96,2015,COMPANY,EDUCATION
11656,367107.13,2015,COMPANY,EDUCATION
11657,854715.78,2015,COLLEGE,EDUCATION
11658,1695616.23,2015,COLLEGE,EDUCATION
11659,221531.0,2015,COLLEGE,EDUCATION
11660,153793.0,2015,COLLEGE,EDUCATION
11661,529578.16,2015,COLLEGE,EDUCATION
11662,563649.63,2015,COMPANY,EDUCATION
11663,207485.85,2015,COMPANY,EDUCATION
11664,137803.26,2015,COMPANY,EDUCATION
11665,145619.73,2015,COMPANY,EDUCATION
11666,45510.14,2015,COMPANY,EDUCATION
11667,45510.14,2015,COMPANY,EDUCATION
11668,453068.83,2015,COLLEGE,EDUCATION
11669,1967711.94,2015,COLLEGE,EDUCATION
11670,312238.2,2015,COLLEGE,EDUCATION
11671,84191.0,2015,COLLEGE,EDUCATION
11672,756275.38,2015,COLLEGE,EDUCATION
11673,1424352.98,2015,COMPANY,EDUCATION
11674,224527.51,2015,COMPANY,EDUCATION
11675,5100.16,2015,COMPANY,EDUCATION
11676,103294.45,2015,COMPANY,EDUCATION
11677,91021.1,2015,COLLEGE,EDUCATION
11678,2544.98,2015,COLLEGE,EDUCATION
11679,474346.0,2015,COLLEGE,EDUCATION
11680,887462.3,2015,COMPANY,EDUCATION
11681,398675.61,2015,COMPANY,EDUCATION
11682,394607.69,2015,COMPANY,EDUCATION
11683,53205.19,2015,COMPANY,EDUCATION
11684,179100.62,2015,COMPANY,EDUCATION
11685,168712.17,2015,COMPANY,EDUCATION
11686,61453.17,2015,COMPANY,EDUCATION
11687,22041.69,2015,COMPANY,EDUCATION
11688,22041.69,2015,COMPANY,EDUCATION
11689,327211.76,2015,COLLEGE,EDUCATION
11690,1400492.02,2015,COLLEGE,EDUCATION
11691,200631.0,2015,COLLEGE,EDUCATION
11692,360878.0,2015,COLLEGE,EDUCATION
11693,529447.81,2015,UNIVERSITY,EDUCATION
11694,65133.0,2015,UNIVERSITY,EDUCATION
11695,24112.11,2015,UNIVERSITY,EDUCATION
11696,24112.11,2015,UNIVERSITY,EDUCATION
11697,757054.15,2015,UNIVERSITY,EDUCATION
11698,2438297.5,2015,UNIVERSITY,EDUCATION
11699,263349.84,2015,UNIVERSITY,EDUCATION
11700,1238.0,2015,UNIVERSITY,EDUCATION
11701,941947.19,2015,UNIVERSITY,EDUCATION
11702,19844.35,2015,UNIVERSITY,EDUCATION
11703,7699.24,2015,UNIVERSITY,EDUCATION
11704,7699.24,2015,UNIVERSITY,EDUCATION
11705,52650.0,2015,UNIVERSITY,EDUCATION
11706,52650.0,2015,UNIVERSITY,EDUCATION
11707,377696.78,2015,UNIVERSITY,EDUCATION
11708,306177.67,2015,UNIVERSITY,EDUCATION
11709,28104.0,2015,UNIVERSITY,EDUCATION
11710,132330.24,2015,UNIVERSITY,EDUCATION
11711,62700.0,2015,UNIVERSITY,EDUCATION
11712,62700.0,2015,UNIVERSITY,EDUCATION
11713,72637.57,2015,UNIVERSITY,EDUCATION
11714,12000.0,2015,UNIVERSITY,EDUCATION
11715,12000.0,2015,UNIVERSITY,EDUCATION
11716,5400.0,2015,UNIVERSITY,EDUCATION
11717,5363.24,2015,UNIVERSITY,EDUCATION
11718,1382114.06,2015,UNIVERSITY,EDUCATION
11719,134812.25,2015,UNIVERSITY,EDUCATION
11720,2618.58,2015,UNIVERSITY,EDUCATION
11721,40200.0,2015,UNIVERSITY,EDUCATION
11722,6000.0,2015,UNIVERSITY,EDUCATION
11723,6000.0,2015,UNIVERSITY,EDUCATION
11724,69372.06,2015,COMPANY,EDUCATION
11725,5488.89,2015,COMPANY,EDUCATION
11726,1237.69,2015,COMPANY,EDUCATION
11727,1185031.39,2015,COLLEGE,EDUCATION
11728,4062861.64,2015,COLLEGE,EDUCATION
11729,409772.05,2015,COLLEGE,EDUCATION
11730,608764.64,2015,COLLEGE,EDUCATION
11731,6166.5,2015,COMPANY,EDUCATION
11732,513592.52,2015,COMPANY,EDUCATION
11733,12474.94,2015,COMPANY,EDUCATION
11734,12052.0,2015,COMPANY,EDUCATION
11735,3527.9,2015,COMPANY,EDUCATION
11736,173185.23,2015,COLLEGE,EDUCATION
11737,25114.32,2015,COLLEGE,EDUCATION
11738,68487.0,2015,COLLEGE,EDUCATION
11739,28324.0,2015,COMPANY,EDUCATION
11740,22007.84,2015,COMPANY,EDUCATION
11741,22007.84,2015,COMPANY,EDUCATION
11742,91867.78,2015,COMPANY,EDUCATION
11743,365600.68,2015,COMPANY,EDUCATION
11744,365600.68,2015,COMPANY,EDUCATION
11745,38305.47,2015,COMPANY,EDUCATION
11746,152103.35,2015,COMPANY,EDUCATION
11747,152103.35,2015,COMPANY,EDUCATION
11748,207570.6,2015,COLLEGE,EDUCATION
11749,806883.66,2015,COLLEGE,EDUCATION
11750,230332.96,2015,COLLEGE,EDUCATION
11751,147356.76,2015,COMPANY,EDUCATION
11752,38025.56,2015,COMPANY,EDUCATION
11753,38025.56,2015,COMPANY,EDUCATION
11754,185732.98,2015,COMPANY,EDUCATION
11755,125293.88,2015,COMPANY,EDUCATION
11756,125293.88,2015,COMPANY,EDUCATION
11757,32757.36,2015,COMPANY,EDUCATION
11758,346962.1,2015,COMPANY,EDUCATION
11759,346962.1,2015,COMPANY,EDUCATION
11760,171178.6,2015,COMPANY,EDUCATION
11761,80105.35,2015,COMPANY,EDUCATION
11762,80105.35,2015,COMPANY,EDUCATION
11763,1598903.9,2015,COMPANY,EDUCATION
11764,938471.18,2015,COMPANY,EDUCATION
11765,737749.41,2015,COMPANY,EDUCATION
11766,214523.24,2015,COMPANY,EDUCATION
11767,1123474.31,2015,COMPANY,EDUCATION
11768,100431.0,2015,COMPANY,EDUCATION
11769,1236231.0,2015,COMPANY,EDUCATION
11770,69224.31,2015,COMPANY,EDUCATION
11771,1239948.53,2015,COLLEGE,EDUCATION
11772,2496187.68,2015,COLLEGE,EDUCATION
11773,171719.26,2015,COLLEGE,EDUCATION
11774,27708.0,2015,COLLEGE,EDUCATION
11775,533016.95,2015,COLLEGE,EDUCATION
11776,3499180.41,2015,COLLEGE,EDUCATION
11777,5348132.91,2015,COLLEGE,EDUCATION
11778,530983.0,2015,COLLEGE,EDUCATION
11779,1559812.48,2015,COLLEGE,EDUCATION
11780,128520.76,2015,COMPANY,EDUCATION
11781,105380.22,2015,COMPANY,EDUCATION
11782,105380.22,2015,COMPANY,EDUCATION
11783,92038.75,2015,COMPANY,EDUCATION
11784,1825330.64,2015,COMPANY,EDUCATION
11785,280579.0,2015,COMPANY,EDUCATION
11786,1234250.0,2015,COMPANY,EDUCATION
11787,178683.75,2015,COMPANY,EDUCATION
11788,557516.79,2015,COMPANY,EDUCATION
11789,163736.12,2015,COMPANY,EDUCATION
11790,163736.12,2015,COMPANY,EDUCATION
11791,522681.19,2015,COLLEGE,EDUCATION
11792,6308488.61,2015,COLLEGE,EDUCATION
11793,833419.31,2015,COLLEGE,EDUCATION
11794,626171.34,2015,COLLEGE,EDUCATION
11795,86402.97,2015,COMPANY,EDUCATION
11796,1965903.36,2015,COMPANY,EDUCATION
11797,125196.0,2015,COMPANY,EDUCATION
11798,966915.0,2015,COMPANY,EDUCATION
11799,26651.29,2015,COMPANY,EDUCATION
11800,173121.2,2015,COMPANY,EDUCATION
11801,171740.43,2015,COMPANY,EDUCATION
11802,1369125.0,2015,COMPANY,EDUCATION
11803,105385.16,2015,COMPANY,EDUCATION
11804,1126637.1,2015,COMPANY,EDUCATION
11805,2731983.84,2015,COMPANY,EDUCATION
11806,338244.05,2015,COMPANY,EDUCATION
11807,752364.0,2015,COMPANY,EDUCATION
11808,737034.05,2015,COMPANY,EDUCATION
11809,4441758.21,2015,COLLEGE,EDUCATION
11810,4987275.01,2015,COLLEGE,EDUCATION
11811,456173.5,2015,COLLEGE,EDUCATION
11812,37383.0,2015,COLLEGE,EDUCATION
11813,2150609.69,2015,COLLEGE,EDUCATION
11814,415532.74,2015,COMPANY,EDUCATION
11815,1160698.0,2015,COMPANY,EDUCATION
11816,599.3,2015,COMPANY,EDUCATION
11817,221692.3,2015,COMPANY,EDUCATION
11818,312363.14,2015,COMPANY,EDUCATION
11819,448.41,2015,COMPANY,EDUCATION
11820,210715.25,2015,COMPANY,EDUCATION
11821,531124.43,2015,COMPANY,EDUCATION
11822,139121.88,2015,COMPANY,EDUCATION
11823,132433.8,2015,COMPANY,EDUCATION
11824,171412.62,2015,COMPANY,EDUCATION
11825,538955.97,2015,COMPANY,EDUCATION
11826,538323.97,2015,COMPANY,EDUCATION
11827,363330.41,2015,COMPANY,EDUCATION
11828,265375.3,2015,COMPANY,EDUCATION
11829,764.24,2015,COMPANY,EDUCATION
11830,184470.31,2015,COMPANY,EDUCATION
11831,35759.63,2015,COMPANY,EDUCATION
11832,401320.0,2015,COMPANY,EDUCATION
11833,7460.62,2015,COMPANY,EDUCATION
11834,1476552.77,2015,COMPANY,EDUCATION
11835,1435685.41,2015,COMPANY,EDUCATION
11836,26717.12,2015,COMPANY,EDUCATION
11837,1339605.88,2015,COMPANY,EDUCATION
11838,945850.0,2015,COLLEGE,EDUCATION
11839,3822841.9,2015,COLLEGE,EDUCATION
11840,489265.85,2015,COLLEGE,EDUCATION
11841,55475.0,2015,COLLEGE,EDUCATION
11842,1272612.09,2015,COLLEGE,EDUCATION
11843,945588.81,2015,COLLEGE,EDUCATION
11844,2307518.5,2015,COLLEGE,EDUCATION
11845,411632.82,2015,COLLEGE,EDUCATION
11846,531453.4,2015,COLLEGE,EDUCATION
11847,7505.98,2015,COLLEGE,EDUCATION
11848,16039.21,2015,COLLEGE,EDUCATION
11849,5017944.61,2015,COLLEGE,EDUCATION
11850,19285497.74,2015,COLLEGE,EDUCATION
11851,522239.41,2015,COLLEGE,EDUCATION
11852,13290249.72,2015,COLLEGE,EDUCATION
11853,2297864.06,2015,COLLEGE,EDUCATION
11854,3034072.42,2015,COLLEGE,EDUCATION
11855,205545.65,2015,COLLEGE,EDUCATION
11856,120516.0,2015,COLLEGE,EDUCATION
11857,1042251.21,2015,COLLEGE,EDUCATION
11858,1101189.0,2015,COMPANY,EDUCATION
11859,646.799999999999,2015,COMPANY,EDUCATION
11860,1890650.0,2015,COMPANY,EDUCATION
11861,239965.5,2015,COLLEGE,EDUCATION
11862,3498748.57,2015,COLLEGE,EDUCATION
11863,366009.82,2015,COLLEGE,EDUCATION
11864,341358.28,2015,COLLEGE,EDUCATION
11865,989733.51,2015,COMPANY,EDUCATION
11866,964227.82,2015,COMPANY,EDUCATION
11867,645.98,2015,COMPANY,EDUCATION
11868,852788.78,2015,COMPANY,EDUCATION
11869,31127.82,2015,COMPANY,EDUCATION
11870,5845414.5,2015,COMPANY,EDUCATION
11871,649071.78,2015,COMPANY,EDUCATION
11872,1542654.0,2015,COMPANY,EDUCATION
11873,861270.96,2015,COMPANY,EDUCATION
11874,925877.89,2015,COLLEGE,EDUCATION
11875,8739037.34,2015,COLLEGE,EDUCATION
11876,1015385.72,2015,COLLEGE,EDUCATION
11877,1604437.36,2015,COLLEGE,EDUCATION
11878,2181981.23,2015,COLLEGE,EDUCATION
11879,7280158.5,2015,COLLEGE,EDUCATION
11880,463826.52,2015,COLLEGE,EDUCATION
11881,64273.0,2015,COLLEGE,EDUCATION
11882,2073313.83,2015,COLLEGE,EDUCATION
11883,1105.95,2015,COMPANY,EDUCATION
11884,147056.55,2015,COMPANY,EDUCATION
11885,445.5,2015,COMPANY,EDUCATION
11886,913772.32,2015,COLLEGE,EDUCATION
11887,1157376.66,2015,COLLEGE,EDUCATION
11888,105879.0,2015,COLLEGE,EDUCATION
11889,349124.33,2015,COLLEGE,EDUCATION
11890,115360.87,2015,COMPANY,EDUCATION
11891,406120.97,2015,COMPANY,EDUCATION
11892,406120.97,2015,COMPANY,EDUCATION
11893,2441119.98,2015,COLLEGE,EDUCATION
11894,4983017.31,2015,COLLEGE,EDUCATION
11895,361974.0,2015,COLLEGE,EDUCATION
11896,548307.0,2015,COLLEGE,EDUCATION
11897,2007702.49,2015,COLLEGE,EDUCATION
11898,685981.83,2015,COMPANY,EDUCATION
11899,918297.06,2015,COMPANY,EDUCATION
11900,447395.0,2015,COMPANY,EDUCATION
11901,614268.87,2015,COMPANY,EDUCATION
11902,30331.44,2015,COLLEGE,EDUCATION
11903,9083.0,2015,COLLEGE,EDUCATION
11904,1400022.3,2015,COLLEGE,EDUCATION
11905,4114339.77,2015,COLLEGE,EDUCATION
11906,316353.77,2015,COLLEGE,EDUCATION
11907,234155.0,2015,COLLEGE,EDUCATION
11908,573546.37,2015,COLLEGE,EDUCATION
11909,197924.29,2015,COMPANY,EDUCATION
11910,700449.98,2015,COMPANY,EDUCATION
11911,207491.59,2015,COMPANY,EDUCATION
11912,5235.15,2015,COMPANY,EDUCATION
11913,310445.9,2015,COMPANY,EDUCATION
11914,310445.9,2015,COMPANY,EDUCATION
11915,2294.84,2015,COLLEGE,EDUCATION
11916,839470.0,2015,COMPANY,EDUCATION
11917,1138586.68,2015,COLLEGE,EDUCATION
11918,4250127.63,2015,COLLEGE,EDUCATION
11919,439850.25,2015,COLLEGE,EDUCATION
11920,206783.0,2015,COLLEGE,EDUCATION
11921,1119582.71,2015,COLLEGE,EDUCATION
11922,171340.5,2015,COLLEGE,EDUCATION
11923,13880.0,2015,COLLEGE,EDUCATION
11924,33512.08,2015,COMPANY,EDUCATION
11925,239304.0,2015,COMPANY,EDUCATION
11926,16570.11,2015,COMPANY,EDUCATION
11927,107751.9,2015,COMPANY,EDUCATION
11928,107751.9,2015,COMPANY,EDUCATION
11929,1186255.12,2015,COMPANY,EDUCATION
11930,162517.09,2015,COMPANY,EDUCATION
11931,1694348.0,2015,COMPANY,EDUCATION
11932,414450.25,2015,COMPANY,EDUCATION
11933,90470.55,2015,COMPANY,EDUCATION
11934,225943.0,2015,COMPANY,EDUCATION
11935,6055.89,2015,COMPANY,EDUCATION
11936,787969.39,2015,COMPANY,EDUCATION
11937,2030528.24,2015,COMPANY,EDUCATION
11938,110.02,2015,COMPANY,EDUCATION
11939,1444276.79,2015,COMPANY,EDUCATION
11940,78335.62,2015,COLLEGE,EDUCATION
11941,9237.85,2015,COLLEGE,EDUCATION
11942,20084.0,2015,COLLEGE,EDUCATION
11943,178249.74,2015,COMPANY,EDUCATION
11944,535954.0,2015,COMPANY,EDUCATION
11945,15535219.16,2015,COMPANY,EDUCATION
11946,250742.4,2015,COMPANY,EDUCATION
11947,3489835.0,2015,COMPANY,EDUCATION
11948,3740221.13,2015,COLLEGE,EDUCATION
11949,148260.42,2015,COLLEGE,EDUCATION
11950,230540.0,2015,COLLEGE,EDUCATION
11951,196417.06,2015,COLLEGE,EDUCATION
11952,198163.39,2015,COLLEGE,EDUCATION
11953,13594.01,2015,COLLEGE,EDUCATION
11954,41412.58,2015,COLLEGE,EDUCATION
11955,288026.76,2015,COLLEGE,EDUCATION
11956,641453.22,2015,COLLEGE,EDUCATION
11957,86131.0,2015,COLLEGE,EDUCATION
11958,141027.72,2015,COLLEGE,EDUCATION
11959,13337.0,2015,COLLEGE,EDUCATION
11960,1149.0,2015,COLLEGE,EDUCATION
11961,70548.79,2015,COLLEGE,EDUCATION
11962,19930.75,2015,COMPANY,EDUCATION
11963,600998.95,2015,COMPANY,EDUCATION
11964,600998.95,2015,COMPANY,EDUCATION
11965,1814064.2,2015,COLLEGE,EDUCATION
11966,1399945.5,2015,COLLEGE,EDUCATION
11967,48945.89,2015,COLLEGE,EDUCATION
11968,34142.0,2015,COLLEGE,EDUCATION
11969,683380.94,2015,COLLEGE,EDUCATION
11970,834254.62,2015,COMPANY,EDUCATION
11971,1622429.94,2015,COMPANY,EDUCATION
11972,10484.92,2015,COMPANY,EDUCATION
11973,890179.41,2015,COMPANY,EDUCATION
11974,1151312.15,2015,COMPANY,EDUCATION
11975,2128257.62,2015,COMPANY,EDUCATION
11976,127095.38,2015,COMPANY,EDUCATION
11977,2038490.92,2015,COMPANY,EDUCATION
11978,1347497.84,2015,COLLEGE,EDUCATION
11979,1684639.01,2015,COLLEGE,EDUCATION
11980,251762.02,2015,COLLEGE,EDUCATION
11981,393777.09,2015,COLLEGE,EDUCATION
11982,592276.71,2015,COLLEGE,EDUCATION
11983,86848.85,2015,COLLEGE,EDUCATION
11984,80795.02,2015,COLLEGE,EDUCATION
11985,243974.79,2015,COMPANY,EDUCATION
11986,819727.71,2015,COMPANY,EDUCATION
11987,300.36,2015,COMPANY,EDUCATION
11988,681812.18,2015,COMPANY,EDUCATION
11989,375461.79,2015,COMPANY,EDUCATION
11990,158366.51,2015,COMPANY,EDUCATION
11991,158366.51,2015,COMPANY,EDUCATION
11992,8627.0,2016,COMPANY,EDUCATION
11993,209925.0,2016,COMPANY,EDUCATION
11994,763710.0,2016,COMPANY,EDUCATION
11995,5416.0,2016,COMPANY,EDUCATION
11996,449015.0,2016,COMPANY,EDUCATION
11997,794858.0,2016,COLLEGE,EDUCATION
11998,4596367.0,2016,COLLEGE,EDUCATION
11999,155377.0,2016,COLLEGE,EDUCATION
12000,2037360.0,2016,COLLEGE,EDUCATION
12001,293343.0,2016,COLLEGE,EDUCATION
12002,50029.0,2016,COMPANY,EDUCATION
12003,471529.0,2016,COMPANY,EDUCATION
12004,538493.0,2016,COMPANY,EDUCATION
12005,658.0,2016,COMPANY,EDUCATION
12006,872870.0,2016,COMPANY,EDUCATION
12007,152457.0,2016,COMPANY,EDUCATION
12008,1158.0,2016,COMPANY,EDUCATION
12009,2326146.0,2016,COMPANY,EDUCATION
12010,34516.0,2016,COMPANY,EDUCATION
12011,66362.0,2016,COMPANY,EDUCATION
12012,428806.0,2016,COMPANY,EDUCATION
12013,119855.0,2016,COMPANY,EDUCATION
12014,29792.0,2016,COMPANY,EDUCATION
12015,601787.0,2016,COMPANY,EDUCATION
12016,35852.0,2016,COMPANY,EDUCATION
12017,178795.0,2016,COMPANY,EDUCATION
12018,502451.0,2016,COMPANY,EDUCATION
12019,1008292.0,2016,COMPANY,EDUCATION
12020,58930.0,2016,COMPANY,EDUCATION
12021,590442.0,2016,COMPANY,EDUCATION
12022,102202.0,2016,COMPANY,EDUCATION
12023,584352.0,2016,COMPANY,EDUCATION
12024,574248.0,2016,COMPANY,EDUCATION
12025,280299.0,2016,COMPANY,EDUCATION
12026,7502.0,2016,COMPANY,EDUCATION
12027,670098.0,2016,COMPANY,EDUCATION
12028,865535.0,2016,COLLEGE,EDUCATION
12029,3211399.0,2016,COLLEGE,EDUCATION
12030,190838.0,2016,COLLEGE,EDUCATION
12031,491771.0,2016,COLLEGE,EDUCATION
12032,9095.0,2016,COMPANY,EDUCATION
12033,243191.0,2016,COMPANY,EDUCATION
12034,1009948.0,2016,COMPANY,EDUCATION
12035,434107.0,2016,COMPANY,EDUCATION
12036,645574.0,2016,COMPANY,EDUCATION
12037,27690.0,2016,COMPANY,EDUCATION
12038,643356.0,2016,COMPANY,EDUCATION
12039,2741317.0,2016,COMPANY,EDUCATION
12040,5007190.0,2016,COMPANY,EDUCATION
12041,324701.0,2016,COMPANY,EDUCATION
12042,147879.0,2016,COMPANY,EDUCATION
12043,1181752.0,2016,COMPANY,EDUCATION
12044,32020.0,2016,COMPANY,EDUCATION
12045,647803.0,2016,COMPANY,EDUCATION
12046,264640.0,2016,COMPANY,EDUCATION
12047,955785.0,2016,COMPANY,EDUCATION
12048,865589.0,2016,COMPANY,EDUCATION
12049,28702.0,2016,COMPANY,EDUCATION
12050,60704.0,2016,COMPANY,EDUCATION
12051,262385.0,2016,COMPANY,EDUCATION
12052,1030927.0,2016,COMPANY,EDUCATION
12053,3578.0,2016,COMPANY,EDUCATION
12054,594555.0,2016,COMPANY,EDUCATION
12055,66814.0,2016,COMPANY,EDUCATION
12056,14289.0,2016,COMPANY,EDUCATION
12057,34840.0,2016,COMPANY,EDUCATION
12058,103320.0,2016,COLLEGE,EDUCATION
12059,1679.0,2016,COLLEGE,EDUCATION
12060,217129.0,2016,COLLEGE,EDUCATION
12061,1879718.0,2016,COLLEGE,EDUCATION
12062,22555.0,2016,COLLEGE,EDUCATION
12063,218435.0,2016,COLLEGE,EDUCATION
12064,178027.0,2016,COMPANY,EDUCATION
12065,140031.0,2016,COMPANY,EDUCATION
12066,716318.0,2016,COMPANY,EDUCATION
12067,53828.0,2016,COMPANY,EDUCATION
12068,149400.0,2016,UNIVERSITY,EDUCATION
12069,696750.0,2016,UNIVERSITY,EDUCATION
12070,1175678.0,2016,COMPANY,EDUCATION
12071,14646.0,2016,COMPANY,EDUCATION
12072,211338.0,2016,COMPANY,EDUCATION
12073,1358482.0,2016,COMPANY,EDUCATION
12074,23915.0,2016,COMPANY,EDUCATION
12075,873658.0,2016,COMPANY,EDUCATION
12076,915008.0,2016,COMPANY,EDUCATION
12077,22321.0,2016,COMPANY,EDUCATION
12078,153511.0,2016,COMPANY,EDUCATION
12079,96468.0,2016,COLLEGE,EDUCATION
12080,87.0,2016,COLLEGE,EDUCATION
12081,212634.0,2016,COLLEGE,EDUCATION
12082,1500767.0,2016,COLLEGE,EDUCATION
12083,1999709.0,2016,COLLEGE,EDUCATION
12084,168652.0,2016,COLLEGE,EDUCATION
12085,191900.0,2016,COLLEGE,EDUCATION
12086,372830.0,2016,COLLEGE,EDUCATION
12087,818381.0,2016,COMPANY,EDUCATION
12088,956113.0,2016,COMPANY,EDUCATION
12089,1866844.0,2016,COMPANY,EDUCATION
12090,15454320.0,2016,COMPANY,EDUCATION
12091,43310.0,2016,COMPANY,EDUCATION
12092,4811745.0,2016,COMPANY,EDUCATION
12093,392854.0,2016,COMPANY,EDUCATION
12094,5832.0,2016,COMPANY,EDUCATION
12095,227534.0,2016,COMPANY,EDUCATION
12096,1129005.0,2016,COMPANY,EDUCATION
12097,946629.0,2016,COMPANY,EDUCATION
12098,5359.0,2016,COMPANY,EDUCATION
12099,2118521.0,2016,COMPANY,EDUCATION
12100,234500.0,2016,UNIVERSITY,EDUCATION
12101,880355.0,2016,UNIVERSITY,EDUCATION
12102,2857518.0,2016,COMPANY,EDUCATION
12103,200824.0,2016,COMPANY,EDUCATION
12104,753546.0,2016,COMPANY,EDUCATION
12105,839852.0,2016,COMPANY,EDUCATION
12106,206840.0,2016,COMPANY,EDUCATION
12107,1017249.0,2016,COMPANY,EDUCATION
12108,74236.0,2016,COMPANY,EDUCATION
12109,16048.0,2016,COMPANY,EDUCATION
12110,454211.0,2016,COMPANY,EDUCATION
12111,813739.0,2016,COMPANY,EDUCATION
12112,125188.0,2016,COMPANY,EDUCATION
12113,2744.0,2016,COMPANY,EDUCATION
12114,432057.0,2016,COMPANY,EDUCATION
12115,315172.0,2016,COMPANY,EDUCATION
12116,194273.0,2016,COMPANY,EDUCATION
12117,402714.0,2016,COMPANY,EDUCATION
12118,1137873.0,2016,COMPANY,EDUCATION
12119,380386.0,2016,COMPANY,EDUCATION
12120,1406952.0,2016,COMPANY,EDUCATION
12121,658907.0,2016,COMPANY,EDUCATION
12122,9376079.0,2016,COMPANY,EDUCATION
12123,181909.0,2016,COMPANY,EDUCATION
12124,26365802.0,2016,COMPANY,EDUCATION
12125,5324450.0,2016,COLLEGE,EDUCATION
12126,1875690.0,2016,COLLEGE,EDUCATION
12127,5743445.0,2016,COLLEGE,EDUCATION
12128,3063072.0,2016,COMPANY,EDUCATION
12129,976504.0,2016,COMPANY,EDUCATION
12130,4847905.0,2016,COMPANY,EDUCATION
12131,908381.0,2016,COMPANY,EDUCATION
12132,2929.0,2016,COMPANY,EDUCATION
12133,922928.0,2016,COMPANY,EDUCATION
12134,36279.0,2016,COMPANY,EDUCATION
12135,2212.0,2016,COMPANY,EDUCATION
12136,152427.0,2016,COMPANY,EDUCATION
12137,46973.0,2016,COMPANY,EDUCATION
12138,1593969.0,2016,COMPANY,EDUCATION
12139,5986.0,2016,COMPANY,EDUCATION
12140,819686.0,2016,COMPANY,EDUCATION
12141,67765.0,2016,COMPANY,EDUCATION
12142,1535462.0,2016,COLLEGE,EDUCATION
12143,6141763.0,2016,COLLEGE,EDUCATION
12144,370216.0,2016,COLLEGE,EDUCATION
12145,694773.0,2016,COLLEGE,EDUCATION
12146,183967.0,2016,COMPANY,EDUCATION
12147,38055.0,2016,COMPANY,EDUCATION
12148,293.0,2016,COMPANY,EDUCATION
12149,79377.0,2016,COMPANY,EDUCATION
12150,515012.0,2016,COLLEGE,EDUCATION
12151,12928800.0,2016,COLLEGE,EDUCATION
12152,664492.0,2016,COLLEGE,EDUCATION
12153,815693.0,2016,COLLEGE,EDUCATION
12154,1603559.0,2016,COLLEGE,EDUCATION
12155,405337.0,2016,COLLEGE,EDUCATION
12156,3973662.0,2016,COLLEGE,EDUCATION
12157,71525.0,2016,COLLEGE,EDUCATION
12158,147533.0,2016,COLLEGE,EDUCATION
12159,2827304.0,2016,COLLEGE,EDUCATION
12160,2288713.0,2016,COLLEGE,EDUCATION
12161,172809.0,2016,COLLEGE,EDUCATION
12162,1338412.0,2016,COLLEGE,EDUCATION
12163,2029129.0,2016,COMPANY,EDUCATION
