LeadROName,ProjectCategory,year,Region,AwardPounds
NEWCASTLE UNIVERSITY,RESEARCH GRANT,2018,NORTH EAST,35995908.0
NEWCASTLE UNIVERSITY,TRAINING GRANT,2014,NORTH EAST,8676674.0
NEWCASTLE UNIVERSITY,TRAINING GRANT,2015,NORTH EAST,6754361.0
NEWCASTLE UNIVERSITY,TRAINING GRANT,2016,NORTH EAST,3935144.0
NEWCASTLE UNIVERSITY,TRAINING GRANT,2017,NORTH EAST,2033950.0
NEWCASTLE UNIVERSITY,TRAINING GRANT,2018,NORTH EAST,6156922.0
NEWTEC VASCULAR PRODUCTS LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,177438.0
NEXEON LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,6989114.0
NEXTEK LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,437156.0
NEXTEK LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,450902.0
NIGHTSTARX LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1499676.0
NISSAN MOTOR (GB) LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,5956025.0
NISSAN MOTOR MANUFACTURING (UK) LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,13502875.0
NISSAN MOTOR MANUFACTURING (UK) LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,427324.0
NORTECH MANAGEMENT LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,699930.0
NORTH CAROLINA STATE UNIVERSITY,RESEARCH GRANT,2015,OUTSIDE UK,181570.0
NORTH EAST HAMPSHIRE AND FARNHAM CCG,CRD,2018,UNKNOWN,544491.0
NORTH PENNINES AONB PARTNERSHIP,RESEARCH GRANT,2015,OUTSIDE UK,9330.0
NORTH WEST REGIONAL COLLEGE,KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTHERN IRELAND,108270.0
NORTH WEST TEXTILES NETWORK LTD,COLLABORATIVE R&D,2016,NORTH WEST,420585.0
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,SMALL BUSINESS RESEARCH INITIATIVE,2017,WEST MIDLANDS,1998604.0
NORTHUMBRIA UNIVERSITY,CRD,2018,NORTH EAST,44279.0
NORTHUMBRIA UNIVERSITY,FELLOWSHIP,2017,NORTH EAST,307802.0
NORTHUMBRIA UNIVERSITY,FELLOWSHIP,2018,NORTH EAST,149786.0
NORTHUMBRIA UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTH EAST,312471.0
NORTHUMBRIA UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH EAST,255171.0
NORTHUMBRIA UNIVERSITY,RESEARCH GRANT,2014,NORTH EAST,458078.0
NORTHUMBRIA UNIVERSITY,RESEARCH GRANT,2016,NORTH EAST,328870.0
NORTHUMBRIA UNIVERSITY,RESEARCH GRANT,2017,NORTH EAST,3840844.0
NORTHUMBRIA UNIVERSITY,RESEARCH GRANT,2018,NORTH EAST,4209345.0
NORTON MOTORCYCLES (UK) LIMITED,COLLABORATIVE R&D,2016,EAST MIDLANDS,2724995.0
NOTO TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,171715.0
NOTTINGHAM TRENT UNIVERSITY,FELLOWSHIP,2018,EAST MIDLANDS,367191.0
NOTTINGHAM TRENT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST MIDLANDS,246276.0
NOTTINGHAM TRENT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,41025.0
NOTTINGHAM TRENT UNIVERSITY,RESEARCH GRANT,2016,EAST MIDLANDS,442918.0
NOTTINGHAM TRENT UNIVERSITY,RESEARCH GRANT,2017,EAST MIDLANDS,325473.0
NOTTINGHAM TRENT UNIVERSITY,RESEARCH GRANT,2018,EAST MIDLANDS,897577.0
NOTTINGHAM UNI HOSPITALS NHS TRUST,FELLOWSHIP,2018,EAST MIDLANDS,217559.0
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,CRD,2018,UNKNOWN,1487643.0
NOVA PANGAEA TECHNOLOGIES (UK) LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,872000.0
NOVOLAB LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,535012.0
NPL MANAGEMENT LIMITED,COLLABORATIVE R&D,2016,LONDON,245095.0
NPS HUMBER LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,359780.0
NQUIRINGMINDS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,1871638.0
NU NANO LTD,GRD DEVELOPMENT OF PROTOTYPE,2017,SOUTH WEST,216496.0
NUM TECHNOLOGY  LTD,CRD,2018,UNKNOWN,292480.0
NUMERION SOFTWARE LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,593356.0
NUMERION SOFTWARE LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,322034.0
NURON LIMITED,COLLABORATIVE R&D,2018,LONDON,42947.0
NUVIA LIMITED,SMALL BUSINESS RESEARCH INITIATIVE,2018,NORTH WEST,1499224.0
NUVISION BIOTHERAPIES LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,885375.0
NVP ENERGY UK LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,395570.0
O2NRG LTD,COLLABORATIVE R&D,2018,EAST OF ENGLAND,264168.0
OAK TECHNICAL SERVICES (OAKTEC),FEASIBILITY STUDIES,2017,NORTH WEST,614646.0
OCTOPUS ENERGY LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,3104622.0
OFCOM,CRD,2018,UNKNOWN,690600.0
OFFSHORE RENEWABLE ENERGY CATAPULT,CRD,2018,SCOTLAND,73929000.0
OFGEM,CRD,2018,UNKNOWN,2377130.0
OHMEDICS LIMITED,COLLABORATIVE R&D,2015,SCOTLAND,659311.0
OLIVER CRISPIN ROBOTICS LIMITED,COLLABORATIVE R&D,2017,SOUTH WEST,1518147.0
OLYMPUS AUTOMATION LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,627819.0
OMASS TECHNOLOGIES LTD,COLLABORATIVE R&D,2018,SOUTH EAST,481722.0
OMNIA(CS) LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,754633.0
OMNIFI LIMITED,FEASIBILITY STUDIES,2017,LONDON,40488.0
ONFIDO LTD,EU-FUNDED,2016,LONDON,257227.0
ONSITE DIAGNOSTICS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69687.0
OPEN DATA INSTITUTE,COLLABORATIVE R&D,2017,LONDON,6000000.0
OPEN INCLUSION LIMITED,CRD,2018,UNKNOWN,46465.0
OPEN UNIVERSITY,FELLOWSHIP,2014,SOUTH EAST,404876.0
OPEN UNIVERSITY,FELLOWSHIP,2018,SOUTH EAST,307538.0
OPEN UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2014,SOUTH EAST,150605.0
OPEN UNIVERSITY,RESEARCH GRANT,2014,SOUTH EAST,1208430.0
OPEN UNIVERSITY,RESEARCH GRANT,2015,SOUTH EAST,1362465.0
OPEN UNIVERSITY,RESEARCH GRANT,2016,SOUTH EAST,2577123.0
OPEN UNIVERSITY,RESEARCH GRANT,2017,SOUTH EAST,6180047.0
OPEN UNIVERSITY,RESEARCH GRANT,2018,SOUTH EAST,5955397.0
OPEN UNIVERSITY,TRAINING GRANT,2015,SOUTH EAST,794805.0
OPEN UNIVERSITY,TRAINING GRANT,2017,SOUTH EAST,298156.0
OPEN UNIVERSITY,TRAINING GRANT,2018,SOUTH EAST,301328.0
OPENLINK GROUP LIMITED,EU-FUNDED,2017,LONDON,213231.0
OPTIBRIUM LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,811860.0
OPTISENSE LIMITED,COLLABORATIVE R&D,2014,SOUTH EAST,437251.0
OPTISENSE LIMITED,COLLABORATIVE R&D,2015,SOUTH EAST,483276.0
OPTOCAP LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,550432.0
OPTOCAP LIMITED,COLLABORATIVE R&D,2018,SCOTLAND,1407900.0
OPTRICAL LIMITED,CRD,2018,SOUTH EAST,175420.0
OPUS MATERIALS TECHNOLOGIES LTD.,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,636435.0
ORBIT DISCOVERY LTD,FEASIBILITY STUDIES,2018,SOUTH EAST,104747.0
ORE CATAPULT DEVELOPMENT SERVICES LIMITED,CRD,2018,NORTH EAST,141955.0
ORE CATAPULT DEVELOPMENT SERVICES LIMITED,EU-FUNDED,2015,NORTH EAST,74088.0
ORTHOX LIMITED,COLLABORATIVE R&D,2015,SOUTH EAST,1493192.0
ORXA GRID LTD,COLLABORATIVE R&D,2018,UNKNOWN,184038.0
OSLER DIAGNOSTICS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,955156.0
OSTARA BIOMEDICAL LIMITED,FEASIBILITY STUDIES,2017,NORTH WEST,562856.0
OSTIQUE LIMITED,CRD,2018,UNKNOWN,167063.0
OVATIONDATA LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,470514.0
OVE ARUP & PARTNERS LIMITED,COLLABORATIVE R&D,2015,LONDON,9167177.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH GRANT,2012,OUTSIDE UK,299792.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH GRANT,2015,OUTSIDE UK,70913.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH GRANT,2016,OUTSIDE UK,258630.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH GRANT,2018,OUTSIDE UK,144579.0
OVIVA UK LIMITED,FEASIBILITY STUDIES,2018,LONDON,51738.0
OVO ENERGY LTD,COLLABORATIVE R&D,2018,UNKNOWN,3086213.0
OXBOTICA LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,8599467.0
OXBOTICA LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,196598.0
OXBOTICA LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,174611.0
OXFORD ADVANCED SURFACES LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,101042.0
OXFORD BIOMATERIALS LIMITED,EU-FUNDED,2016,SOUTH EAST,159888.0
OXFORD BIOMEDICA (UK) LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,1328892.0
OXFORD BIOMEDICA (UK) LIMITED,CRD,2018,SOUTH EAST,1995000.0
OXFORD BIOTRANS LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,68805.0
OXFORD BROOKES UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,391653.0
OXFORD BROOKES UNIVERSITY,RESEARCH GRANT,2015,SOUTH EAST,472200.0
OXFORD BROOKES UNIVERSITY,RESEARCH GRANT,2016,SOUTH EAST,816237.0
OXFORD BROOKES UNIVERSITY,RESEARCH GRANT,2017,SOUTH EAST,1442044.0
OXFORD BROOKES UNIVERSITY,RESEARCH GRANT,2018,SOUTH EAST,2418891.0
OXFORD BROOKES UNIVERSITY,TRAINING GRANT,2015,SOUTH EAST,94126.0
OXFORD BROOKES UNIVERSITY,TRAINING GRANT,2017,SOUTH EAST,98212.0
OXFORD CARESENSE LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,329893.0
OXFORD DRUG DESIGN LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,922203.0
OXFORD ELECTROMAGNETIC SOLUTIONS LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,66790.0
OXFORD EXPRESSION TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,275526.0
OXFORD EXPRESSION TECHNOLOGIES LIMITED,SMALL BUSINESS RESEARCH INITIATIVE,2018,SOUTH EAST,2000000.0
OXFORD FIBER LTD,FEASIBILITY STUDIES,2018,UNKNOWN,61695.0
OXFORD FLOW LIMITED,FEASIBILITY STUDIES,2018,LONDON,105000.0
OXFORD GENETICS LTD,COLLABORATIVE R&D,2017,SOUTH EAST,1532597.0
OXFORD HIGHQ LTD,COLLABORATIVE R&D,2018,UNKNOWN,455258.0
OXFORD INSTRUMENTS NANOTECHNOLOGY TOOLS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,266115.0
OXFORD LASERS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,248072.0
OXFORD LASERS LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,1251407.0
OXFORD MESTAR LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,396110.0
OXFORD MESTAR LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,65306.0
OXFORD NANOSYSTEMS LTD,COLLABORATIVE R&D,2018,SOUTH EAST,220983.0
OXFORD NANOSYSTEMS LTD,FEASIBILITY STUDIES,2018,SOUTH EAST,65380.0
OXFORD SPACE SYSTEMS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,391840.0
"OXFORD VACCINE GROUP, UNIVERSITY OF OXFORD",SMALL BUSINESS RESEARCH INITIATIVE,2017,SOUTH EAST,2991418.0
OXFORD VR LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,99514.0
OXIS ENERGY LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,4637075.0
OXIS ENERGY LIMITED,CRD,2018,SOUTH EAST,121465.0
OXIS ENERGY LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,498587.0
OXITEC LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,218599.0
OXMET TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,566131.0
OXSENSIS LIMITED,BIS-FUNDED PROGRAMMES,2014,SOUTH EAST,1223880.0
OXULAR LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,690003.0
OXULAR LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,128867.0
OZO INNOVATIONS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,590332.0
P&O FERRIES HOLDINGS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,1489614.0
P. I. BIOSCIENCE LIMITED,FEASIBILITY STUDIES,2017,EAST OF ENGLAND,74326.0
P.A.K. ENGINEERING LIMITED,EU-FUNDED,2017,WEST MIDLANDS,91718.0
P.E. COMPOSITES LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,497542.0
P8E LTD,FEASIBILITY STUDIES,2017,UNKNOWN,69040.0
PALL EUROPE LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,1437419.0
PAPUA NEW GUINEA INST OF MED RESEARCH,RESEARCH GRANT,2016,OUTSIDE UK,3346448.0
PARAGRAF LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69943.0
PARCELVISION LIMITED,CRD,2018,LONDON,349986.0
PARKER HANNIFIN MANUFACTURING (UK) LIMITED,FEASIBILITY STUDIES,2017,WEST MIDLANDS,496384.0
PARKOPEDIA LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1206777.0
PARKSIDE FLEXIBLES (EUROPE) LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,135514.0
PASSIVSYSTEMS LIMITED,CRD,2018,SOUTH EAST,128911.0
PBS INTERNATIONAL LTD,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,60816.0
PCR BIO SYSTEMS LIMITED,COLLABORATIVE R&D,2017,LONDON,345940.0
PECM SYSTEMS LTD,COLLABORATIVE R&D,2018,UNKNOWN,80231.0
PELUCID LIMITED,FEASIBILITY STUDIES,2017,LONDON,182746.0
PENSO CONSULTING LTD,COLLABORATIVE R&D,2017,WEST MIDLANDS,8197183.0
PEPSICO INTERNATIONAL LIMITED,COLLABORATIVE R&D,2017,LONDON,229974.0
PEPSICO INTERNATIONAL LIMITED,FEASIBILITY STUDIES,2015,LONDON,1175227.0
PEPTINNOVATE LIMITED,FEASIBILITY STUDIES,2018,LONDON,69914.0
PERCEPTUAL ROBOTICS LIMITED,COLLABORATIVE R&D,2018,SOUTH WEST,989926.0
PERFECTUS BIOMED LTD,COLLABORATIVE R&D,2017,NORTH WEST,70427.0
PERKINS ENGINES COMPANY LIMITED,COLLABORATIVE R&D,2015,EAST OF ENGLAND,15617112.0
PERKINS ENGINES COMPANY LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,2004438.0
PERLEMAX LIMITED,COLLABORATIVE R&D,2016,YORKSHIRE AND THE HUMBER,779194.0
PERLEMAX LIMITED,EU-FUNDED,2016,YORKSHIRE AND THE HUMBER,258261.0
PERLEMAX LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,109348.0
PERLEMAX LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,87366.0
PERPETUUM LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,901222.0
PERSONALYZE LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,105465.0
PERSPECTUM DIAGNOSTICS LTD,COLLABORATIVE R&D,2017,SOUTH EAST,1116603.0
PERSPECTUM DIAGNOSTICS LTD,EU-FUNDED,2016,SOUTH EAST,229251.0
PERVASID LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,281149.0
PET TECHNOLOGY LIMITED,COLLABORATIVE R&D,2018,LONDON,274178.0
PHAM NGOC THACH UNIVERSITY OF MEDICINE,RESEARCH GRANT,2017,OUTSIDE UK,148294.0
PHASE CHANGE MATERIAL PRODUCTS LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,973319.0
PHASE CHANGE MATERIAL PRODUCTS LTD,COLLABORATIVE R&D,2018,EAST OF ENGLAND,365506.0
PHICO THERAPEUTICS LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,1390139.0
PHOENIX SCIENTIFIC INDUSTRIES LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,1029859.0
PHOREMOST LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,1611749.0
PHOTOCENTRIC LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,479153.0
PHOTOCENTRIC LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,601532.0
PHOTON ENGINEERS LTD,COLLABORATIVE R&D,2018,UNKNOWN,293166.0
PHOTON FORCE LTD,COLLABORATIVE R&D,2017,SCOTLAND,395189.0
PHYSIOMICS PLC,FEASIBILITY STUDIES,2018,SOUTH EAST,68115.0
PHYTOFORM LABS LTD,FEASIBILITY STUDIES,2018,UNKNOWN,69773.0
PICO TECHNOLOGY  LIMITED,CRD,2018,UNKNOWN,320809.0
PIG IMPROVEMENT COMPANY UK LIMITED,COLLABORATIVE R&D,2015,SOUTH EAST,475416.0
PIMLOC LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,209142.0
PIRETA LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,113678.0
PLANET OCEAN LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,602590.0
PLANT INTEGRITY LIMITED,COLLABORATIVE R&D,2016,EAST OF ENGLAND,513703.0
PLASMA APP LTD.,FEASIBILITY STUDIES,2018,SOUTH EAST,370946.0
PLASTICELL LIMITED,COLLABORATIVE R&D,2015,EAST MIDLANDS,1303198.0
PLASTICELL LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,920438.0
PLASTICELL LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,742238.0
PLATINA BIOMEDICAL TECHNOLOGIES LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,68195.0
PLYMOUTH MARINE LABORATORY,FELLOWSHIP,2016,SOUTH WEST,128268.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2012,SOUTH WEST,357254.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2014,SOUTH WEST,2007263.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2015,SOUTH WEST,599840.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2016,SOUTH WEST,1335127.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2017,SOUTH WEST,7819352.0
PLYMOUTH MARINE LABORATORY,RESEARCH GRANT,2018,SOUTH WEST,2692921.0
PM CORPORATION LIMITED(T/A EVERFRESH NATURAL FOODS,FEASIBILITY STUDIES,2018,UNKNOWN,408547.0
PMW TECHNOLOGY LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,157179.0
POINTO RECRUITMENT LIMITED,EU-FUNDED,2018,UNKNOWN,47112.0
POSTAL HERITAGE TRUST,CRD,2018,UNKNOWN,37674.0
POSTULATE LTD,COLLABORATIVE R&D,2018,UNKNOWN,348821.0
POWER ENABLE SOLUTIONS LIMITED,STUDY,2018,UNKNOWN,144586.0
POWER ROLL LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,643983.0
POWER ROLL LIMITED,FEASIBILITY STUDIES,2017,UNKNOWN,143486.0
POWER TRANSITION  LTD,CRD,2018,UNKNOWN,151397.0
POWERTRAIN R&D LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,346995.0
POWERVAULT LTD,COLLABORATIVE R&D,2018,LONDON,305716.0
POWERVAULT LTD,FEASIBILITY STUDIES,2018,LONDON,204047.0
PQSHIELD LTD,COLLABORATIVE R&D,2018,UNKNOWN,697058.0
PRAGMATIC PRINTING LIMITED,FEASIBILITY STUDIES,2018,NORTH EAST,69873.0
PRE CHASM RESEARCH LIMITED,FEASIBILITY STUDIES,2018,NORTH WEST,142132.0
PRECISION ACOUSTICS LIMITED,COLLABORATIVE R&D,2017,SOUTH WEST,993129.0
PRECISION DECISIONS LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,134168.0
PRECISION VARIONIC INTERNATIONAL LIMITED,COLLABORATIVE R&D,2016,SOUTH WEST,1243871.0
PREDICTIMMUNE LIMITED,CRD,2018,UNKNOWN,69820.0
PRESTON ELECTRIC VEHICLES LTD,FEASIBILITY STUDIES,2018,UNKNOWN,105000.0
PRINTED ELECTRONICS LIMITED,EU-FUNDED,2016,EAST OF ENGLAND,52060.0
PRINTED ELECTRONICS LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,204383.0
PRIORITY DIGITAL HEALTH LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,51004.0
PRISM NOVA LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,67461.0
PRISMA ELECTRONICS (UK) LTD,COLLABORATIVE R&D,2016,LONDON,504417.0
PROCARTA BIOSYSTEMS LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,459354.0
PROCESS SYSTEMS ENTERPRISE LIMITED,FEASIBILITY STUDIES,2018,LONDON,59786.0
PROCESS VISION LTD,COLLABORATIVE R&D,2018,UNKNOWN,642379.0
PROCESSORS & GROWERS RESEARCH ORGANISATION,COLLABORATIVE R&D,2014,EAST OF ENGLAND,280849.0
PROCESSORS & GROWERS RESEARCH ORGANISATION,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,92248.0
PRODUCTIV LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,1059720.0
PRODUCTIV LIMITED,FEASIBILITY STUDIES,2017,WEST MIDLANDS,699249.0
PROGNOSTIX LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,869783.0
PROJECT ANDIAMO LTD,COLLABORATIVE R&D,2017,LONDON,958461.0
PROJECT PROVENANCE LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,175082.0
PROKARIUM LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,374331.0
PROKARIUM LIMITED,SMALL BUSINESS RESEARCH INITIATIVE,2016,WEST MIDLANDS,1035557.0
PROPELMEE LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,199526.0
PROSIG LIMITED,COLLABORATIVE R&D,2017,SOUTH WEST,398941.0
PROTEIN TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2016,NORTH WEST,341695.0
PROVENANCE PARTNERS LIMITED,COLLABORATIVE R&D,2016,LONDON,550482.0
PROXIMIE LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69924.0
PROZOMIX LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,160714.0
PST SENSORS EUROPE LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,199854.0
PSYOMICS LTD,COLLABORATIVE R&D,2017,LONDON,183723.0
PSYROS DIAGNOSTICS  LTD,CRD,2018,UNKNOWN,67772.0
PUBLIC HEALTH ENGLAND,RESEARCH GRANT,2017,SOUTH WEST,273433.0
PUBLIC HEALTH FOUNDATION OF INDIA,RESEARCH GRANT,2015,OUTSIDE UK,121403.0
PUBLIC HEALTH FOUNDATION OF INDIA,RESEARCH GRANT,2017,OUTSIDE UK,673520.0
PULSIV SOLAR LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,113823.0
PURIDIFY LTD.,FEASIBILITY STUDIES,2018,WEST MIDLANDS,342979.0
PV3 TECHNOLOGIES LTD,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,371210.0
PVOH POLYMERS LIMITED,CRD,2018,SOUTH WEST,310067.0
PVOH POLYMERS LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,93862.0
PX HEALTHCARE LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,39857.0
PYREOS LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,739567.0
PYROGUARD UK LIMITED,CRD,2018,UNKNOWN,384200.0
Q-BOT LIMITED,COLLABORATIVE R&D,2017,LONDON,275996.0
Q-BOT LIMITED,COLLABORATIVE R&D,2018,LONDON,1118264.0
Q-BOT LIMITED,FEASIBILITY STUDIES,2017,LONDON,262332.0
Q-BOT LIMITED,FEASIBILITY STUDIES,2018,LONDON,68156.0
QBOTS TECHNOLOGIES LTD,FEASIBILITY STUDIES,2018,UNKNOWN,293049.0
QINETIQ GROUP PLC,COLLABORATIVE R&D,2016,SOUTH EAST,1188880.0
QINETIQ LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,948776.0
QINETIQ LIMITED,EU-FUNDED,2015,SOUTH EAST,59916.0
QINETIQ LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,152125.0
QIOPTIQ LIMITED,COLLABORATIVE R&D,2018,WALES,610804.0
QMC INSTRUMENTS LIMITED,EU-FUNDED,2015,SOUTH EAST,119461.0
QUALITY MILK MANAGEMENT SERVICES LIMITED,COLLABORATIVE R&D,2018,SOUTH WEST,300324.0
QUANTEMOL LIMITED,EU-FUNDED,2015,LONDON,197503.0
QUANTOPTICON LTD.,COLLABORATIVE R&D,2018,UNKNOWN,122023.0
QUAY PHARMACEUTICALS LIMITED,EU-FUNDED,2015,UNKNOWN,221093.0
QUEEN MARGARET UNIVERSITY EDINBURGH,RESEARCH GRANT,2016,SCOTLAND,197099.0
"QUEEN MARY, UNIVERSITY OF LONDON",FELLOWSHIP,2014,LONDON,506360.0
"QUEEN MARY, UNIVERSITY OF LONDON",FELLOWSHIP,2015,LONDON,1534314.0
"QUEEN MARY, UNIVERSITY OF LONDON",FELLOWSHIP,2016,LONDON,1585756.0
"QUEEN MARY, UNIVERSITY OF LONDON",FELLOWSHIP,2017,LONDON,3832543.0
"QUEEN MARY, UNIVERSITY OF LONDON",FELLOWSHIP,2018,LONDON,4955910.0
"QUEEN MARY, UNIVERSITY OF LONDON",KNOWLEDGE TRANSFER PARTNERSHIP,2017,LONDON,150887.0
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH GRANT,2014,LONDON,11599320.0
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH GRANT,2015,LONDON,13394713.0
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH GRANT,2016,LONDON,7399855.0
