LeadROName,ProjectCategory,year,Region,AwardPounds
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2016,NORTH WEST,8261978.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2017,NORTH WEST,5741668.0
UNIVERSITY OF MANCHESTER,TRAINING GRANT,2018,NORTH WEST,11391112.0
UNIVERSITY OF MICHIGAN,RESEARCH GRANT,2017,OUTSIDE UK,697241.0
UNIVERSITY OF NORTHAMPTON,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST MIDLANDS,101035.0
UNIVERSITY OF NORTHAMPTON,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,96897.0
UNIVERSITY OF NORTHAMPTON,RESEARCH GRANT,2017,EAST MIDLANDS,99771.0
UNIVERSITY OF NOTTINGHAM,BIS-FUNDED PROGRAMMES,2015,EAST MIDLANDS,2605013.0
UNIVERSITY OF NOTTINGHAM,BIS-FUNDED PROGRAMMES,2018,EAST MIDLANDS,3800000.0
UNIVERSITY OF NOTTINGHAM,CENTRES,2016,EAST MIDLANDS,59880000.0
UNIVERSITY OF NOTTINGHAM,COLLABORATIVE R&D,2017,EAST MIDLANDS,649380.0
UNIVERSITY OF NOTTINGHAM,FELLOWSHIP,2014,EAST MIDLANDS,3505941.0
UNIVERSITY OF NOTTINGHAM,FELLOWSHIP,2015,EAST MIDLANDS,2443627.0
UNIVERSITY OF NOTTINGHAM,FELLOWSHIP,2016,EAST MIDLANDS,2120469.0
UNIVERSITY OF NOTTINGHAM,FELLOWSHIP,2017,EAST MIDLANDS,982465.0
UNIVERSITY OF NOTTINGHAM,FELLOWSHIP,2018,EAST MIDLANDS,2715388.0
UNIVERSITY OF NOTTINGHAM,KNOWLEDGE TRANSFER PARTNERSHIP,2015,EAST MIDLANDS,254980.0
UNIVERSITY OF NOTTINGHAM,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST MIDLANDS,303767.0
UNIVERSITY OF NOTTINGHAM,KNOWLEDGE TRANSFER PARTNERSHIP,2017,EAST MIDLANDS,779675.0
UNIVERSITY OF NOTTINGHAM,KNOWLEDGE TRANSFER PARTNERSHIP,2018,EAST MIDLANDS,1249826.0
UNIVERSITY OF NOTTINGHAM,OTHER GRANT,2015,EAST MIDLANDS,2781532.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2012,EAST MIDLANDS,15523196.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2013,EAST MIDLANDS,16236539.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2014,EAST MIDLANDS,20392697.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2015,EAST MIDLANDS,27453923.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2016,EAST MIDLANDS,36230488.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2017,EAST MIDLANDS,57911758.0
UNIVERSITY OF NOTTINGHAM,RESEARCH GRANT,2018,EAST MIDLANDS,32250268.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2011,EAST MIDLANDS,7834668.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2014,EAST MIDLANDS,24115013.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2015,EAST MIDLANDS,15950348.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2016,EAST MIDLANDS,6589252.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2017,EAST MIDLANDS,3514278.0
UNIVERSITY OF NOTTINGHAM,TRAINING GRANT,2018,EAST MIDLANDS,9675511.0
UNIVERSITY OF OXFORD,BIS-FUNDED PROGRAMMES,2018,SOUTH EAST,6125255.0
UNIVERSITY OF OXFORD,COLLABORATIVE R&D,2018,SOUTH EAST,158550.0
UNIVERSITY OF OXFORD,CRD,2018,SOUTH EAST,5084944.0
UNIVERSITY OF OXFORD,FEASIBILITY STUDIES,2017,SOUTH EAST,205673.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2011,SOUTH EAST,1171399.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2013,SOUTH EAST,12505153.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2014,SOUTH EAST,15191916.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2015,SOUTH EAST,8623349.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2016,SOUTH EAST,9662004.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2017,SOUTH EAST,11893559.0
UNIVERSITY OF OXFORD,FELLOWSHIP,2018,SOUTH EAST,24656997.0
UNIVERSITY OF OXFORD,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,422685.0
UNIVERSITY OF OXFORD,OTHER GRANT,2013,SOUTH EAST,3276606.0
UNIVERSITY OF OXFORD,OTHER GRANT,2015,SOUTH EAST,332508.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2011,SOUTH EAST,22172075.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2013,SOUTH EAST,38134418.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2014,SOUTH EAST,93307300.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2015,SOUTH EAST,90367576.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2016,SOUTH EAST,109687994.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2017,SOUTH EAST,92752689.0
UNIVERSITY OF OXFORD,RESEARCH GRANT,2018,SOUTH EAST,89836824.0
UNIVERSITY OF OXFORD,SMALL BUSINESS RESEARCH INITIATIVE,2016,SOUTH EAST,976757.0
UNIVERSITY OF OXFORD,SMALL BUSINESS RESEARCH INITIATIVE,2017,SOUTH EAST,1209548.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2011,SOUTH EAST,19030325.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2012,SOUTH EAST,1085353.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2013,SOUTH EAST,5797414.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2014,SOUTH EAST,56660301.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2015,SOUTH EAST,21644601.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2016,SOUTH EAST,18041927.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2017,SOUTH EAST,12275953.0
UNIVERSITY OF OXFORD,TRAINING GRANT,2018,SOUTH EAST,18356305.0
UNIVERSITY OF PASSAU,RESEARCH GRANT,2018,OUTSIDE UK,200008.0
UNIVERSITY OF PLYMOUTH,FELLOWSHIP,2018,SOUTH WEST,249806.0
UNIVERSITY OF PLYMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2015,SOUTH WEST,100236.0
UNIVERSITY OF PLYMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH WEST,98891.0
UNIVERSITY OF PLYMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH WEST,397949.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2013,SOUTH WEST,301198.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2014,SOUTH WEST,567041.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2015,SOUTH WEST,2118863.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2016,SOUTH WEST,2598562.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2017,SOUTH WEST,1667659.0
UNIVERSITY OF PLYMOUTH,RESEARCH GRANT,2018,SOUTH WEST,1762794.0
UNIVERSITY OF PLYMOUTH,TRAINING GRANT,2017,SOUTH WEST,88508.0
UNIVERSITY OF PLYMOUTH,TRAINING GRANT,2018,SOUTH WEST,72711.0
UNIVERSITY OF PORTSMOUTH,CRD,2018,SOUTH EAST,465732.0
UNIVERSITY OF PORTSMOUTH,FELLOWSHIP,2015,SOUTH EAST,91360.0
UNIVERSITY OF PORTSMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH EAST,206680.0
UNIVERSITY OF PORTSMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,196544.0
UNIVERSITY OF PORTSMOUTH,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH EAST,245219.0
UNIVERSITY OF PORTSMOUTH,RESEARCH GRANT,2013,SOUTH EAST,484688.0
UNIVERSITY OF PORTSMOUTH,RESEARCH GRANT,2015,SOUTH EAST,1438359.0
UNIVERSITY OF PORTSMOUTH,RESEARCH GRANT,2016,SOUTH EAST,2575390.0
UNIVERSITY OF PORTSMOUTH,RESEARCH GRANT,2017,SOUTH EAST,1416015.0
UNIVERSITY OF PORTSMOUTH,RESEARCH GRANT,2018,SOUTH EAST,2159212.0
UNIVERSITY OF PORTSMOUTH,TRAINING GRANT,2014,SOUTH EAST,141734.0
UNIVERSITY OF PORTSMOUTH,TRAINING GRANT,2015,SOUTH EAST,455700.0
UNIVERSITY OF PORTSMOUTH,TRAINING GRANT,2017,SOUTH EAST,149078.0
UNIVERSITY OF PORTSMOUTH,TRAINING GRANT,2018,SOUTH EAST,150664.0
UNIVERSITY OF READING,CRD,2018,SOUTH EAST,73764.0
UNIVERSITY OF READING,FELLOWSHIP,2015,SOUTH EAST,944888.0
UNIVERSITY OF READING,FELLOWSHIP,2016,SOUTH EAST,244468.0
UNIVERSITY OF READING,FELLOWSHIP,2017,SOUTH EAST,1198571.0
UNIVERSITY OF READING,FELLOWSHIP,2018,SOUTH EAST,716680.0
UNIVERSITY OF READING,KNOWLEDGE TRANSFER PARTNERSHIP,2015,SOUTH EAST,108501.0
UNIVERSITY OF READING,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH EAST,139680.0
UNIVERSITY OF READING,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,431344.0
UNIVERSITY OF READING,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH EAST,95892.0
UNIVERSITY OF READING,RESEARCH GRANT,2013,SOUTH EAST,3942444.0
UNIVERSITY OF READING,RESEARCH GRANT,2014,SOUTH EAST,3133040.0
UNIVERSITY OF READING,RESEARCH GRANT,2015,SOUTH EAST,10983760.0
UNIVERSITY OF READING,RESEARCH GRANT,2016,SOUTH EAST,13529378.0
UNIVERSITY OF READING,RESEARCH GRANT,2017,SOUTH EAST,14505361.0
UNIVERSITY OF READING,RESEARCH GRANT,2018,SOUTH EAST,10695595.0
UNIVERSITY OF READING,TRAINING GRANT,2013,SOUTH EAST,205944.0
UNIVERSITY OF READING,TRAINING GRANT,2014,SOUTH EAST,177641.0
UNIVERSITY OF READING,TRAINING GRANT,2015,SOUTH EAST,1420877.0
UNIVERSITY OF READING,TRAINING GRANT,2016,SOUTH EAST,808642.0
UNIVERSITY OF READING,TRAINING GRANT,2017,SOUTH EAST,379216.0
UNIVERSITY OF READING,TRAINING GRANT,2018,SOUTH EAST,1038234.0
UNIVERSITY OF SALFORD,FELLOWSHIP,2017,NORTH WEST,110946.0
UNIVERSITY OF SALFORD,RESEARCH GRANT,2013,NORTH WEST,269545.0
UNIVERSITY OF SALFORD,RESEARCH GRANT,2015,NORTH WEST,956613.0
UNIVERSITY OF SALFORD,RESEARCH GRANT,2016,NORTH WEST,495573.0
UNIVERSITY OF SALFORD,RESEARCH GRANT,2017,NORTH WEST,1241231.0
UNIVERSITY OF SALFORD,RESEARCH GRANT,2018,NORTH WEST,2082146.0
UNIVERSITY OF SALFORD,TRAINING GRANT,2014,NORTH WEST,69524.0
UNIVERSITY OF SALFORD(THE),KNOWLEDGE TRANSFER PARTNERSHIP,2016,NORTH WEST,110334.0
UNIVERSITY OF SALFORD(THE),KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTH WEST,548684.0
UNIVERSITY OF SALFORD(THE),KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH WEST,258741.0
UNIVERSITY OF SHEFFIELD,BIS-FUNDED PROGRAMMES,2016,YORKSHIRE AND THE HUMBER,4100000.0
UNIVERSITY OF SHEFFIELD,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,5976447.0
UNIVERSITY OF SHEFFIELD,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,468463.0
UNIVERSITY OF SHEFFIELD,FELLOWSHIP,2014,YORKSHIRE AND THE HUMBER,643679.0
UNIVERSITY OF SHEFFIELD,FELLOWSHIP,2015,YORKSHIRE AND THE HUMBER,2866316.0
UNIVERSITY OF SHEFFIELD,FELLOWSHIP,2016,YORKSHIRE AND THE HUMBER,6258749.0
UNIVERSITY OF SHEFFIELD,FELLOWSHIP,2017,YORKSHIRE AND THE HUMBER,1631501.0
UNIVERSITY OF SHEFFIELD,FELLOWSHIP,2018,YORKSHIRE AND THE HUMBER,11911021.0
UNIVERSITY OF SHEFFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2016,YORKSHIRE AND THE HUMBER,406706.0
UNIVERSITY OF SHEFFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,819777.0
UNIVERSITY OF SHEFFIELD,KNOWLEDGE TRANSFER PARTNERSHIP,2018,YORKSHIRE AND THE HUMBER,429279.0
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2016,YORKSHIRE AND THE HUMBER,323928.0
UNIVERSITY OF SHEFFIELD,OTHER GRANT,2017,YORKSHIRE AND THE HUMBER,7979599.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2011,YORKSHIRE AND THE HUMBER,12604412.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2012,YORKSHIRE AND THE HUMBER,699361.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2013,YORKSHIRE AND THE HUMBER,7516215.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2014,YORKSHIRE AND THE HUMBER,19087079.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2015,YORKSHIRE AND THE HUMBER,29057977.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2016,YORKSHIRE AND THE HUMBER,77889910.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2017,YORKSHIRE AND THE HUMBER,35616929.0
UNIVERSITY OF SHEFFIELD,RESEARCH GRANT,2018,YORKSHIRE AND THE HUMBER,37806157.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2011,YORKSHIRE AND THE HUMBER,20915988.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2014,YORKSHIRE AND THE HUMBER,22684251.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2015,YORKSHIRE AND THE HUMBER,5249051.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2016,YORKSHIRE AND THE HUMBER,6123191.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2017,YORKSHIRE AND THE HUMBER,10137273.0
UNIVERSITY OF SHEFFIELD,TRAINING GRANT,2018,YORKSHIRE AND THE HUMBER,11083755.0
UNIVERSITY OF SOUTH WALES,KNOWLEDGE TRANSFER PARTNERSHIP,2018,WALES,140088.0
UNIVERSITY OF SOUTH WALES,RESEARCH GRANT,2018,WALES,278515.0
UNIVERSITY OF SOUTHAMPTON,CRD,2018,SOUTH EAST,1650000.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2013,SOUTH EAST,1105048.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2014,SOUTH EAST,3388488.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2015,SOUTH EAST,3836765.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2016,SOUTH EAST,2485355.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2017,SOUTH EAST,3211557.0
UNIVERSITY OF SOUTHAMPTON,FELLOWSHIP,2018,SOUTH EAST,4750751.0
UNIVERSITY OF SOUTHAMPTON,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH EAST,101840.0
UNIVERSITY OF SOUTHAMPTON,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,396640.0
UNIVERSITY OF SOUTHAMPTON,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH EAST,573818.0
UNIVERSITY OF SOUTHAMPTON,OTHER GRANT,2016,SOUTH EAST,4680553.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2012,SOUTH EAST,8139098.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2013,SOUTH EAST,26472232.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2014,SOUTH EAST,19501086.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2015,SOUTH EAST,40895221.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2016,SOUTH EAST,42095427.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2017,SOUTH EAST,69920170.0
UNIVERSITY OF SOUTHAMPTON,RESEARCH GRANT,2018,SOUTH EAST,32222885.0
UNIVERSITY OF SOUTHAMPTON,STUDY,2014,SOUTH EAST,4500000.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2011,SOUTH EAST,8119798.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2013,SOUTH EAST,617832.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2014,SOUTH EAST,23700220.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2015,SOUTH EAST,7020729.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2016,SOUTH EAST,9427250.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2017,SOUTH EAST,10345653.0
UNIVERSITY OF SOUTHAMPTON,TRAINING GRANT,2018,SOUTH EAST,13175935.0
UNIVERSITY OF ST ANDREWS,FELLOWSHIP,2014,SCOTLAND,1483059.0
UNIVERSITY OF ST ANDREWS,FELLOWSHIP,2017,SCOTLAND,1827060.0
UNIVERSITY OF ST ANDREWS,FELLOWSHIP,2018,SCOTLAND,1347498.0
UNIVERSITY OF ST ANDREWS,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SCOTLAND,112985.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2013,SCOTLAND,5343051.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2014,SCOTLAND,1222664.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2015,SCOTLAND,4943111.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2016,SCOTLAND,5216330.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2017,SCOTLAND,16742969.0
UNIVERSITY OF ST ANDREWS,RESEARCH GRANT,2018,SCOTLAND,21318122.0
UNIVERSITY OF ST ANDREWS,TRAINING GRANT,2014,SCOTLAND,10805760.0
UNIVERSITY OF ST ANDREWS,TRAINING GRANT,2015,SCOTLAND,2804522.0
UNIVERSITY OF ST ANDREWS,TRAINING GRANT,2016,SCOTLAND,1784777.0
UNIVERSITY OF ST ANDREWS,TRAINING GRANT,2017,SCOTLAND,851818.0
UNIVERSITY OF ST ANDREWS,TRAINING GRANT,2018,SCOTLAND,1555424.0
UNIVERSITY OF STIRLING,FELLOWSHIP,2014,SCOTLAND,462976.0
UNIVERSITY OF STIRLING,FELLOWSHIP,2018,SCOTLAND,641981.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2012,SCOTLAND,632016.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2013,SCOTLAND,460292.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2014,SCOTLAND,407897.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2015,SCOTLAND,1498692.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2016,SCOTLAND,2317993.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2017,SCOTLAND,5416861.0
UNIVERSITY OF STIRLING,RESEARCH GRANT,2018,SCOTLAND,3021619.0
UNIVERSITY OF STIRLING,TRAINING GRANT,2016,SCOTLAND,86776.0
UNIVERSITY OF STRATHCLYDE,FELLOWSHIP,2014,SCOTLAND,1071470.0
UNIVERSITY OF STRATHCLYDE,FELLOWSHIP,2015,SCOTLAND,1394319.0
UNIVERSITY OF STRATHCLYDE,FELLOWSHIP,2016,SCOTLAND,1100149.0
UNIVERSITY OF STRATHCLYDE,FELLOWSHIP,2017,SCOTLAND,1582667.0
UNIVERSITY OF STRATHCLYDE,FELLOWSHIP,2018,SCOTLAND,1373263.0
UNIVERSITY OF STRATHCLYDE,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SCOTLAND,294957.0
UNIVERSITY OF STRATHCLYDE,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SCOTLAND,275994.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2013,SCOTLAND,5438045.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2014,SCOTLAND,6233084.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2015,SCOTLAND,3403867.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2016,SCOTLAND,12385559.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2017,SCOTLAND,28969117.0
UNIVERSITY OF STRATHCLYDE,RESEARCH GRANT,2018,SCOTLAND,19933790.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2011,SCOTLAND,1231298.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2012,SCOTLAND,4348959.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2013,SCOTLAND,411888.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2014,SCOTLAND,13021616.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2015,SCOTLAND,2736735.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2016,SCOTLAND,3944646.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2017,SCOTLAND,1576525.0
UNIVERSITY OF STRATHCLYDE,TRAINING GRANT,2018,SCOTLAND,6231592.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,BIS-FUNDED PROGRAMMES,2017,SCOTLAND,6594642.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,CRD,2018,SCOTLAND,531390.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,KNOWLEDGE TRANSFER PARTNERSHIP,2014,SCOTLAND,100843.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SCOTLAND,140756.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SCOTLAND,579453.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SCOTLAND,699327.0
UNIVERSITY OF SUNDERLAND,RESEARCH GRANT,2018,NORTH EAST,1521812.0
UNIVERSITY OF SURREY,FELLOWSHIP,2017,SOUTH EAST,274272.0
UNIVERSITY OF SURREY,FELLOWSHIP,2018,SOUTH EAST,2839958.0
UNIVERSITY OF SURREY,KNOWLEDGE TRANSFER PARTNERSHIP,2015,SOUTH EAST,113490.0
UNIVERSITY OF SURREY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,SOUTH EAST,138087.0
UNIVERSITY OF SURREY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,SOUTH EAST,151121.0
UNIVERSITY OF SURREY,OTHER GRANT,2017,SOUTH EAST,8836433.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2013,SOUTH EAST,5415204.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2014,SOUTH EAST,8325898.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2015,SOUTH EAST,11327079.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2016,SOUTH EAST,28698026.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2017,SOUTH EAST,23011705.0
UNIVERSITY OF SURREY,RESEARCH GRANT,2018,SOUTH EAST,9161308.0
UNIVERSITY OF SURREY,TRAINING GRANT,2011,SOUTH EAST,10987802.0
UNIVERSITY OF SURREY,TRAINING GRANT,2013,SOUTH EAST,274592.0
UNIVERSITY OF SURREY,TRAINING GRANT,2014,SOUTH EAST,4936601.0
UNIVERSITY OF SURREY,TRAINING GRANT,2015,SOUTH EAST,2237606.0
UNIVERSITY OF SURREY,TRAINING GRANT,2016,SOUTH EAST,2846359.0
UNIVERSITY OF SURREY,TRAINING GRANT,2017,SOUTH EAST,1392866.0
UNIVERSITY OF SURREY,TRAINING GRANT,2018,SOUTH EAST,4602344.0
UNIVERSITY OF SUSSEX,FEASIBILITY STUDIES,2017,SOUTH EAST,238170.0
UNIVERSITY OF SUSSEX,FELLOWSHIP,2013,SOUTH EAST,253829.0
UNIVERSITY OF SUSSEX,FELLOWSHIP,2014,SOUTH EAST,92546.0
UNIVERSITY OF SUSSEX,FELLOWSHIP,2015,SOUTH EAST,2441846.0
UNIVERSITY OF SUSSEX,FELLOWSHIP,2017,SOUTH EAST,327845.0
UNIVERSITY OF SUSSEX,FELLOWSHIP,2018,SOUTH EAST,2518331.0
UNIVERSITY OF SUSSEX,KNOWLEDGE TRANSFER PARTNERSHIP,2018,SOUTH EAST,144039.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2013,SOUTH EAST,5633490.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2014,SOUTH EAST,2688647.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2015,SOUTH EAST,5939921.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2016,SOUTH EAST,6521604.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2017,SOUTH EAST,9408267.0
UNIVERSITY OF SUSSEX,RESEARCH GRANT,2018,SOUTH EAST,12952402.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2011,SOUTH EAST,4815835.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2013,SOUTH EAST,68648.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2014,SOUTH EAST,928849.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2015,SOUTH EAST,1360737.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2016,SOUTH EAST,640223.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2017,SOUTH EAST,434929.0
UNIVERSITY OF SUSSEX,TRAINING GRANT,2018,SOUTH EAST,1140394.0
UNIVERSITY OF TEESSIDE,CRD,2018,NORTH EAST,361280.0
UNIVERSITY OF TEESSIDE,KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTH EAST,91317.0
UNIVERSITY OF TEESSIDE,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH EAST,173039.0
UNIVERSITY OF TEESSIDE,RESEARCH GRANT,2017,NORTH EAST,91848.0
UNIVERSITY OF THE ANDES - COLOMBIA,RESEARCH GRANT,2017,OUTSIDE UK,275573.0
UNIVERSITY OF THE ARTS LONDON,RESEARCH GRANT,2017,LONDON,299280.0
UNIVERSITY OF THE ARTS LONDON,RESEARCH GRANT,2018,LONDON,6560653.0
UNIVERSITY OF THE FREE STATE,RESEARCH GRANT,2016,OUTSIDE UK,670903.0
UNIVERSITY OF THE HIGHLANDS AND ISLANDS,RESEARCH GRANT,2013,SCOTLAND,116053.0
UNIVERSITY OF THE WEST OF ENGLAND,FELLOWSHIP,2018,SOUTH WEST,1318758.0
