Value,Year,ProviderType,Purpose,ProviderName
17042.64,2014,COMPANY,EDUCATION,TRAINING SYNERGY LIMITED
2344542.35,2014,COLLEGE,EDUCATION,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE
4963522,2014,COLLEGE,EDUCATION,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE
152437,2014,COLLEGE,EDUCATION,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE
423917,2014,COLLEGE,EDUCATION,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE
389674,2014,COLLEGE,EDUCATION,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE
6166.3,2014,COMPANY,EDUCATION,THE TERRI BROOKE SCHOOL OF NAILS AND BEAUTY LTD
208809.49,2014,COMPANY,EDUCATION,ITS TRAINING LTD
258118.49,2014,COMPANY,EDUCATION,ITS TRAINING LTD
209089.25,2014,COMPANY,EDUCATION,ITS TRAINING LTD
1622519.72,2014,COMPANY,EDUCATION,AGILISYS LIMITED
170197.91,2014,COMPANY,EDUCATION,AGILISYS LIMITED
170197.91,2014,COMPANY,EDUCATION,AGILISYS LIMITED
441244.21,2014,COMPANY,EDUCATION,HOOPLE LTD
470690.3,2014,COMPANY,EDUCATION,HOOPLE LTD
372306.29,2014,COMPANY,EDUCATION,HOOPLE LTD
1952505.16,2014,COMPANY,EDUCATION,RATHBONE TRAINING
1876471.07,2014,COMPANY,EDUCATION,RATHBONE TRAINING
1820006.01,2014,COMPANY,EDUCATION,RATHBONE TRAINING
493482.14,2014,COMPANY,EDUCATION,AVANTA ENTERPRISE LIMITED
5928377.15,2014,COMPANY,EDUCATION,AVANTA ENTERPRISE LIMITED
1780251.15,2014,COMPANY,EDUCATION,AVANTA ENTERPRISE LIMITED
476174.03,2014,COMPANY,EDUCATION,THE APPRENTICE ACADEMY LIMITED
33024.63,2014,COMPANY,EDUCATION,THE APPRENTICE ACADEMY LIMITED
33024.63,2014,COMPANY,EDUCATION,THE APPRENTICE ACADEMY LIMITED
1378217.28,2014,COMPANY,EDUCATION,GP STRATEGIES TRAINING LIMITED
13553289.59,2014,COMPANY,EDUCATION,GP STRATEGIES TRAINING LIMITED
13551777.7,2014,COMPANY,EDUCATION,GP STRATEGIES TRAINING LIMITED
866592.04,2014,COLLEGE,EDUCATION,EASTON AND OTLEY COLLEGE
2134138.84,2014,COLLEGE,EDUCATION,EASTON AND OTLEY COLLEGE
40168,2014,COLLEGE,EDUCATION,EASTON AND OTLEY COLLEGE
306005.49,2014,COLLEGE,EDUCATION,EASTON AND OTLEY COLLEGE
436112.69,2014,COLLEGE,EDUCATION,EASTON AND OTLEY COLLEGE
1185327.1,2014,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
497247.85,2014,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
497247.85,2014,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
9057.33,2014,COMPANY,EDUCATION,UNITED LEARNING TRUST
14422.11,2014,COMPANY,EDUCATION,UNITED LEARNING TRUST
14422.11,2014,COMPANY,EDUCATION,UNITED LEARNING TRUST
2400,2014,COMPANY,EDUCATION,BIMM LIMITED
28676.93,2014,COMPANY,EDUCATION,OPPORTUNITIES WORKSHOP LIMITED
13800,2014,COMPANY,EDUCATION,TDLC LIMITED
260495.86,2014,COMPANY,EDUCATION,SKILLS FOR HEALTH LIMITED
1241593.09,2014,COMPANY,EDUCATION,SKILLS FOR HEALTH LIMITED
50019.2,2014,COMPANY,EDUCATION,SKILLS FOR HEALTH LIMITED
1177344.88,2014,COMPANY,EDUCATION,SKILLS FOR HEALTH LIMITED
4872372.82,2014,COMPANY,EDUCATION,FIRST4SKILLS LIMITED
9458767.23,2014,COMPANY,EDUCATION,FIRST4SKILLS LIMITED
16383.77,2014,COMPANY,EDUCATION,FIRST4SKILLS LIMITED
9119567.97,2014,COMPANY,EDUCATION,FIRST4SKILLS LIMITED
2096184.36,2014,COMPANY,EDUCATION,PERA TRAINING LIMITED
6569223.19,2014,COMPANY,EDUCATION,PERA TRAINING LIMITED
6564436.29,2014,COMPANY,EDUCATION,PERA TRAINING LIMITED
5595.96,2014,COMPANY,EDUCATION,BROOKS & KIRK LIMITED
34946.12,2014,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
709201.44,2014,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
63923,2014,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
85006.44,2014,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
134829.66,2014,COMPANY,EDUCATION,GI GROUP RECRUITMENT LTD
859126.73,2014,COMPANY,EDUCATION,GI GROUP RECRUITMENT LTD
859126.73,2014,COMPANY,EDUCATION,GI GROUP RECRUITMENT LTD
883.28,2014,COMPANY,EDUCATION,JOHN FRANK TRAINING LTD
1467509.5,2014,COMPANY,EDUCATION,NEXT GROUP PLC
300982.57,2014,COMPANY,EDUCATION,NEXT GROUP PLC
300982.57,2014,COMPANY,EDUCATION,NEXT GROUP PLC
597016.84,2014,COMPANY,EDUCATION,HEALTH EDUCATION NORTH EAST
386478.17,2014,COMPANY,EDUCATION,HEALTH EDUCATION NORTH EAST
305497.17,2014,COMPANY,EDUCATION,HEALTH EDUCATION NORTH EAST
167907.04,2014,COMPANY,EDUCATION,VISION EXPRESS (UK) LIMITED
30555.38,2014,COMPANY,EDUCATION,VISION EXPRESS (UK) LIMITED
30555.38,2014,COMPANY,EDUCATION,VISION EXPRESS (UK) LIMITED
12292.2,2014,COMPANY,EDUCATION,THE BEAUTY ACADEMY LIMITED
643929.62,2014,COMPANY,EDUCATION,JANCETT CHILDCARE & JACE TRAINING LIMITED
588367.8,2014,COMPANY,EDUCATION,JANCETT CHILDCARE & JACE TRAINING LIMITED
6262.96,2014,COMPANY,EDUCATION,JANCETT CHILDCARE & JACE TRAINING LIMITED
487371.12,2014,COMPANY,EDUCATION,JANCETT CHILDCARE & JACE TRAINING LIMITED
20263.19,2014,COMPANY,EDUCATION,PRET A MANGER (EUROPE) LIMITED
2539.68,2014,COMPANY,EDUCATION,PRET A MANGER (EUROPE) LIMITED
2539.68,2014,COMPANY,EDUCATION,PRET A MANGER (EUROPE) LIMITED
997408.25,2014,COMPANY,EDUCATION,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LTD
107163.73,2014,COMPANY,EDUCATION,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LTD
107163.73,2014,COMPANY,EDUCATION,BOSCH AUTOMOTIVE SERVICE SOLUTIONS LTD
4339.13,2014,COMPANY,EDUCATION,THE OXFORD SCHOOL OF DRAMA TRUST
249067.9,2014,COMPANY,EDUCATION,GORDON FRANKS TRAINING LIMITED
206852.8,2014,COMPANY,EDUCATION,GORDON FRANKS TRAINING LIMITED
170876.76,2014,COMPANY,EDUCATION,GORDON FRANKS TRAINING LIMITED
5325.21,2014,COMPANY,EDUCATION,PIZZA HUT (U.K.) LIMITED
2198.5,2014,COMPANY,EDUCATION,PIZZA HUT (U.K.) LIMITED
2198.5,2014,COMPANY,EDUCATION,PIZZA HUT (U.K.) LIMITED
938741.1,2014,COMPANY,EDUCATION,SUMMERHOUSE EQUESTRIAN AND TRAINING CENTRE LLP
1995866.49,2014,COMPANY,EDUCATION,SUMMERHOUSE EQUESTRIAN AND TRAINING CENTRE LLP
1986002.16,2014,COMPANY,EDUCATION,SUMMERHOUSE EQUESTRIAN AND TRAINING CENTRE LLP
2289217.96,2014,COMPANY,EDUCATION,EQL SOLUTIONS LIMITED
5244915.74,2014,COMPANY,EDUCATION,EQL SOLUTIONS LIMITED
3217173.73,2014,COMPANY,EDUCATION,EQL SOLUTIONS LIMITED
181347.72,2014,COMPANY,EDUCATION,MOMENTUM TRAINING AND CONSULTANCY LTD
60471.69,2014,COMPANY,EDUCATION,MOMENTUM TRAINING AND CONSULTANCY LTD
60471.69,2014,COMPANY,EDUCATION,MOMENTUM TRAINING AND CONSULTANCY LTD
181753.07,2014,COMPANY,EDUCATION,HOB SALONS LIMITED
14653.83,2014,COMPANY,EDUCATION,HOB SALONS LIMITED
14653.83,2014,COMPANY,EDUCATION,HOB SALONS LIMITED
123398.53,2014,COMPANY,EDUCATION,BE WISER INSURANCE SERVICES LTD
192412.58,2014,COMPANY,EDUCATION,BE WISER INSURANCE SERVICES LTD
192412.58,2014,COMPANY,EDUCATION,BE WISER INSURANCE SERVICES LTD
2564666.57,2014,COLLEGE,EDUCATION,PROSPECTS COLLEGE OF ADVANCED TECHNOLOGY
748232.91,2014,COLLEGE,EDUCATION,PROSPECTS COLLEGE OF ADVANCED TECHNOLOGY
677710.91,2014,COLLEGE,EDUCATION,PROSPECTS COLLEGE OF ADVANCED TECHNOLOGY
60101.81,2014,COMPANY,EDUCATION,HALFORDS LIMITED
84636.35,2014,COMPANY,EDUCATION,HALFORDS LIMITED
84636.35,2014,COMPANY,EDUCATION,HALFORDS LIMITED
213746.66,2015,COMPANY,EDUCATION,5 E LTD.
1200726.89,2015,COMPANY,EDUCATION,5 E LTD.
98128.99,2015,COMPANY,EDUCATION,5 E LTD.
473670.15,2015,COMPANY,EDUCATION,5 E LTD.
40969.19,2015,COMPANY,EDUCATION,A4E LTD
1644835.54,2015,COMPANY,EDUCATION,A4E LTD
15521,2015,COMPANY,EDUCATION,A4E LTD
227492.18,2015,COMPANY,EDUCATION,A4E LTD
572190.32,2015,COLLEGE,EDUCATION,ABINGDON AND WITNEY COLLEGE
2606139.62,2015,COLLEGE,EDUCATION,ABINGDON AND WITNEY COLLEGE
410739.79,2015,COLLEGE,EDUCATION,ABINGDON AND WITNEY COLLEGE
2067360,2015,COLLEGE,EDUCATION,ABINGDON AND WITNEY COLLEGE
280147.01,2015,COLLEGE,EDUCATION,ABINGDON AND WITNEY COLLEGE
83374.46,2015,COMPANY,EDUCATION,ABIS RESOURCES LIMITED
547426.27,2015,COMPANY,EDUCATION,ACACIA TRAINING AND DEVELOPMENT LTD
1564337.27,2015,COMPANY,EDUCATION,ACACIA TRAINING AND DEVELOPMENT LTD
480.17,2015,COMPANY,EDUCATION,ACACIA TRAINING AND DEVELOPMENT LTD
811101.71,2015,COMPANY,EDUCATION,ACACIA TRAINING AND DEVELOPMENT LTD
112644.13,2015,COMPANY,EDUCATION,ACACIA TRAINING LIMITED
1819825.39,2015,COMPANY,EDUCATION,ACACIA TRAINING LIMITED
51386.66,2015,COMPANY,EDUCATION,ACACIA TRAINING LIMITED
1819825.39,2015,COMPANY,EDUCATION,ACACIA TRAINING LIMITED
23608.9,2015,COMPANY,EDUCATION,ACADEMIES ENTERPRISE TRUST
39014.91,2015,COMPANY,EDUCATION,ACADEMIES ENTERPRISE TRUST
39014.91,2015,COMPANY,EDUCATION,ACADEMIES ENTERPRISE TRUST
522520.66,2015,COMPANY,EDUCATION,ACADEMY EDUCATION LIMITED
149474,2015,COMPANY,EDUCATION,ACADEMY EDUCATION LIMITED
1269,2015,COMPANY,EDUCATION,ACADEMY EDUCATION LIMITED
149474,2015,COMPANY,EDUCATION,ACADEMY EDUCATION LIMITED
239973.93,2015,COMPANY,EDUCATION,ACADEMY TRAINING GROUP LIMITED
63500.51,2015,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
704025.18,2015,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
49774,2015,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
191843.67,2015,COMPANY,EDUCATION,ACADEMY TRANSFORMATION TRUST
3530.55,2015,COMPANY,EDUCATION,ACCESS TO MUSIC LIMITED
1110455.76,2015,COMPANY,EDUCATION,ACCESS TO MUSIC LIMITED
112165.43,2015,COMPANY,EDUCATION,ACCESS TO MUSIC LIMITED
421.92,2015,COMPANY,EDUCATION,ACCESS TO MUSIC LIMITED
592891.67,2015,COMPANY,EDUCATION,ACCESS TRAINING (EAST MIDLANDS) LTD
704611.52,2015,COMPANY,EDUCATION,ACCESS TRAINING (EAST MIDLANDS) LTD
622121.14,2015,COMPANY,EDUCATION,ACCESS TRAINING (EAST MIDLANDS) LTD
611091.48,2015,COMPANY,EDUCATION,ACCESS TRAINING LIMITED
910571.51,2015,COMPANY,EDUCATION,ACCESS TRAINING LIMITED
7357.5,2015,COMPANY,EDUCATION,ACCESS TRAINING LIMITED
640183.73,2015,COMPANY,EDUCATION,ACCESS TRAINING LIMITED
905823.23,2015,COLLEGE,EDUCATION,ACCRINGTON AND ROSSENDALE COLLEGE
3673088.46,2015,COLLEGE,EDUCATION,ACCRINGTON AND ROSSENDALE COLLEGE
273172.53,2015,COLLEGE,EDUCATION,ACCRINGTON AND ROSSENDALE COLLEGE
601889.31,2015,COLLEGE,EDUCATION,ACCRINGTON AND ROSSENDALE COLLEGE
1387979.23,2015,COMPANY,EDUCATION,ACHIEVE THROUGH LEARNING LIMITED
1093107.26,2015,COMPANY,EDUCATION,ACHIEVE THROUGH LEARNING LIMITED
480852.57,2015,COMPANY,EDUCATION,ACHIEVEMENT TRAINING LIMITED
1108830.03,2015,COMPANY,EDUCATION,ACHIEVEMENT TRAINING LIMITED
39254.93,2015,COMPANY,EDUCATION,ACHIEVEMENT TRAINING LIMITED
524550.57,2015,COMPANY,EDUCATION,ACHIEVEMENT TRAINING LIMITED
490,2015,COMPANY,EDUCATION,ACTIV8 LEARNING
2993594.99,2015,COMPANY,EDUCATION,ACTIVATE LEARNING
5767593.53,2015,COMPANY,EDUCATION,ACTIVATE LEARNING
813219.62,2015,COMPANY,EDUCATION,ACTIVATE LEARNING
106889.07,2015,COMPANY,EDUCATION,ACTIVATE LEARNING
1135011.97,2015,COMPANY,EDUCATION,ACTIVATE LEARNING
562384.29,2015,COMPANY,EDUCATION,AGE UK TRADING CIC
2172266.2,2015,COMPANY,EDUCATION,AGE UK TRADING CIC
1584718.56,2015,COMPANY,EDUCATION,AGE UK TRADING CIC
838352.49,2015,COMPANY,EDUCATION,ALDER TRAINING LIMITED
1069240.95,2015,COMPANY,EDUCATION,ALDER TRAINING LIMITED
1069240.95,2015,COMPANY,EDUCATION,ALDER TRAINING LIMITED
14829.13,2015,COMPANY,EDUCATION,ALL TRADES TRAINING LIMITED
150026.53,2015,COMPANY,EDUCATION,ALL TRADES TRAINING LIMITED
125058.17,2015,COMPANY,EDUCATION,ALL TRADES TRAINING LIMITED
1045723.64,2015,COMPANY,EDUCATION,ALLIANCE LEARNING
563538.25,2015,COMPANY,EDUCATION,ALLIANCE LEARNING
545490.99,2015,COMPANY,EDUCATION,ALLIANCE LEARNING
500.000000000002,2015,COMPANY,EDUCATION,ALPHA CARE AGENCY LIMITED
78836.09,2015,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
15688.86,2015,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
15688.86,2015,COMPANY,EDUCATION,ALT VALLEY COMMUNITY TRUST LIMITED
128253.61,2015,COLLEGE,EDUCATION,ALTON COLLEGE
19778.38,2015,COLLEGE,EDUCATION,ALTON COLLEGE
215509,2015,COLLEGE,EDUCATION,AMERSHAM & WYCOMBE COLLEGE
2053088.91,2015,COLLEGE,EDUCATION,AMERSHAM & WYCOMBE COLLEGE
180929.99,2015,COLLEGE,EDUCATION,AMERSHAM & WYCOMBE COLLEGE
198254.52,2015,COLLEGE,EDUCATION,AMERSHAM & WYCOMBE COLLEGE
166622.34,2015,COMPANY,EDUCATION,ANDERSON STOCKLEY ACCREDITED TRAINING LTD
121497.57,2015,COMPANY,EDUCATION,ANDERSON STOCKLEY ACCREDITED TRAINING LTD
121497.57,2015,COMPANY,EDUCATION,ANDERSON STOCKLEY ACCREDITED TRAINING LTD
643981.06,2015,COMPANY,EDUCATION,ANDREW COLLINGE TRAINING LIMITED
25171.6,2015,COMPANY,EDUCATION,ANDREW COLLINGE TRAINING LIMITED
25171.6,2015,COMPANY,EDUCATION,ANDREW COLLINGE TRAINING LIMITED
141000,2015,UNIVERSITY,EDUCATION,ANGLIA RUSKIN UNIVERSITY
125400,2015,UNIVERSITY,EDUCATION,ANGLIA RUSKIN UNIVERSITY
125400,2015,UNIVERSITY,EDUCATION,ANGLIA RUSKIN UNIVERSITY
80531.56,2015,COMPANY,EDUCATION,ANNE CLARKE ASSOCIATES LIMITED
1761778.13,2015,COMPANY,EDUCATION,ANNE CLARKE ASSOCIATES LIMITED
225.65,2015,COMPANY,EDUCATION,ANNE CLARKE ASSOCIATES LIMITED
588725.93,2015,COMPANY,EDUCATION,ANNE CLARKE ASSOCIATES LIMITED
1054875.15,2015,COMPANY,EDUCATION,APPRENTICE FUNDING ASSISTANT LIMITED
201560.78,2015,COMPANY,EDUCATION,APPRENTICE FUNDING ASSISTANT LIMITED
201149.08,2015,COMPANY,EDUCATION,APPRENTICE FUNDING ASSISTANT LIMITED
1254045.19,2015,COMPANY,EDUCATION,APPRENTICESHIPS & TRAINING SERVICES CONSORTIUM LIMITED
852045.73,2015,COMPANY,EDUCATION,APPRENTICESHIPS & TRAINING SERVICES CONSORTIUM LIMITED
828024.41,2015,COMPANY,EDUCATION,APPRENTICESHIPS & TRAINING SERVICES CONSORTIUM LIMITED
994413.54,2015,COMPANY,EDUCATION,APPRIS CHARITY LIMITED
165822.91,2015,COMPANY,EDUCATION,APPRIS CHARITY LIMITED
144037.87,2015,COMPANY,EDUCATION,APPRIS CHARITY LIMITED
82568,2015,COLLEGE,EDUCATION,AQUINAS COLLEGE
450,2015,COLLEGE,EDUCATION,AQUINAS COLLEGE
84160.27,2015,UNIVERSITY,EDUCATION,"ARTS UNIVERSITY BOURNEMOUTH, THE"
11415,2015,UNIVERSITY,EDUCATION,"ARTS UNIVERSITY BOURNEMOUTH, THE"
6612.36,2015,COLLEGE,EDUCATION,ASHTON SIXTH FORM COLLEGE
159769.15,2015,COLLEGE,EDUCATION,ASHTON SIXTH FORM COLLEGE
503.58,2015,COLLEGE,EDUCATION,ASHTON SIXTH FORM COLLEGE
1445.79,2015,COLLEGE,EDUCATION,ASHTON SIXTH FORM COLLEGE
1359306.92,2015,COLLEGE,EDUCATION,ASKHAM BRYAN COLLEGE
1777090.01,2015,COLLEGE,EDUCATION,ASKHAM BRYAN COLLEGE
225449,2015,COLLEGE,EDUCATION,ASKHAM BRYAN COLLEGE
296267,2015,COLLEGE,EDUCATION,ASKHAM BRYAN COLLEGE
386503.12,2015,COLLEGE,EDUCATION,ASKHAM BRYAN COLLEGE
664583.8,2015,COMPANY,EDUCATION,ASPIRATION TRAINING LIMITED
2392749.09,2015,COMPANY,EDUCATION,ASPIRATION TRAINING LIMITED
1343263.02,2015,COMPANY,EDUCATION,ASPIRATION TRAINING LIMITED
18308970.84,2015,COMPANY,EDUCATION,ASPIRE ACHIEVE ADVANCE LIMITED
3346028.76,2015,COMPANY,EDUCATION,ASPIRE ACHIEVE ADVANCE LIMITED
3324955.54,2015,COMPANY,EDUCATION,ASPIRE ACHIEVE ADVANCE LIMITED
422154.74,2015,COMPANY,EDUCATION,ASPIRE TRAINING TEAM LIMITED
174475.57,2015,COMPANY,EDUCATION,ASPIRE TRAINING TEAM LIMITED
10.29,2015,COMPANY,EDUCATION,ASPIRE TRAINING TEAM LIMITED
170800.7,2015,COMPANY,EDUCATION,ASPIRE TRAINING TEAM LIMITED
1039223.44,2015,COMPANY,EDUCATION,ASSET TRAINING & CONSULTANCY LIMITED
2653195.82,2015,COMPANY,EDUCATION,ASSET TRAINING & CONSULTANCY LIMITED
3849,2015,COMPANY,EDUCATION,ASSET TRAINING & CONSULTANCY LIMITED
1586040.57,2015,COMPANY,EDUCATION,ASSET TRAINING & CONSULTANCY LIMITED
709782,2015,UNIVERSITY,EDUCATION,ASTON UNIVERSITY
709782,2015,UNIVERSITY,EDUCATION,ASTON UNIVERSITY
1926487.47,2015,COMPANY,EDUCATION,ASTUTE MINDS LTD
479405.88,2015,COMPANY,EDUCATION,ASTUTE MINDS LTD
386716.5,2015,COMPANY,EDUCATION,ASTUTE MINDS LTD
903207.33,2015,COMPANY,EDUCATION,ATG TRAINING
1446916.57,2015,COMPANY,EDUCATION,ATG TRAINING
1187999.84,2015,COMPANY,EDUCATION,ATG TRAINING
86042.15,2015,COMPANY,EDUCATION,AURELIA TRAINING LIMITED
444708.03,2015,COMPANY,EDUCATION,AURELIA TRAINING LIMITED
426268.82,2015,COMPANY,EDUCATION,AURELIA TRAINING LIMITED
828505.76,2015,COMPANY,EDUCATION,AVANT PARTNERSHIP LIMITED
590169.58,2015,COMPANY,EDUCATION,AVANT PARTNERSHIP LIMITED
2896.2,2015,COMPANY,EDUCATION,AVANT PARTNERSHIP LIMITED
441502.19,2015,COMPANY,EDUCATION,AVANT PARTNERSHIP LIMITED
12425.06,2015,COMPANY,EDUCATION,AWE PLC
793.23,2015,COMPANY,EDUCATION,AWE PLC
793.23,2015,COMPANY,EDUCATION,AWE PLC
286652.74,2015,COMPANY,EDUCATION,AXIA SOLUTIONS LIMITED
705766.61,2015,COMPANY,EDUCATION,AXIA SOLUTIONS LIMITED
532432.43,2015,COMPANY,EDUCATION,AXIA SOLUTIONS LIMITED
1209198.9,2015,COLLEGE,EDUCATION,AYLESBURY COLLEGE
1468698.29,2015,COLLEGE,EDUCATION,AYLESBURY COLLEGE
125056.19,2015,COLLEGE,EDUCATION,AYLESBURY COLLEGE
529600.85,2015,COLLEGE,EDUCATION,AYLESBURY COLLEGE
1056554.58,2015,COMPANY,EDUCATION,B L TRAINING LIMITED
348654.1,2015,COMPANY,EDUCATION,B L TRAINING LIMITED
347361.75,2015,COMPANY,EDUCATION,B L TRAINING LIMITED
1066304.4,2015,COMPANY,EDUCATION,B2B ENGAGE LIMITED
740785.38,2015,COMPANY,EDUCATION,B2B ENGAGE LIMITED
16538.13,2015,COMPANY,EDUCATION,B2B ENGAGE LIMITED
487347.2,2015,COMPANY,EDUCATION,B2B ENGAGE LIMITED
1298436.86,2015,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
501561.14,2015,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
501561.14,2015,COMPANY,EDUCATION,BABCOCK SKILLS DEVELOPMENT AND TRAINING LIMITED
8990392.66,2015,COMPANY,EDUCATION,BABCOCK TRAINING LIMITED
26781463.18,2015,COMPANY,EDUCATION,BABCOCK TRAINING LIMITED
212.95,2015,COMPANY,EDUCATION,BABCOCK TRAINING LIMITED
26535819.06,2015,COMPANY,EDUCATION,BABCOCK TRAINING LIMITED
3838871.09,2015,COLLEGE,EDUCATION,BABINGTON BUSINESS COLLEGE LIMITED
5728953.62,2015,COLLEGE,EDUCATION,BABINGTON BUSINESS COLLEGE LIMITED
215.45,2015,COLLEGE,EDUCATION,BABINGTON BUSINESS COLLEGE LIMITED
4556649.29,2015,COLLEGE,EDUCATION,BABINGTON BUSINESS COLLEGE LIMITED
2552843.7,2015,COMPANY,EDUCATION,BAE SYSTEMS PLC
849130.16,2015,COMPANY,EDUCATION,BAE SYSTEMS PLC
849130.16,2015,COMPANY,EDUCATION,BAE SYSTEMS PLC
5080846.36,2015,COMPANY,EDUCATION,BALTIC TRAINING SERVICES LIMITED
2002816.25,2015,COMPANY,EDUCATION,BALTIC TRAINING SERVICES LIMITED
2929,2015,COMPANY,EDUCATION,BALTIC TRAINING SERVICES LIMITED
1103168.45,2015,COMPANY,EDUCATION,BALTIC TRAINING SERVICES LIMITED
153761.23,2015,COMPANY,EDUCATION,BARCHESTER HEALTHCARE LIMITED
334316.89,2015,COMPANY,EDUCATION,BARCHESTER HEALTHCARE LIMITED
277832.77,2015,COMPANY,EDUCATION,BARCHESTER HEALTHCARE LIMITED
52250.94,2015,COMPANY,EDUCATION,BARKING & DAGENHAM LONDON BOROUGH COUNCIL
813417.28,2015,COMPANY,EDUCATION,BARKING & DAGENHAM LONDON BOROUGH COUNCIL
18730.04,2015,COMPANY,EDUCATION,BARKING & DAGENHAM LONDON BOROUGH COUNCIL
819686,2015,COMPANY,EDUCATION,BARKING & DAGENHAM LONDON BOROUGH COUNCIL
60559.38,2015,COMPANY,EDUCATION,BARKING & DAGENHAM LONDON BOROUGH COUNCIL
1656002.83,2015,COLLEGE,EDUCATION,BARKING AND DAGENHAM COLLEGE
6425302.17,2015,COLLEGE,EDUCATION,BARKING AND DAGENHAM COLLEGE
740738.94,2015,COLLEGE,EDUCATION,BARKING AND DAGENHAM COLLEGE
693777.54,2015,COLLEGE,EDUCATION,BARKING AND DAGENHAM COLLEGE
201009.15,2015,COMPANY,EDUCATION,BARNARDO'S
113128.28,2015,COMPANY,EDUCATION,BARNARDO'S
182.7,2015,COMPANY,EDUCATION,BARNARDO'S
87858.26,2015,COMPANY,EDUCATION,BARNARDO'S
677927.83,2015,COLLEGE,EDUCATION,BARNET & SOUTHGATE COLLEGE
13155205.33,2015,COLLEGE,EDUCATION,BARNET & SOUTHGATE COLLEGE
994629.49,2015,COLLEGE,EDUCATION,BARNET & SOUTHGATE COLLEGE
500662,2015,COLLEGE,EDUCATION,BARNET & SOUTHGATE COLLEGE
1581878.49,2015,COLLEGE,EDUCATION,BARNET & SOUTHGATE COLLEGE
429366.76,2015,COLLEGE,EDUCATION,BARNFIELD COLLEGE
3965247.28,2015,COLLEGE,EDUCATION,BARNFIELD COLLEGE
339147.66,2015,COLLEGE,EDUCATION,BARNFIELD COLLEGE
199640,2015,COLLEGE,EDUCATION,BARNFIELD COLLEGE
252553.86,2015,COLLEGE,EDUCATION,BARNFIELD COLLEGE
2879624.64,2015,COLLEGE,EDUCATION,BARNSLEY COLLEGE
3371246.56,2015,COLLEGE,EDUCATION,BARNSLEY COLLEGE
342551.65,2015,COLLEGE,EDUCATION,BARNSLEY COLLEGE
1284036.02,2015,COLLEGE,EDUCATION,BARNSLEY COLLEGE
868429.05,2015,COMPANY,EDUCATION,BARNSLEY METROPOLITAN BOROUGH COUNCIL
65624,2015,COMPANY,EDUCATION,BARNSLEY METROPOLITAN BOROUGH COUNCIL
1211033,2015,COMPANY,EDUCATION,BARNSLEY METROPOLITAN BOROUGH COUNCIL
213563.29,2015,COLLEGE,EDUCATION,BARTON PEVERIL SIXTH FORM COLLEGE
3426.37,2015,COLLEGE,EDUCATION,BARTON PEVERIL SIXTH FORM COLLEGE
1358940.9,2015,COLLEGE,EDUCATION,BASINGSTOKE COLLEGE OF TECHNOLOGY
3711813.57,2015,COLLEGE,EDUCATION,BASINGSTOKE COLLEGE OF TECHNOLOGY
178205.09,2015,COLLEGE,EDUCATION,BASINGSTOKE COLLEGE OF TECHNOLOGY
49208,2015,COLLEGE,EDUCATION,BASINGSTOKE COLLEGE OF TECHNOLOGY
1875034.98,2015,COLLEGE,EDUCATION,BASINGSTOKE COLLEGE OF TECHNOLOGY
348740.41,2015,COMPANY,EDUCATION,BASINGSTOKE YOUTH ACTION TRUST LIMITED
201447.24,2015,COMPANY,EDUCATION,BASINGSTOKE YOUTH ACTION TRUST LIMITED
201447.24,2015,COMPANY,EDUCATION,BASINGSTOKE YOUTH ACTION TRUST LIMITED
806054.09,2015,COLLEGE,EDUCATION,BATH COLLEGE
3207766.24,2015,COLLEGE,EDUCATION,BATH COLLEGE
309126,2015,COLLEGE,EDUCATION,BATH COLLEGE
345293,2015,COLLEGE,EDUCATION,BATH COLLEGE
260044.69,2015,COLLEGE,EDUCATION,BATH COLLEGE
2411146.47,2015,COMPANY,EDUCATION,BC ARCH LIMITED 
457428.1,2015,COMPANY,EDUCATION,BC ARCH LIMITED 
457428.1,2015,COMPANY,EDUCATION,BC ARCH LIMITED 
2700156.24,2015,COMPANY,EDUCATION,BCTG LIMITED
8712415.7,2015,COMPANY,EDUCATION,BCTG LIMITED
