LeadROName,StartDate,AwardPounds
TELEDYNE E2V (UK) LIMITED,2018,4628332.0
TELESPAZIO VEGA UK LIMITED,2017,210794.0
TELONOSTIX LTD.,2018,91445.0
TEMPORAL COMPUTING LTD,2018,69612.0
TENGIO  LTD,2018,46741.0
TEQNIQA SYSTEMS LIMITED,2017,649669.0
TERAVIEW LIMITED,2018,733745.0
TERRAVESTA ASSURED ENERGY CROPS LIMITED,2016,380427.0
TETHIR LTD,2018,429078.0
TETREON TECHNOLOGIES LIMITED,2017,104933.0
TETRONICS (INTERNATIONAL) LIMITED,2015,549573.0
TEVVA MOTORS LIMITED,2017,2181009.0
THALES UK LIMITED,2016,9950190.0
THANET EARTH MARKETING LIMITED,2016,363775.0
THE ALAN TURING INSTITUTE,2015,42000000.0
THE ALAN TURING INSTITUTE,2018,8995145.0
THE ANIMAL HEALTH TRUST,2017,268746.0
THE BIO NANO CENTRE LIMITED,2016,817746.0
THE BIO NANO CENTRE LIMITED,2018,311349.0
THE BLUEPRINT (GROUP)  LIMITED,2018,34985.0
THE BRITISH MUSEUM,2016,755320.0
THE BRITISH MUSEUM,2017,78375.0
THE CAREER INNOVATION COMPANY  LIMITED,2018,59156.0
THE CHRISTIE NHS FOUNDATION TRUST,2018,6800973.0
THE FARADAY INSTITUTION,2018,57653238.0
THE FEELIES LTD,2018,47112.0
THE FINANCIAL CONDUCT AUTHORITY,2018,662500.0
THE FOUNDRY VISIONMONGERS LTD.,2018,364614.0
THE FRANCIS CRICK INSTITUTE,2013,1083991.0
THE FRANCIS CRICK INSTITUTE,2015,633797.0
THE FRANCIS CRICK INSTITUTE,2016,528147.0
THE FRANCIS CRICK INSTITUTE,2017,8500320.0
THE FRANCIS CRICK INSTITUTE,2018,682365.0
THE GROUND UP,2018,8414.0
THE IMAGINARIUM STUDIOS LIMITED,2016,397776.0
THE JAMES HUTTON INSTITUTE,2013,624435.0
THE JAMES HUTTON INSTITUTE,2016,207520.0
THE JAMES HUTTON INSTITUTE,2017,130150.0
THE JAMES HUTTON INSTITUTE,2018,482660.0
"THE JENNER INSTITUTE, UNIVERSITY OF OXFORD",2017,3463675.0
THE JORDANS & RYVITA COMPANY LIMITED,2016,367965.0
THE LONDON SLEEP COMPANY LTD,2018,8414.0
THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,2017,11171789.0
THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,2018,71915276.0
THE MOBOX FOUNDATION C.I.C.,2018,204853.0
THE NATIONAL LOBSTER HATCHERY,2016,1018483.0
THE NATURAL HISTORY MUSEUM,2014,18551.0
THE NATURAL HISTORY MUSEUM,2015,2102379.0
THE NATURAL HISTORY MUSEUM,2016,1366186.0
THE NATURAL HISTORY MUSEUM,2017,2246723.0
THE NATURAL HISTORY MUSEUM,2018,2236366.0
THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2018,6935144.0
THE OBSERVATORY SCIENCE CENTRE,2018,15000.0
THE PIRBRIGHT INSTITUTE,2014,6131742.0
THE PIRBRIGHT INSTITUTE,2015,1481686.0
THE PIRBRIGHT INSTITUTE,2016,2684412.0
THE PIRBRIGHT INSTITUTE,2017,4928606.0
THE PIRBRIGHT INSTITUTE,2018,5842581.0
THE PJH PARTNERSHIP LIMITED,2018,40043.0
THE ROBERT GORDON UNIVERSITY,2016,551721.0
THE ROBERT GORDON UNIVERSITY,2017,1446803.0
THE ROBERT GORDON UNIVERSITY,2018,360578.0
THE SCHUMACHER INSTITUTE,2018,68055.0
THE SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,2016,41201.0
THE SCOTCH WHISKY RESEARCH INSTITUTE,2016,16744.0
THE SHADOW ROBOT COMPANY LIMITED,2018,357202.0
THE SKILLS & GROWTH COMPANY LIMITED,2018,57935.0
THE TECHNOLOGY STRATEGY BOARD,2017,32433.0
THE UNIVERSITY OF BOLTON ENTERPRISES COMPANY LIMITED,2017,94480.0
THE UNIVERSITY OF BOLTON ENTERPRISES COMPANY LIMITED,2018,188752.0
THE UNIVERSITY OF WEST LONDON,2018,100000.0
THE VICTORIA UNIVERSITY OF MANCHESTER,2016,400483.0
THE VICTORIA UNIVERSITY OF MANCHESTER,2017,915683.0
THE VICTORIA UNIVERSITY OF MANCHESTER,2018,1437415.0
THE WELDING INSTITUTE,2018,6594986.0
THE WELLCOME TRUST  SANGER INSTITUTE,2012,1588165.0
THE WELLCOME TRUST  SANGER INSTITUTE,2014,760760.0
THE WELLCOME TRUST  SANGER INSTITUTE,2016,1079150.0
THE WELLCOME TRUST  SANGER INSTITUTE,2017,1289938.0
THE WELLCOME TRUST  SANGER INSTITUTE,2018,2286527.0
THE YOUNG FOUNDATION,2017,188433.0
THEMIS BIOSCIENCE GMBH,2017,3000000.0
THERAPYAUDIT LIMITED,2018,299376.0
THERMIC EDGE COATINGS LIMITED,2018,58768.0
THETA TECHNOLOGIES LTD,2017,519013.0
THINKLASER LIMITED,2015,481160.0
THORCOM SYSTEMS LIMITED,2017,194052.0
THREE MEDIA ASSOCIATES LTD,2018,412217.0
THREE MINUTE LEARNING,2018,15000.0
THURN GROUP LTD.,2017,69617.0
THURN GROUP LTD.,2018,146566.0
TIDE MILLS LTD,2017,195444.0
TIER 2.0 FUTURE  LIMITED,2018,49125.0
TINSLEY BRIDGE LIMITED,2018,309886.0
TISICS LIMITED,2018,69782.0
TO PLAY FOR LIMITED,2018,231863.0
TOOLROOM TECHNOLOGY LIMITED,2016,666763.0
TOOLROOM TECHNOLOGY LIMITED,2017,888927.0
TOOLROOM TECHNOLOGY LIMITED,2018,766946.0
TOPGAN QUANTUM TECHNOLOGIES LIMITED,2018,1068503.0
TORR SCIENTIFIC LIMITED,2018,83469.0
TOSHIBA RESEARCH EUROPE LIMITED,2017,1098830.0
TOSHIBA RESEARCH EUROPE LIMITED,2018,5802830.0
TOTAL TRIP LIMITED,2017,69380.0
TOUCHLIGHT GENETICS LIMITED,2017,201336.0
TPL IP HOLDINGS LIMITED,2018,69796.0
TRADE IN SPACE LIMITED,2018,107057.0
TRAK-RAP LIMITED,2017,381564.0
TRAMETO LIMITED,2018,461045.0
TRANSCAL ENGINEERING LIMITED,2018,349904.0
TRANSFACTION LIMITED,2018,69790.0
TRANSFORMATIVE AI LIMITED,2018,68830.0
TRANSPORT SYSTEMS CATAPULT,2013,20953920.0
TRANSPORT SYSTEMS CATAPULT,2015,55735500.0
TRANSPORT SYSTEMS CATAPULT,2018,19281000.0
TRAXION-NDT LTD,2018,699099.0
TRAYDSTREAM LIMITED,2018,377711.0
TRIBUS-D LTD,2018,64600.0
TRITECH INTERNATIONAL LIMITED,2015,44234.0
TRITEQ LIMITED,2016,276730.0
"TRIUMPH AEROSPACE OPERATIONS UK, LTD.",2015,484439.0
TRL LIMITED,2018,13938214.0
TROPIC BIOSCIENCES UK LIMITED,2018,139907.0
TRUCKTRAIN INDUSTRIES LIMITED,2017,140882.0
TRUE 212 LIMITED,2018,65812.0
TRUE AI LTD,2018,481704.0
TRUEINVIVO LIMITED,2017,50000.0
TTI TESTING LIMITED,2015,139888.0
TUFTS UNIVERSITY,2018,576704.0
TURNER POWERTRAIN SYSTEMS LIMITED,2017,4156159.0
TWO FOLD SOFTWARE LIMITED,2015,163830.0
TYCO ELECTRONICS UK LTD,2015,896146.0
U-FLOOR TECHNOLOGIES LTD,2018,139590.0
UAVAID LIMITED,2017,669083.0
UBIPOS UK LIMITED,2018,393313.0
UBIQUIGENT LTD,2018,104414.0
UBIQUTEK LTD.,2018,49474.0
UCB CELLTECH,2015,720536.0
UCT LUNG INSTITUTE (PTY) LTD,2017,195953.0
UFONIA LIMITED,2018,58191.0
UK GRID SOLUTIONS LIMITED,2016,650226.0
ULEMCO LTD,2017,1903278.0
ULTRAHAPTICS HOLDINGS LTD,2018,69406.0
ULTRAWAVE LIMITED,2018,54218.0
ULTRAWISE INNOVATION LIMITED,2018,178245.0
ULTROMEX LTD,2018,518727.0
UNDERWATER CUTTING SOLUTIONS LTD,2016,1062203.0
UNESCO IHE INSTITUTE FOR WATER EDUCATION,2015,1931578.0
UNFINISHED WORKS,2018,8978.0
UNI OF ILLINOIS AT URBANA CHAMPAIGN,2016,822418.0
UNIKLASERS LTD.,2017,672774.0
UNIKLASERS LTD.,2018,272659.0
UNILEVER U.K. CENTRAL RESOURCES LIMITED,2017,1358882.0
UNILEVER U.K. CENTRAL RESOURCES LIMITED,2018,1439919.0
UNIPART POWERTRAIN APPLICATIONS LIMITED,2016,973823.0
UNIPART POWERTRAIN APPLICATIONS LIMITED,2017,519622.0
UNIPART RAIL LIMITED,2018,350000.0
UNIT 9 LIMITED,2018,562503.0
UNITIVE DESIGN AND ANALYSIS LTD,2018,90584.0
UNIVERSITY COLLEGE LONDON,2011,28691949.0
UNIVERSITY COLLEGE LONDON,2012,45963440.0
UNIVERSITY COLLEGE LONDON,2013,59853235.0
UNIVERSITY COLLEGE LONDON,2014,112201543.0
UNIVERSITY COLLEGE LONDON,2015,137372606.0
UNIVERSITY COLLEGE LONDON,2016,117504079.0
UNIVERSITY COLLEGE LONDON,2017,125416708.0
UNIVERSITY COLLEGE LONDON,2018,147320777.0
UNIVERSITY COLLEGE LONDON HOSPITALS CHARITY (UCLH),2018,165263.0
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2018,7288447.0
UNIVERSITY OF ABERDEEN,2012,51585.0
UNIVERSITY OF ABERDEEN,2013,1545661.0
UNIVERSITY OF ABERDEEN,2014,2135009.0
UNIVERSITY OF ABERDEEN,2015,4301882.0
UNIVERSITY OF ABERDEEN,2016,12007689.0
UNIVERSITY OF ABERDEEN,2017,12164987.0
UNIVERSITY OF ABERDEEN,2018,3758890.0
UNIVERSITY OF ABERTAY DUNDEE,2015,576776.0
UNIVERSITY OF ABERTAY DUNDEE,2016,8294.0
UNIVERSITY OF ABERTAY DUNDEE,2017,98212.0
UNIVERSITY OF ABERTAY DUNDEE,2018,5620173.0
UNIVERSITY OF BATH,2013,8998203.0
UNIVERSITY OF BATH,2014,16626733.0
UNIVERSITY OF BATH,2015,13219296.0
UNIVERSITY OF BATH,2016,18598059.0
UNIVERSITY OF BATH,2017,21953374.0
UNIVERSITY OF BATH,2018,18124487.0
UNIVERSITY OF BEDFORDSHIRE,2017,73534.0
UNIVERSITY OF BEDFORDSHIRE,2018,53426.0
UNIVERSITY OF BIRMINGHAM,2011,6229576.0
UNIVERSITY OF BIRMINGHAM,2013,7925805.0
UNIVERSITY OF BIRMINGHAM,2014,63680871.0
UNIVERSITY OF BIRMINGHAM,2015,21096442.0
UNIVERSITY OF BIRMINGHAM,2016,44051583.0
UNIVERSITY OF BIRMINGHAM,2017,71598494.0
UNIVERSITY OF BIRMINGHAM,2018,49776178.0
UNIVERSITY OF BRADFORD,2013,1854691.0
UNIVERSITY OF BRADFORD,2014,3419000.0
UNIVERSITY OF BRADFORD,2015,904805.0
UNIVERSITY OF BRADFORD,2016,1451610.0
UNIVERSITY OF BRADFORD,2017,121886.0
UNIVERSITY OF BRADFORD,2018,1806169.0
UNIVERSITY OF BRADFORD(THE),2017,271309.0
UNIVERSITY OF BRADFORD(THE),2018,251644.0
UNIVERSITY OF BRIGHTON,2015,2284840.0
UNIVERSITY OF BRIGHTON,2016,508694.0
UNIVERSITY OF BRIGHTON,2017,1734912.0
UNIVERSITY OF BRIGHTON,2018,1503984.0
UNIVERSITY OF BRISTOL,2011,19526054.0
UNIVERSITY OF BRISTOL,2012,5726376.0
UNIVERSITY OF BRISTOL,2013,31336137.0
UNIVERSITY OF BRISTOL,2014,79076495.0
UNIVERSITY OF BRISTOL,2015,48555233.0
UNIVERSITY OF BRISTOL,2016,60730861.0
UNIVERSITY OF BRISTOL,2017,70841432.0
UNIVERSITY OF BRISTOL,2018,68067861.0
"UNIVERSITY OF CALIFORNIA, BERKELEY",2015,286943.0
UNIVERSITY OF CAMBRIDGE,2011,10907638.0
UNIVERSITY OF CAMBRIDGE,2012,2566792.0
UNIVERSITY OF CAMBRIDGE,2013,47983951.0
UNIVERSITY OF CAMBRIDGE,2014,95501996.0
UNIVERSITY OF CAMBRIDGE,2015,90383696.0
UNIVERSITY OF CAMBRIDGE,2016,128457282.0
UNIVERSITY OF CAMBRIDGE,2017,112738275.0
UNIVERSITY OF CAMBRIDGE,2018,192017969.0
UNIVERSITY OF CAPE TOWN,2014,2006236.0
UNIVERSITY OF CAPE TOWN,2015,2999902.0
UNIVERSITY OF CAPE TOWN,2016,578055.0
UNIVERSITY OF CAPE TOWN,2018,597691.0
UNIVERSITY OF CENTRAL LANCASHIRE,2014,210458.0
UNIVERSITY OF CENTRAL LANCASHIRE,2015,361275.0
UNIVERSITY OF CENTRAL LANCASHIRE,2016,190916.0
UNIVERSITY OF CENTRAL LANCASHIRE,2017,912553.0
UNIVERSITY OF CENTRAL LANCASHIRE,2018,2227094.0
UNIVERSITY OF CHESTER,2016,95042.0
UNIVERSITY OF CHESTER,2017,28974.0
UNIVERSITY OF CHESTER,2018,479926.0
UNIVERSITY OF DAR ES SALAAM,2015,61202.0
UNIVERSITY OF DERBY,2017,419986.0
UNIVERSITY OF DERBY,2018,170805.0
UNIVERSITY OF DUNDEE,2012,396996.0
UNIVERSITY OF DUNDEE,2013,4032595.0
UNIVERSITY OF DUNDEE,2014,5218865.0
UNIVERSITY OF DUNDEE,2015,4447684.0
UNIVERSITY OF DUNDEE,2016,11333029.0
UNIVERSITY OF DUNDEE,2017,9763741.0
UNIVERSITY OF DUNDEE,2018,10493815.0
UNIVERSITY OF EAST ANGLIA,2011,1030549.0
UNIVERSITY OF EAST ANGLIA,2012,1361263.0
UNIVERSITY OF EAST ANGLIA,2013,93520.0
UNIVERSITY OF EAST ANGLIA,2014,6808936.0
UNIVERSITY OF EAST ANGLIA,2015,5926083.0
UNIVERSITY OF EAST ANGLIA,2016,8604958.0
UNIVERSITY OF EAST ANGLIA,2017,12893818.0
UNIVERSITY OF EAST ANGLIA,2018,13554729.0
UNIVERSITY OF EAST LONDON,2016,148692.0
UNIVERSITY OF EAST LONDON,2018,320711.0
UNIVERSITY OF EDINBURGH,2011,33776988.0
UNIVERSITY OF EDINBURGH,2012,4949443.0
UNIVERSITY OF EDINBURGH,2013,39934507.0
UNIVERSITY OF EDINBURGH,2014,59447642.0
UNIVERSITY OF EDINBURGH,2015,57218141.0
UNIVERSITY OF EDINBURGH,2016,68436963.0
UNIVERSITY OF EDINBURGH,2017,63977966.0
UNIVERSITY OF EDINBURGH,2018,102928969.0
UNIVERSITY OF ESSEX,2011,7818803.0
UNIVERSITY OF ESSEX,2013,36744646.0
UNIVERSITY OF ESSEX,2014,10645974.0
UNIVERSITY OF ESSEX,2015,9527030.0
UNIVERSITY OF ESSEX,2016,34372311.0
UNIVERSITY OF ESSEX,2017,27480438.0
UNIVERSITY OF ESSEX,2018,22074589.0
UNIVERSITY OF EXETER,2013,4600571.0
UNIVERSITY OF EXETER,2014,18897421.0
UNIVERSITY OF EXETER,2015,19988055.0
UNIVERSITY OF EXETER,2016,31351016.0
UNIVERSITY OF EXETER,2017,40168214.0
UNIVERSITY OF EXETER,2018,44056716.0
UNIVERSITY OF GENEVA,2016,318780.0
UNIVERSITY OF GLASGOW,2011,7912983.0
UNIVERSITY OF GLASGOW,2012,930265.0
UNIVERSITY OF GLASGOW,2013,18150587.0
UNIVERSITY OF GLASGOW,2014,58440412.0
UNIVERSITY OF GLASGOW,2015,33129062.0
UNIVERSITY OF GLASGOW,2016,46717312.0
UNIVERSITY OF GLASGOW,2017,55768785.0
UNIVERSITY OF GLASGOW,2018,69727866.0
UNIVERSITY OF GREENWICH,2013,68648.0
UNIVERSITY OF GREENWICH,2014,694897.0
UNIVERSITY OF GREENWICH,2016,1509740.0
UNIVERSITY OF GREENWICH,2017,1294409.0
UNIVERSITY OF GREENWICH,2018,1741900.0
UNIVERSITY OF HERTFORDSHIRE,2014,212601.0
UNIVERSITY OF HERTFORDSHIRE,2015,2925072.0
UNIVERSITY OF HERTFORDSHIRE,2016,3401899.0
UNIVERSITY OF HERTFORDSHIRE,2017,1823917.0
UNIVERSITY OF HERTFORDSHIRE,2018,3695583.0
UNIVERSITY OF HUDDERSFIELD,2013,914012.0
UNIVERSITY OF HUDDERSFIELD,2015,2005736.0
UNIVERSITY OF HUDDERSFIELD,2016,1063543.0
UNIVERSITY OF HUDDERSFIELD,2017,15217075.0
UNIVERSITY OF HUDDERSFIELD,2018,5548535.0
UNIVERSITY OF HULL,2013,836783.0
UNIVERSITY OF HULL,2014,774882.0
UNIVERSITY OF HULL,2015,373429.0
UNIVERSITY OF HULL,2016,474577.0
UNIVERSITY OF HULL,2017,1426180.0
UNIVERSITY OF HULL,2018,1811491.0
UNIVERSITY OF KENT,2013,911083.0
UNIVERSITY OF KENT,2014,6615752.0
UNIVERSITY OF KENT,2015,4262309.0
UNIVERSITY OF KENT,2016,6368712.0
UNIVERSITY OF KENT,2017,12433767.0
UNIVERSITY OF KENT,2018,10168451.0
UNIVERSITY OF KWAZULU-NATAL,2015,208763.0
UNIVERSITY OF LEEDS,2012,5597800.0
UNIVERSITY OF LEEDS,2013,11678767.0
UNIVERSITY OF LEEDS,2014,52542756.0
UNIVERSITY OF LEEDS,2015,44079736.0
UNIVERSITY OF LEEDS,2016,60866742.0
UNIVERSITY OF LEEDS,2017,93755440.0
UNIVERSITY OF LEEDS,2018,90252351.0
UNIVERSITY OF LEICESTER,2012,2055742.0
UNIVERSITY OF LEICESTER,2013,822481.0
UNIVERSITY OF LEICESTER,2014,3953122.0
UNIVERSITY OF LEICESTER,2015,12078057.0
UNIVERSITY OF LEICESTER,2016,12116295.0
UNIVERSITY OF LEICESTER,2017,15824874.0
UNIVERSITY OF LEICESTER,2018,23859268.0
UNIVERSITY OF LINCOLN,2016,2556731.0
UNIVERSITY OF LINCOLN,2017,183967.0
UNIVERSITY OF LINCOLN,2018,5656847.0
UNIVERSITY OF LIVERPOOL,2011,24721145.0
UNIVERSITY OF LIVERPOOL,2012,6484465.0
UNIVERSITY OF LIVERPOOL,2013,1417123.0
UNIVERSITY OF LIVERPOOL,2014,28962969.0
UNIVERSITY OF LIVERPOOL,2015,34919957.0
UNIVERSITY OF LIVERPOOL,2016,25589387.0
UNIVERSITY OF LIVERPOOL,2017,68110364.0
UNIVERSITY OF LIVERPOOL,2018,41684844.0
UNIVERSITY OF LONDON,2013,782409.0
UNIVERSITY OF LONDON,2016,881659.0
UNIVERSITY OF LONDON,2017,37824.0
UNIVERSITY OF MALAWI,2015,128674.0
UNIVERSITY OF MANCHESTER,2011,2508067.0
UNIVERSITY OF MANCHESTER,2012,12645776.0
UNIVERSITY OF MANCHESTER,2013,23289428.0
UNIVERSITY OF MANCHESTER,2014,82052956.0
UNIVERSITY OF MANCHESTER,2015,62748749.0
UNIVERSITY OF MANCHESTER,2016,252682676.0
UNIVERSITY OF MANCHESTER,2017,118761413.0
UNIVERSITY OF MANCHESTER,2018,70067614.0
UNIVERSITY OF MICHIGAN,2017,697241.0
UNIVERSITY OF NORTHAMPTON,2017,200806.0
UNIVERSITY OF NORTHAMPTON,2018,96897.0
UNIVERSITY OF NOTTINGHAM,2011,7834668.0
UNIVERSITY OF NOTTINGHAM,2012,15523196.0
UNIVERSITY OF NOTTINGHAM,2013,16236539.0
UNIVERSITY OF NOTTINGHAM,2014,48013651.0
UNIVERSITY OF NOTTINGHAM,2015,51489423.0
UNIVERSITY OF NOTTINGHAM,2016,105123976.0
UNIVERSITY OF NOTTINGHAM,2017,63837556.0
UNIVERSITY OF NOTTINGHAM,2018,49690993.0
UNIVERSITY OF OXFORD,2011,42373799.0
UNIVERSITY OF OXFORD,2012,1085353.0
UNIVERSITY OF OXFORD,2013,59713591.0
UNIVERSITY OF OXFORD,2014,165159517.0
UNIVERSITY OF OXFORD,2015,120968034.0
UNIVERSITY OF OXFORD,2016,138368682.0
UNIVERSITY OF OXFORD,2017,118760107.0
UNIVERSITY OF OXFORD,2018,144218875.0
UNIVERSITY OF PASSAU,2018,200008.0
UNIVERSITY OF PLYMOUTH,2013,301198.0
UNIVERSITY OF PLYMOUTH,2014,567041.0
UNIVERSITY OF PLYMOUTH,2015,2219099.0
UNIVERSITY OF PLYMOUTH,2016,2598562.0
UNIVERSITY OF PLYMOUTH,2017,1855058.0
UNIVERSITY OF PLYMOUTH,2018,2483260.0
UNIVERSITY OF PORTSMOUTH,2013,484688.0
UNIVERSITY OF PORTSMOUTH,2014,141734.0
UNIVERSITY OF PORTSMOUTH,2015,1985419.0
UNIVERSITY OF PORTSMOUTH,2016,2782070.0
UNIVERSITY OF PORTSMOUTH,2017,1761637.0
UNIVERSITY OF PORTSMOUTH,2018,3020827.0
UNIVERSITY OF READING,2013,4148388.0
UNIVERSITY OF READING,2014,3310681.0
UNIVERSITY OF READING,2015,13458026.0
UNIVERSITY OF READING,2016,14722168.0
UNIVERSITY OF READING,2017,16514492.0
UNIVERSITY OF READING,2018,12620165.0
UNIVERSITY OF SALFORD,2013,269545.0
UNIVERSITY OF SALFORD,2014,69524.0
UNIVERSITY OF SALFORD,2015,956613.0
UNIVERSITY OF SALFORD,2016,495573.0
UNIVERSITY OF SALFORD,2017,1352177.0
UNIVERSITY OF SALFORD,2018,2082146.0
UNIVERSITY OF SALFORD(THE),2016,110334.0
UNIVERSITY OF SALFORD(THE),2017,548684.0
UNIVERSITY OF SALFORD(THE),2018,258741.0
UNIVERSITY OF SHEFFIELD,2011,33520400.0
UNIVERSITY OF SHEFFIELD,2012,699361.0
UNIVERSITY OF SHEFFIELD,2013,7516215.0
UNIVERSITY OF SHEFFIELD,2014,42415009.0
UNIVERSITY OF SHEFFIELD,2015,37173344.0
UNIVERSITY OF SHEFFIELD,2016,95102484.0
UNIVERSITY OF SHEFFIELD,2017,62629989.0
UNIVERSITY OF SHEFFIELD,2018,61230212.0
UNIVERSITY OF SOUTH WALES,2018,418603.0
UNIVERSITY OF SOUTHAMPTON,2011,8119798.0
UNIVERSITY OF SOUTHAMPTON,2012,8139098.0
UNIVERSITY OF SOUTHAMPTON,2013,28195112.0
UNIVERSITY OF SOUTHAMPTON,2014,51089794.0
UNIVERSITY OF SOUTHAMPTON,2015,51752715.0
UNIVERSITY OF SOUTHAMPTON,2016,58790425.0
UNIVERSITY OF SOUTHAMPTON,2017,83874020.0
UNIVERSITY OF SOUTHAMPTON,2018,52373389.0
UNIVERSITY OF ST ANDREWS,2013,5343051.0
UNIVERSITY OF ST ANDREWS,2014,13511483.0
UNIVERSITY OF ST ANDREWS,2015,7747633.0
UNIVERSITY OF ST ANDREWS,2016,7114092.0
UNIVERSITY OF ST ANDREWS,2017,19421847.0
UNIVERSITY OF ST ANDREWS,2018,24221044.0
UNIVERSITY OF STIRLING,2012,632016.0
UNIVERSITY OF STIRLING,2013,460292.0
UNIVERSITY OF STIRLING,2014,870873.0
UNIVERSITY OF STIRLING,2015,1498692.0
UNIVERSITY OF STIRLING,2016,2404769.0
UNIVERSITY OF STIRLING,2017,5416861.0
UNIVERSITY OF STIRLING,2018,3663600.0
UNIVERSITY OF STRATHCLYDE,2011,1231298.0
UNIVERSITY OF STRATHCLYDE,2012,4348959.0
UNIVERSITY OF STRATHCLYDE,2013,5849933.0
UNIVERSITY OF STRATHCLYDE,2014,20326170.0
UNIVERSITY OF STRATHCLYDE,2015,7534921.0
UNIVERSITY OF STRATHCLYDE,2016,17430354.0
UNIVERSITY OF STRATHCLYDE,2017,32423266.0
UNIVERSITY OF STRATHCLYDE,2018,27814639.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,2014,100843.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,2016,140756.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,2017,7174095.0
UNIVERSITY OF STRATHCLYDE VIZ ROYAL COLLEGE OF SCIENCE & TECHNOLOGY,2018,1230717.0
UNIVERSITY OF SUNDERLAND,2018,1521812.0
UNIVERSITY OF SURREY,2011,10987802.0
UNIVERSITY OF SURREY,2013,5689796.0
UNIVERSITY OF SURREY,2014,13262499.0
UNIVERSITY OF SURREY,2015,13678175.0
UNIVERSITY OF SURREY,2016,31682472.0
UNIVERSITY OF SURREY,2017,33666397.0
UNIVERSITY OF SURREY,2018,16603610.0
UNIVERSITY OF SUSSEX,2011,4815835.0
UNIVERSITY OF SUSSEX,2013,5955967.0
UNIVERSITY OF SUSSEX,2014,3710042.0
UNIVERSITY OF SUSSEX,2015,9742504.0
UNIVERSITY OF SUSSEX,2016,7161827.0
UNIVERSITY OF SUSSEX,2017,10409211.0
UNIVERSITY OF SUSSEX,2018,16755166.0
UNIVERSITY OF TEESSIDE,2017,183165.0
UNIVERSITY OF TEESSIDE,2018,534319.0
UNIVERSITY OF THE ANDES - COLOMBIA,2017,275573.0
UNIVERSITY OF THE ARTS LONDON,2017,299280.0
UNIVERSITY OF THE ARTS LONDON,2018,6560653.0
UNIVERSITY OF THE FREE STATE,2016,670903.0
UNIVERSITY OF THE HIGHLANDS AND ISLANDS,2013,116053.0
UNIVERSITY OF THE WEST OF ENGLAND,2013,304861.0
UNIVERSITY OF THE WEST OF ENGLAND,2014,2114371.0
UNIVERSITY OF THE WEST OF ENGLAND,2015,499096.0
UNIVERSITY OF THE WEST OF ENGLAND,2016,646065.0
UNIVERSITY OF THE WEST OF ENGLAND,2017,1733932.0
UNIVERSITY OF THE WEST OF ENGLAND,2018,9301412.0
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",2017,107724.0
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL'S INTERNATIONAL COLLEGE",2018,102960.0
UNIVERSITY OF THE WEST OF SCOTLAND,2014,379758.0
UNIVERSITY OF THE WEST OF SCOTLAND,2016,330121.0
UNIVERSITY OF THE WEST OF SCOTLAND,2017,859203.0
UNIVERSITY OF THE WEST OF SCOTLAND,2018,966662.0
UNIVERSITY OF THE WITWATERSRAND,2016,669626.0
UNIVERSITY OF THE WITWATERSRAND,2017,150033.0
UNIVERSITY OF ULSTER,2012,34051.0
UNIVERSITY OF ULSTER,2013,970513.0
UNIVERSITY OF ULSTER,2015,1421506.0
UNIVERSITY OF ULSTER,2016,1065021.0
UNIVERSITY OF ULSTER,2017,6527925.0
UNIVERSITY OF ULSTER,2018,7603784.0
UNIVERSITY OF WALES,2014,785783.0
"UNIVERSITY OF WALES, LAMPETER",2017,73858.0
UNIVERSITY OF WARWICK,2011,12314100.0
UNIVERSITY OF WARWICK,2012,7425950.0
UNIVERSITY OF WARWICK,2013,16797306.0
UNIVERSITY OF WARWICK,2014,49500056.0
UNIVERSITY OF WARWICK,2015,42790045.0
UNIVERSITY OF WARWICK,2016,27728386.0
UNIVERSITY OF WARWICK,2017,44203224.0
UNIVERSITY OF WARWICK,2018,62627711.0
UNIVERSITY OF WEST LONDON,2017,76568.0
UNIVERSITY OF WEST LONDON,2018,255648.0
UNIVERSITY OF WESTMINSTER,2016,1232282.0
UNIVERSITY OF WESTMINSTER,2017,467815.0
UNIVERSITY OF WESTMINSTER,2018,920924.0
UNIVERSITY OF WINCHESTER,2017,34538.0
UNIVERSITY OF WINCHESTER,2018,7282.0
UNIVERSITY OF WOLVERHAMPTON,2017,854429.0
UNIVERSITY OF WOLVERHAMPTON,2018,212286.0
UNIVERSITY OF WORCESTER,2016,167411.0
UNIVERSITY OF YORK,2012,4047832.0
UNIVERSITY OF YORK,2013,4646982.0
UNIVERSITY OF YORK,2014,50523766.0
UNIVERSITY OF YORK,2015,22770234.0
UNIVERSITY OF YORK,2016,29611693.0
